Date,MCDOWELL-N
2014-01-01,2608.05
2014-01-02,2613.3
2014-01-03,2699.65
2014-01-06,2725.8
2014-01-07,2712.05
2014-01-08,2706.15
2014-01-09,2707.6
2014-01-10,2787.9
2014-01-13,2759.6
2014-01-14,2764.15
2014-01-15,2752.05
2014-01-16,2702.7
2014-01-17,2663.4
2014-01-20,2704.1
2014-01-21,2716.8
2014-01-22,2757.45
2014-01-23,2757.3
2014-01-24,2695.65
2014-01-27,2620.15
2014-01-28,2604.55
2014-01-29,2621.5
2014-01-30,2442.1
2014-01-31,2473.35
2014-02-03,2551.6
2014-02-04,2499.05
2014-02-05,2504.6
2014-02-06,2489.4
2014-02-07,2473.25
2014-02-10,2462.3
2014-02-11,2410.95
2014-02-12,2363.0
2014-02-13,2364.15
2014-02-14,2334.9
2014-02-17,2314.45
2014-02-18,2368.3
2014-02-19,2353.7
2014-02-20,2364.3
2014-02-21,2372.15
2014-02-24,2399.0
2014-02-25,2392.55
2014-02-26,2364.0
2014-02-28,2387.25
2014-03-03,2372.95
2014-03-04,2372.7
2014-03-05,2439.8
2014-03-06,2441.65
2014-03-07,2471.8
2014-03-10,2466.6
2014-03-11,2467.7
2014-03-12,2469.2
2014-03-13,2495.3
2014-03-14,2466.8
2014-03-18,2486.05
2014-03-19,2557.8
2014-03-20,2619.6
2014-03-21,2648.4
2014-03-22,2697.4
2014-03-24,2601.1
2014-03-25,2651.75
2014-03-26,2600.35
2014-03-27,2655.85
2014-03-28,2659.55
2014-03-31,2647.45
2014-04-01,2673.85
2014-04-02,2699.7
2014-04-03,2687.6
2014-04-04,2644.15
2014-04-07,2615.0
2014-04-09,2597.75
2014-04-10,2585.9
2014-04-11,2557.25
2014-04-15,2853.95
2014-04-16,2871.8
2014-04-17,2853.4
2014-04-21,2847.3
2014-04-22,2833.1
2014-04-23,2818.25
2014-04-25,2814.15
2014-04-28,2798.9
2014-04-29,2784.4
2014-04-30,2768.5
2014-05-02,2775.05
2014-05-05,2764.95
2014-05-06,2776.55
2014-05-07,2774.1
2014-05-08,2771.3
2014-05-09,2777.4
2014-05-12,2700.15
2014-05-13,2702.75
2014-05-14,2680.85
2014-05-15,2612.2
2014-05-16,2646.25
2014-05-19,2621.0
2014-05-20,2629.8
2014-05-21,2757.75
2014-05-22,2783.55
2014-05-23,2793.0
2014-05-26,2794.0
2014-05-27,2804.0
2014-05-28,2838.3
2014-05-29,2826.7
2014-05-30,2818.1
2014-06-02,2848.85
2014-06-03,2841.1
2014-06-04,2836.65
2014-06-05,2850.9
2014-06-06,2852.35
2014-06-09,2863.5
2014-06-10,2851.35
2014-06-11,2790.7
2014-06-12,2775.75
2014-06-13,2782.5
2014-06-16,2783.85
2014-06-17,2747.2
2014-06-18,2802.4
2014-06-19,2601.2
2014-06-20,2680.15
2014-06-23,2594.95
2014-06-24,2607.55
2014-06-25,2642.3
2014-06-26,2576.25
2014-06-27,2490.35
2014-06-30,2396.05
2014-07-01,2417.4
2014-07-02,2484.1
2014-07-03,2490.6
2014-07-04,2454.8
2014-07-07,2401.85
2014-07-08,2344.35
2014-07-09,2295.9
2014-07-10,2347.5
2014-07-11,2295.1
2014-07-14,2333.4
2014-07-15,2369.55
2014-07-16,2401.2
2014-07-17,2401.75
2014-07-18,2384.6
2014-07-21,2400.8
2014-07-22,2387.15
2014-07-23,2391.95
2014-07-24,2403.65
2014-07-25,2403.2
2014-07-28,2397.75
2014-07-30,2362.85
2014-07-31,2355.9
2014-08-01,2330.45
2014-08-04,2393.4
2014-08-05,2385.2
2014-08-06,2359.55
2014-08-07,2343.55
2014-08-08,2325.9
2014-08-11,2300.0
2014-08-12,2306.4
2014-08-13,2297.2
2014-08-14,2362.3
2014-08-18,2366.8
2014-08-19,2437.45
2014-08-20,2455.55
2014-08-21,2402.1
2014-08-22,2410.2
2014-08-25,2380.3
2014-08-26,2396.9
2014-08-27,2408.5
2014-08-28,2398.05
2014-09-01,2408.1
2014-09-02,2432.85
2014-09-03,2401.05
2014-09-04,2392.45
2014-09-05,2283.15
2014-09-08,2273.2
2014-09-09,2288.95
2014-09-10,2259.1
2014-09-11,2283.8
2014-09-12,2295.35
2014-09-15,2357.9
2014-09-16,2368.25
2014-09-17,2402.35
2014-09-18,2379.5
2014-09-19,2353.5
2014-09-22,2360.8
2014-09-23,2357.55
2014-09-24,2390.35
2014-09-25,2346.7
2014-09-26,2380.4
2014-09-29,2385.45
2014-09-30,2402.8
2014-10-01,2350.85
2014-10-07,2311.65
2014-10-08,2297.05
2014-10-09,2338.35
2014-10-10,2351.8
2014-10-13,2412.05
2014-10-14,2441.35
2014-10-16,2378.0
2014-10-17,2373.45
2014-10-20,2556.3
2014-10-21,2574.4
2014-10-22,2593.95
2014-10-23,2605.95
2014-10-27,2662.2
2014-10-28,2682.0
2014-10-29,2688.85
2014-10-30,2735.9
2014-10-31,2763.85
2014-11-03,2697.2
2014-11-05,2579.9
2014-11-07,2584.95
2014-11-10,2616.05
2014-11-11,2643.75
2014-11-12,2724.5
2014-11-13,2702.6
2014-11-14,2723.05
2014-11-17,2723.8
2014-11-18,2757.85
2014-11-19,2761.3
2014-11-20,2764.75
2014-11-21,2705.9
2014-11-24,2681.8
2014-11-25,2635.9
2014-11-26,2652.7
2014-11-27,2673.6
2014-11-28,2735.55
2014-12-01,2716.9
2014-12-02,2914.7
2014-12-03,2911.9
2014-12-04,2869.15
2014-12-05,2837.3
2014-12-08,2839.6
2014-12-09,2779.35
2014-12-10,2831.3
2014-12-11,2752.75
2014-12-12,2846.55
2014-12-15,2850.2
2014-12-16,2761.85
2014-12-17,2708.45
2014-12-18,2758.95
2014-12-19,2768.8
2014-12-22,2771.4
2014-12-23,2779.55
2014-12-24,2722.15
2014-12-26,2726.3
2014-12-29,2769.5
2014-12-30,2771.15
2014-12-31,2783.65
