Date,STCINDIA
2014-01-01,172.35
2014-01-02,166.3
2014-01-03,165.25
2014-01-06,166.05
2014-01-07,166.8
2014-01-08,168.25
2014-01-09,168.35
2014-01-10,163.7
2014-01-13,163.5
2014-01-14,162.5
2014-01-15,165.25
2014-01-16,169.2
2014-01-17,163.1
2014-01-20,164.15
2014-01-21,163.8
2014-01-22,164.85
2014-01-23,163.7
2014-01-24,160.5
2014-01-27,156.35
2014-01-28,155.3
2014-01-29,159.75
2014-01-30,152.9
2014-01-31,152.75
2014-02-03,146.15
2014-02-04,145.7
2014-02-05,146.8
2014-02-06,151.85
2014-02-07,149.2
2014-02-10,149.7
2014-02-11,150.5
2014-02-12,148.5
2014-02-13,144.65
2014-02-14,146.35
2014-02-17,144.9
2014-02-18,146.0
2014-02-19,146.25
2014-02-20,145.25
2014-02-21,146.6
2014-02-24,146.05
2014-02-25,147.0
2014-02-26,146.6
2014-02-28,152.65
2014-03-03,148.45
2014-03-04,152.35
2014-03-05,154.35
2014-03-06,153.85
2014-03-07,155.9
2014-03-10,157.35
2014-03-11,154.85
2014-03-12,155.65
2014-03-13,169.95
2014-03-14,164.9
2014-03-18,168.6
2014-03-19,176.65
2014-03-20,177.95
2014-03-21,184.55
2014-03-22,179.55
2014-03-24,179.15
2014-03-25,178.1
2014-03-26,172.8
2014-03-27,175.5
2014-03-28,177.9
2014-03-31,180.3
2014-04-01,179.55
2014-04-02,181.55
2014-04-03,180.35
2014-04-04,194.5
2014-04-07,189.55
2014-04-09,192.15
2014-04-10,192.4
2014-04-11,206.3
2014-04-15,197.2
2014-04-16,193.7
2014-04-17,196.75
2014-04-21,198.1
2014-04-22,201.15
2014-04-23,200.9
2014-04-25,196.35
2014-04-28,195.85
2014-04-29,193.55
2014-04-30,184.9
2014-05-02,187.4
2014-05-05,185.15
2014-05-06,184.8
2014-05-07,183.15
2014-05-08,183.5
2014-05-09,191.4
2014-05-12,195.85
2014-05-13,199.95
2014-05-14,201.95
2014-05-15,197.15
2014-05-16,210.15
2014-05-19,230.5
2014-05-20,225.35
2014-05-21,236.95
2014-05-22,236.35
2014-05-23,233.8
2014-05-26,219.0
2014-05-27,217.1
2014-05-28,214.95
2014-05-29,208.05
2014-05-30,210.45
2014-06-02,213.15
2014-06-03,215.7
2014-06-04,215.65
2014-06-05,225.75
2014-06-06,225.0
2014-06-09,232.1
2014-06-10,233.35
2014-06-11,226.05
2014-06-12,225.35
2014-06-13,219.2
2014-06-16,219.35
2014-06-17,224.45
2014-06-18,217.65
2014-06-19,219.8
2014-06-20,214.5
2014-06-23,215.45
2014-06-24,218.9
2014-06-25,221.55
2014-06-26,216.65
2014-06-27,216.85
2014-06-30,224.9
2014-07-01,226.35
2014-07-02,225.4
2014-07-03,221.65
2014-07-04,222.95
2014-07-07,228.1
2014-07-08,218.85
2014-07-09,211.0
2014-07-10,213.2
2014-07-11,201.55
2014-07-14,197.05
2014-07-15,202.5
2014-07-16,217.15
2014-07-17,218.75
2014-07-18,220.5
2014-07-21,219.55
2014-07-22,217.5
2014-07-23,215.6
2014-07-24,217.8
2014-07-25,208.6
2014-07-28,211.3
2014-07-30,208.15
2014-07-31,207.5
2014-08-01,205.45
2014-08-04,210.8
2014-08-05,211.8
2014-08-06,208.85
2014-08-07,205.75
2014-08-08,197.1
2014-08-11,200.1
2014-08-12,198.85
2014-08-13,198.6
2014-08-14,201.65
2014-08-18,228.05
2014-08-19,219.7
2014-08-20,219.0
2014-08-21,218.8
2014-08-22,215.3
2014-08-25,210.9
2014-08-26,206.4
2014-08-27,214.35
2014-08-28,216.55
2014-09-01,217.75
2014-09-02,218.0
2014-09-03,215.3
2014-09-04,211.85
2014-09-05,214.3
2014-09-08,214.6
2014-09-09,215.45
2014-09-10,216.85
2014-09-11,218.75
2014-09-12,218.25
2014-09-15,215.2
2014-09-16,205.7
2014-09-17,207.05
2014-09-18,212.5
2014-09-19,211.5
2014-09-22,211.75
2014-09-23,205.05
2014-09-24,204.8
2014-09-25,196.2
2014-09-26,199.45
2014-09-29,201.9
2014-09-30,199.6
2014-10-01,197.8
2014-10-07,197.3
2014-10-08,196.15
2014-10-09,200.4
2014-10-10,195.15
2014-10-13,196.55
2014-10-14,194.0
2014-10-16,187.4
2014-10-17,187.05
2014-10-20,189.75
2014-10-21,193.85
2014-10-22,203.7
2014-10-23,203.4
2014-10-27,205.2
2014-10-28,202.95
2014-10-29,203.25
2014-10-30,201.45
2014-10-31,201.85
2014-11-03,205.1
2014-11-05,206.95
2014-11-07,203.4
2014-11-10,202.1
2014-11-11,202.55
2014-11-12,204.15
2014-11-13,200.5
2014-11-14,199.75
2014-11-17,202.5
2014-11-18,201.95
2014-11-19,199.55
2014-11-20,198.45
2014-11-21,207.0
2014-11-24,202.3
2014-11-25,194.9
2014-11-26,196.75
2014-11-27,193.75
2014-11-28,196.35
2014-12-01,196.35
2014-12-02,195.6
2014-12-03,200.55
2014-12-04,202.2
2014-12-05,202.75
2014-12-08,199.5
2014-12-09,194.6
2014-12-10,194.2
2014-12-11,190.7
2014-12-12,184.75
2014-12-15,193.9
2014-12-16,181.45
2014-12-17,180.2
2014-12-18,184.85
2014-12-19,185.5
2014-12-22,185.8
2014-12-23,182.75
2014-12-24,182.45
2014-12-26,182.15
2014-12-29,183.1
2014-12-30,185.2
2014-12-31,185.4
