Date,TATAMTRDVR
2014-01-01,192.2
2014-01-02,189.7
2014-01-03,188.0
2014-01-06,187.8
2014-01-07,188.15
2014-01-08,190.9
2014-01-09,188.6
2014-01-10,189.85
2014-01-13,195.15
2014-01-14,195.1
2014-01-15,196.2
2014-01-16,194.1
2014-01-17,192.45
2014-01-20,193.95
2014-01-21,197.25
2014-01-22,198.2
2014-01-23,195.1
2014-01-24,186.85
2014-01-27,177.7
2014-01-28,181.1
2014-01-29,177.0
2014-01-30,177.85
2014-01-31,174.9
2014-02-03,170.05
2014-02-04,173.3
2014-02-05,177.9
2014-02-06,175.45
2014-02-07,179.0
2014-02-10,182.05
2014-02-11,187.75
2014-02-12,191.05
2014-02-13,191.85
2014-02-14,195.15
2014-02-17,194.5
2014-02-18,195.8
2014-02-19,195.0
2014-02-20,194.05
2014-02-21,196.05
2014-02-24,196.4
2014-02-25,194.7
2014-02-26,195.9
2014-02-28,204.15
2014-03-03,199.45
2014-03-04,198.8
2014-03-05,195.85
2014-03-06,197.3
2014-03-07,202.25
2014-03-10,196.5
2014-03-11,197.6
2014-03-12,192.5
2014-03-13,191.7
2014-03-14,194.7
2014-03-18,190.1
2014-03-19,191.0
2014-03-20,188.2
2014-03-21,190.6
2014-03-22,190.7
2014-03-24,190.25
2014-03-25,190.35
2014-03-26,194.5
2014-03-27,194.2
2014-03-28,196.3
2014-03-31,202.4
2014-04-01,211.25
2014-04-02,220.05
2014-04-03,218.15
2014-04-04,216.05
2014-04-07,218.25
2014-04-09,230.95
2014-04-10,233.8
2014-04-11,236.3
2014-04-15,229.0
2014-04-16,227.15
2014-04-17,236.45
2014-04-21,237.75
2014-04-22,235.15
2014-04-23,231.65
2014-04-25,233.05
2014-04-28,231.0
2014-04-29,226.0
2014-04-30,226.35
2014-05-02,224.55
2014-05-05,222.25
2014-05-06,224.3
2014-05-07,223.05
2014-05-08,223.75
2014-05-09,229.75
2014-05-12,241.15
2014-05-13,246.5
2014-05-14,248.55
2014-05-15,251.85
2014-05-16,253.8
2014-05-19,251.95
2014-05-20,252.0
2014-05-21,249.7
2014-05-22,248.4
2014-05-23,256.2
2014-05-26,263.25
2014-05-27,261.9
2014-05-28,264.55
2014-05-29,257.05
2014-05-30,256.95
2014-06-02,268.35
2014-06-03,263.8
2014-06-04,260.2
2014-06-05,271.4
2014-06-06,284.2
2014-06-09,294.35
2014-06-10,294.25
2014-06-11,296.4
2014-06-12,306.05
2014-06-13,294.35
2014-06-16,286.8
2014-06-17,301.1
2014-06-18,296.35
2014-06-19,316.75
2014-06-20,316.75
2014-06-23,310.4
2014-06-24,311.75
2014-06-25,289.3
2014-06-26,282.45
2014-06-27,298.8
2014-06-30,294.75
2014-07-01,303.05
2014-07-02,305.75
2014-07-03,311.1
2014-07-04,312.3
2014-07-07,313.8
2014-07-08,309.25
2014-07-09,303.9
2014-07-10,299.95
2014-07-11,296.2
2014-07-14,300.35
2014-07-15,312.15
2014-07-16,323.1
2014-07-17,323.5
2014-07-18,320.55
2014-07-21,314.9
2014-07-22,319.6
2014-07-23,311.75
2014-07-24,311.9
2014-07-25,295.95
2014-07-28,283.15
2014-07-30,296.25
2014-07-31,294.0
2014-08-01,301.75
2014-08-04,306.15
2014-08-05,308.1
2014-08-06,302.3
2014-08-07,298.45
2014-08-08,295.2
2014-08-11,300.35
2014-08-12,316.85
2014-08-13,320.15
2014-08-14,330.3
2014-08-18,348.65
2014-08-19,357.4
2014-08-20,359.2
2014-08-21,358.6
2014-08-22,362.1
2014-08-25,362.9
2014-08-26,363.5
2014-08-27,371.8
2014-08-28,377.25
2014-09-01,377.2
2014-09-02,371.8
2014-09-03,378.65
2014-09-04,370.3
2014-09-05,373.65
2014-09-08,372.65
2014-09-09,383.15
2014-09-10,383.45
2014-09-11,386.9
2014-09-12,388.0
2014-09-15,381.1
2014-09-16,357.55
2014-09-17,365.65
2014-09-18,377.2
2014-09-19,367.0
2014-09-22,379.1
2014-09-23,361.75
2014-09-24,353.9
2014-09-25,341.9
2014-09-26,354.95
2014-09-29,352.05
2014-09-30,345.1
2014-10-01,343.25
2014-10-07,343.2
2014-10-08,339.4
2014-10-09,344.1
2014-10-10,324.2
2014-10-13,321.45
2014-10-14,317.0
2014-10-16,304.3
2014-10-17,310.1
2014-10-20,315.0
2014-10-21,316.35
2014-10-22,322.85
2014-10-23,323.55
2014-10-27,318.2
2014-10-28,317.45
2014-10-29,329.25
2014-10-30,327.75
2014-10-31,335.3
2014-11-03,330.2
2014-11-05,321.9
2014-11-07,328.6
2014-11-10,323.55
2014-11-11,323.9
2014-11-12,326.75
2014-11-13,321.35
2014-11-14,323.15
2014-11-17,336.8
2014-11-18,332.8
2014-11-19,324.9
2014-11-20,328.9
2014-11-21,331.45
2014-11-24,336.6
2014-11-25,323.85
2014-11-26,328.75
2014-11-27,326.3
2014-11-28,339.7
2014-12-01,349.55
2014-12-02,351.4
2014-12-03,355.25
2014-12-04,348.3
2014-12-05,346.25
2014-12-08,340.8
2014-12-09,324.35
2014-12-10,335.85
2014-12-11,336.2
2014-12-12,336.85
2014-12-15,335.85
2014-12-16,324.6
2014-12-17,318.05
2014-12-18,328.1
2014-12-19,330.1
2014-12-22,327.6
2014-12-23,329.1
2014-12-24,326.8
2014-12-26,328.2
2014-12-29,338.1
2014-12-30,333.25
2014-12-31,335.7
