Date,SYNDIBANK
2014-01-01,96.0
2014-01-02,93.75
2014-01-03,95.3
2014-01-06,93.4
2014-01-07,92.1
2014-01-08,99.25
2014-01-09,96.0
2014-01-10,92.95
2014-01-13,93.7
2014-01-14,93.95
2014-01-15,96.75
2014-01-16,95.8
2014-01-17,94.55
2014-01-20,93.3
2014-01-21,92.85
2014-01-22,92.55
2014-01-23,91.6
2014-01-24,88.9
2014-01-27,82.95
2014-01-28,82.85
2014-01-29,80.55
2014-01-30,79.45
2014-01-31,84.55
2014-02-03,82.7
2014-02-04,83.65
2014-02-05,83.7
2014-02-06,82.75
2014-02-07,82.55
2014-02-10,82.6
2014-02-11,82.45
2014-02-12,81.65
2014-02-13,79.1
2014-02-14,80.45
2014-02-17,79.4
2014-02-18,81.35
2014-02-19,80.9
2014-02-20,79.5
2014-02-21,80.05
2014-02-24,80.4
2014-02-25,79.25
2014-02-26,79.35
2014-02-28,80.85
2014-03-03,80.55
2014-03-04,82.85
2014-03-05,85.15
2014-03-06,87.55
2014-03-07,88.7
2014-03-10,90.85
2014-03-11,88.55
2014-03-12,87.45
2014-03-13,88.25
2014-03-14,88.45
2014-03-18,91.3
2014-03-19,90.75
2014-03-20,88.85
2014-03-21,89.8
2014-03-22,89.85
2014-03-24,90.55
2014-03-25,89.75
2014-03-26,90.3
2014-03-27,91.55
2014-03-28,96.6
2014-03-31,96.1
2014-04-01,94.4
2014-04-02,99.25
2014-04-03,96.9
2014-04-04,96.35
2014-04-07,96.45
2014-04-09,101.65
2014-04-10,102.3
2014-04-11,102.25
2014-04-15,99.6
2014-04-16,97.4
2014-04-17,100.5
2014-04-21,103.5
2014-04-22,102.4
2014-04-23,101.4
2014-04-25,102.8
2014-04-28,106.2
2014-04-29,103.35
2014-04-30,103.1
2014-05-02,103.8
2014-05-05,105.55
2014-05-06,106.9
2014-05-07,99.2
2014-05-08,98.7
2014-05-09,101.9
2014-05-12,104.3
2014-05-13,110.0
2014-05-14,114.8
2014-05-15,115.0
2014-05-16,121.5
2014-05-19,133.7
2014-05-20,135.6
2014-05-21,138.05
2014-05-22,137.75
2014-05-23,149.65
2014-05-26,146.45
2014-05-27,145.6
2014-05-28,139.5
2014-05-29,143.3
2014-05-30,141.2
2014-06-02,157.5
2014-06-03,160.4
2014-06-04,172.0
2014-06-05,172.2
2014-06-06,174.5
2014-06-09,175.3
2014-06-10,172.75
2014-06-11,166.55
2014-06-12,163.1
2014-06-13,153.55
2014-06-16,153.9
2014-06-17,162.0
2014-06-18,159.55
2014-06-19,155.9
2014-06-20,151.9
2014-06-23,160.6
2014-06-24,162.65
2014-06-25,159.85
2014-06-26,161.05
2014-06-27,157.85
2014-06-30,175.25
2014-07-01,172.4
2014-07-02,172.1
2014-07-03,176.15
2014-07-04,175.8
2014-07-07,172.2
2014-07-08,157.2
2014-07-09,148.35
2014-07-10,151.2
2014-07-11,141.8
2014-07-14,145.6
2014-07-15,154.7
2014-07-16,155.9
2014-07-17,156.6
2014-07-18,153.5
2014-07-21,150.8
2014-07-22,146.55
2014-07-23,149.0
2014-07-24,149.75
2014-07-25,145.75
2014-07-28,146.45
2014-07-30,143.35
2014-07-31,143.65
2014-08-01,144.3
2014-08-04,134.35
2014-08-05,135.15
2014-08-06,131.8
2014-08-07,131.25
2014-08-08,127.85
2014-08-11,129.2
2014-08-12,129.95
2014-08-13,121.3
2014-08-14,125.8
2014-08-18,128.7
2014-08-19,127.25
2014-08-20,126.9
2014-08-21,128.4
2014-08-22,129.2
2014-08-25,124.65
2014-08-26,123.65
2014-08-27,122.55
2014-08-28,119.35
2014-09-01,123.6
2014-09-02,122.7
2014-09-03,121.95
2014-09-04,118.8
2014-09-05,115.65
2014-09-08,117.65
2014-09-09,119.75
2014-09-10,120.7
2014-09-11,125.35
2014-09-12,127.85
2014-09-15,131.5
2014-09-16,124.5
2014-09-17,124.95
2014-09-18,128.5
2014-09-19,127.15
2014-09-22,125.15
2014-09-23,121.3
2014-09-24,117.25
2014-09-25,106.9
2014-09-26,114.0
2014-09-29,111.55
2014-09-30,109.15
2014-10-01,108.75
2014-10-07,106.9
2014-10-08,108.8
2014-10-09,114.2
2014-10-10,112.15
2014-10-13,114.25
2014-10-14,114.85
2014-10-16,111.7
2014-10-17,114.4
2014-10-20,115.6
2014-10-21,117.05
2014-10-22,117.45
2014-10-23,117.4
2014-10-27,117.05
2014-10-28,117.4
2014-10-29,117.3
2014-10-30,120.4
2014-10-31,126.1
2014-11-03,130.05
2014-11-05,127.65
2014-11-07,125.1
2014-11-10,125.5
2014-11-11,130.15
2014-11-12,128.2
2014-11-13,126.25
2014-11-14,126.5
2014-11-17,127.9
2014-11-18,130.0
2014-11-19,129.5
2014-11-20,127.4
2014-11-21,127.7
2014-11-24,128.9
2014-11-25,122.0
2014-11-26,121.55
2014-11-27,122.85
2014-11-28,130.2
2014-12-01,129.1
2014-12-02,136.3
2014-12-03,136.35
2014-12-04,138.5
2014-12-05,137.35
2014-12-08,134.15
2014-12-09,128.05
2014-12-10,132.8
2014-12-11,131.45
2014-12-12,128.25
2014-12-15,125.95
2014-12-16,117.3
2014-12-17,119.2
2014-12-18,122.45
2014-12-19,121.95
2014-12-22,123.9
2014-12-23,122.15
2014-12-24,122.4
2014-12-26,128.35
2014-12-29,127.3
2014-12-30,131.6
2014-12-31,131.55
