Date,OBEROIRLTY
2014-01-01,237.7
2014-01-02,236.25
2014-01-03,235.4
2014-01-06,236.8
2014-01-07,231.75
2014-01-08,224.0
2014-01-09,215.75
2014-01-10,207.5
2014-01-13,210.0
2014-01-14,210.45
2014-01-15,208.25
2014-01-16,210.65
2014-01-17,210.0
2014-01-20,207.25
2014-01-21,207.55
2014-01-22,207.05
2014-01-23,206.1
2014-01-24,196.7
2014-01-27,188.9
2014-01-28,190.2
2014-01-29,189.9
2014-01-30,199.2
2014-01-31,203.8
2014-02-03,191.65
2014-02-04,187.0
2014-02-05,189.25
2014-02-06,184.9
2014-02-07,185.0
2014-02-10,186.9
2014-02-11,185.7
2014-02-12,184.95
2014-02-13,185.15
2014-02-14,185.8
2014-02-17,184.95
2014-02-18,185.05
2014-02-19,190.2
2014-02-20,191.8
2014-02-21,194.3
2014-02-24,193.4
2014-02-25,191.7
2014-02-26,192.25
2014-02-28,189.6
2014-03-03,192.2
2014-03-04,195.55
2014-03-05,189.9
2014-03-06,190.5
2014-03-07,191.05
2014-03-10,211.55
2014-03-11,211.1
2014-03-12,210.15
2014-03-13,209.55
2014-03-14,203.25
2014-03-18,203.0
2014-03-19,203.0
2014-03-20,200.35
2014-03-21,209.9
2014-03-22,207.35
2014-03-24,203.7
2014-03-25,199.25
2014-03-26,216.65
2014-03-27,222.95
2014-03-28,219.3
2014-03-31,215.85
2014-04-01,216.65
2014-04-02,218.15
2014-04-03,218.4
2014-04-04,221.65
2014-04-07,217.75
2014-04-09,219.1
2014-04-10,221.4
2014-04-11,225.45
2014-04-15,220.55
2014-04-16,220.05
2014-04-17,219.95
2014-04-21,223.75
2014-04-22,224.1
2014-04-23,223.4
2014-04-25,217.0
2014-04-28,216.6
2014-04-29,214.35
2014-04-30,206.6
2014-05-02,208.05
2014-05-05,204.95
2014-05-06,203.05
2014-05-07,200.65
2014-05-08,199.75
2014-05-09,206.85
2014-05-12,202.95
2014-05-13,209.6
2014-05-14,213.7
2014-05-15,221.3
2014-05-16,225.3
2014-05-19,224.2
2014-05-20,243.75
2014-05-21,246.0
2014-05-22,245.35
2014-05-23,247.25
2014-05-26,233.2
2014-05-27,231.65
2014-05-28,232.55
2014-05-29,231.3
2014-05-30,239.8
2014-06-02,246.25
2014-06-03,245.6
2014-06-04,247.95
2014-06-05,253.95
2014-06-06,259.9
2014-06-09,274.3
2014-06-10,263.15
2014-06-11,258.45
2014-06-12,263.25
2014-06-13,248.45
2014-06-16,246.4
2014-06-17,255.95
2014-06-18,256.75
2014-06-19,256.25
2014-06-20,254.9
2014-06-23,259.85
2014-06-24,265.0
2014-06-25,267.0
2014-06-26,259.7
2014-06-27,259.1
2014-06-30,259.4
2014-07-01,262.85
2014-07-02,270.05
2014-07-03,265.3
2014-07-04,259.4
2014-07-07,254.25
2014-07-08,246.45
2014-07-09,239.3
2014-07-10,247.5
2014-07-11,248.2
2014-07-14,238.5
2014-07-15,237.3
2014-07-16,250.4
2014-07-17,245.15
2014-07-18,239.4
2014-07-21,245.45
2014-07-22,258.75
2014-07-23,259.65
2014-07-24,266.5
2014-07-25,264.05
2014-07-28,260.5
2014-07-30,261.25
2014-07-31,260.0
2014-08-01,253.85
2014-08-04,253.2
2014-08-05,256.2
2014-08-06,250.65
2014-08-07,251.25
2014-08-08,240.5
2014-08-11,243.35
2014-08-12,245.45
2014-08-13,241.3
2014-08-14,247.35
2014-08-18,243.4
2014-08-19,242.5
2014-08-20,242.25
2014-08-21,239.1
2014-08-22,238.65
2014-08-25,236.05
2014-08-26,238.8
2014-08-27,240.0
2014-08-28,236.8
2014-09-01,236.9
2014-09-02,236.35
2014-09-03,270.3
2014-09-04,258.7
2014-09-05,253.1
2014-09-08,253.45
2014-09-09,250.05
2014-09-10,247.85
2014-09-11,247.3
2014-09-12,248.9
2014-09-15,249.65
2014-09-16,240.55
2014-09-17,241.05
2014-09-18,247.2
2014-09-19,248.4
2014-09-22,244.6
2014-09-23,235.55
2014-09-24,232.9
2014-09-25,226.15
2014-09-26,219.85
2014-09-29,217.8
2014-09-30,218.0
2014-10-01,218.65
2014-10-07,219.9
2014-10-08,220.15
2014-10-09,218.5
2014-10-10,214.15
2014-10-13,213.85
2014-10-14,211.2
2014-10-16,206.9
2014-10-17,212.15
2014-10-20,218.8
2014-10-21,229.8
2014-10-22,239.55
2014-10-23,238.8
2014-10-27,239.5
2014-10-28,239.9
2014-10-29,242.8
2014-10-30,242.15
2014-10-31,245.3
2014-11-03,248.7
2014-11-05,242.3
2014-11-07,241.2
2014-11-10,237.85
2014-11-11,245.35
2014-11-12,240.25
2014-11-13,247.2
2014-11-14,254.95
2014-11-17,257.7
2014-11-18,255.85
2014-11-19,253.2
2014-11-20,249.25
2014-11-21,246.1
2014-11-24,249.35
2014-11-25,238.8
2014-11-26,255.55
2014-11-27,261.7
2014-11-28,264.0
2014-12-01,262.75
2014-12-02,257.7
2014-12-03,268.05
2014-12-04,274.1
2014-12-05,273.25
2014-12-08,272.55
2014-12-09,267.55
2014-12-10,268.3
2014-12-11,263.45
2014-12-12,257.0
2014-12-15,254.75
2014-12-16,242.45
2014-12-17,246.25
2014-12-18,253.55
2014-12-19,264.65
2014-12-22,279.4
2014-12-23,280.45
2014-12-24,290.85
2014-12-26,279.75
2014-12-29,274.55
2014-12-30,280.15
2014-12-31,280.2
