Date,YESBANK
2014-01-01,374.45
2014-01-02,362.15
2014-01-03,369.8
2014-01-06,366.4
2014-01-07,365.15
2014-01-08,356.4
2014-01-09,350.15
2014-01-10,343.0
2014-01-13,338.75
2014-01-14,346.6
2014-01-15,353.05
2014-01-16,356.55
2014-01-17,351.15
2014-01-20,359.4
2014-01-21,363.2
2014-01-22,361.45
2014-01-23,357.5
2014-01-24,348.05
2014-01-27,321.65
2014-01-28,324.9
2014-01-29,320.8
2014-01-30,306.35
2014-01-31,307.65
2014-02-03,299.45
2014-02-04,303.4
2014-02-05,303.05
2014-02-06,305.0
2014-02-07,308.9
2014-02-10,307.8
2014-02-11,306.3
2014-02-12,303.1
2014-02-13,294.85
2014-02-14,300.65
2014-02-17,305.15
2014-02-18,307.7
2014-02-19,306.95
2014-02-20,301.9
2014-02-21,306.2
2014-02-24,303.9
2014-02-25,302.25
2014-02-26,302.5
2014-02-28,304.95
2014-03-03,302.75
2014-03-04,320.45
2014-03-05,331.45
2014-03-06,345.8
2014-03-07,375.9
2014-03-10,381.9
2014-03-11,371.25
2014-03-12,364.75
2014-03-13,361.35
2014-03-14,355.85
2014-03-18,363.7
2014-03-19,365.4
2014-03-20,362.05
2014-03-21,360.35
2014-03-22,362.0
2014-03-24,379.2
2014-03-25,379.55
2014-03-26,401.75
2014-03-27,394.05
2014-03-28,404.9
2014-03-31,413.95
2014-04-01,410.35
2014-04-02,420.65
2014-04-03,412.1
2014-04-04,423.15
2014-04-07,428.9
2014-04-09,447.3
2014-04-10,446.8
2014-04-11,443.2
2014-04-15,419.8
2014-04-16,407.55
2014-04-17,417.1
2014-04-21,436.4
2014-04-22,434.35
2014-04-23,441.35
2014-04-25,468.4
2014-04-28,463.25
2014-04-29,449.35
2014-04-30,440.75
2014-05-02,444.0
2014-05-05,438.5
2014-05-06,445.85
2014-05-07,435.45
2014-05-08,443.2
2014-05-09,484.55
2014-05-12,493.8
2014-05-13,519.2
2014-05-14,522.3
2014-05-15,523.75
2014-05-16,545.55
2014-05-19,565.75
2014-05-20,546.3
2014-05-21,534.9
2014-05-22,557.85
2014-05-23,563.35
2014-05-26,551.45
2014-05-27,547.3
2014-05-28,562.4
2014-05-29,548.15
2014-05-30,569.4
2014-06-02,575.65
2014-06-03,580.45
2014-06-04,581.35
2014-06-05,574.3
2014-06-06,579.95
2014-06-09,569.55
2014-06-10,567.05
2014-06-11,553.15
2014-06-12,545.0
2014-06-13,528.0
2014-06-16,537.2
2014-06-17,553.55
2014-06-18,542.6
2014-06-19,538.25
2014-06-20,542.7
2014-06-23,550.25
2014-06-24,558.6
2014-06-25,542.05
2014-06-26,535.3
2014-06-27,532.9
2014-06-30,541.05
2014-07-01,556.25
2014-07-02,568.9
2014-07-03,562.9
2014-07-04,557.3
2014-07-07,542.2
2014-07-08,525.95
2014-07-09,513.15
2014-07-10,528.85
2014-07-11,510.45
2014-07-14,523.8
2014-07-15,532.7
2014-07-16,542.15
2014-07-17,547.65
2014-07-18,553.6
2014-07-21,558.2
2014-07-22,545.95
2014-07-23,536.55
2014-07-24,544.9
2014-07-25,539.1
2014-07-28,536.65
2014-07-30,541.9
2014-07-31,541.1
2014-08-01,536.3
2014-08-04,542.45
2014-08-05,544.7
2014-08-06,537.65
2014-08-07,532.2
2014-08-08,521.3
2014-08-11,533.95
2014-08-12,545.45
2014-08-13,545.2
2014-08-14,540.85
2014-08-18,559.4
2014-08-19,579.25
2014-08-20,582.65
2014-08-21,574.95
2014-08-22,583.9
2014-08-25,576.35
2014-08-26,567.7
2014-08-27,573.6
2014-08-28,572.05
2014-09-01,596.4
2014-09-02,608.6
2014-09-03,624.35
2014-09-04,619.15
2014-09-05,611.65
2014-09-08,620.9
2014-09-09,625.8
2014-09-10,620.45
2014-09-11,625.5
2014-09-12,633.0
2014-09-15,600.25
2014-09-16,576.0
2014-09-17,587.0
2014-09-18,594.8
2014-09-19,582.4
2014-09-22,592.2
2014-09-23,583.05
2014-09-24,568.45
2014-09-25,543.9
2014-09-26,573.55
2014-09-29,568.45
2014-09-30,558.85
2014-10-01,557.45
2014-10-07,551.1
2014-10-08,553.95
2014-10-09,578.45
2014-10-10,573.05
2014-10-13,585.45
2014-10-14,587.3
2014-10-16,588.6
2014-10-17,598.3
2014-10-20,613.85
2014-10-21,623.65
2014-10-22,621.2
2014-10-23,620.95
2014-10-27,643.95
2014-10-28,641.3
2014-10-29,638.3
2014-10-30,662.6
2014-10-31,684.5
2014-11-03,678.35
2014-11-05,669.85
2014-11-07,676.15
2014-11-10,674.65
2014-11-11,676.6
2014-11-12,700.65
2014-11-13,693.45
2014-11-14,689.45
2014-11-17,689.55
2014-11-18,693.55
2014-11-19,681.05
2014-11-20,675.45
2014-11-21,703.0
2014-11-24,698.65
2014-11-25,678.3
2014-11-26,683.55
2014-11-27,693.25
2014-11-28,709.95
2014-12-01,714.65
2014-12-02,717.9
2014-12-03,741.3
2014-12-04,759.6
2014-12-05,750.6
2014-12-08,735.75
2014-12-09,716.8
2014-12-10,717.25
2014-12-11,704.8
2014-12-12,698.9
2014-12-15,708.55
2014-12-16,690.95
2014-12-17,686.4
2014-12-18,719.75
2014-12-19,728.45
2014-12-22,741.25
2014-12-23,735.45
2014-12-24,745.05
2014-12-26,741.0
2014-12-29,742.45
2014-12-30,767.6
2014-12-31,772.05
