Date,CCL
2014-01-01,42.55
2014-01-02,40.8
2014-01-03,41.9
2014-01-06,41.95
2014-01-07,42.85
2014-01-08,45.9
2014-01-09,44.4
2014-01-10,45.3
2014-01-13,46.9
2014-01-14,46.4
2014-01-15,46.05
2014-01-16,46.3
2014-01-17,45.35
2014-01-20,45.65
2014-01-21,45.55
2014-01-22,47.2
2014-01-23,45.75
2014-01-24,43.9
2014-01-27,41.85
2014-01-28,40.15
2014-01-29,40.2
2014-01-30,39.7
2014-01-31,40.2
2014-02-03,39.55
2014-02-04,39.5
2014-02-05,40.5
2014-02-06,42.85
2014-02-07,43.35
2014-02-10,41.4
2014-02-11,41.35
2014-02-12,40.55
2014-02-13,39.9
2014-02-14,38.85
2014-02-17,38.75
2014-02-18,39.7
2014-02-19,41.95
2014-02-20,42.65
2014-02-21,43.5
2014-02-24,43.5
2014-02-25,43.25
2014-02-26,46.0
2014-02-28,45.05
2014-03-03,44.15
2014-03-04,43.45
2014-03-05,42.7
2014-03-06,43.5
2014-03-07,43.5
2014-03-10,45.35
2014-03-11,45.3
2014-03-12,45.5
2014-03-13,44.85
2014-03-14,43.55
2014-03-18,42.7
2014-03-19,42.1
2014-03-20,42.35
2014-03-21,42.95
2014-03-22,42.75
2014-03-24,48.05
2014-03-25,48.2
2014-03-26,47.4
2014-03-27,50.25
2014-03-28,51.4
2014-03-31,50.85
2014-04-01,53.8
2014-04-02,55.3
2014-04-03,54.2
2014-04-04,56.05
2014-04-07,57.15
2014-04-09,58.8
2014-04-10,56.65
2014-04-11,57.1
2014-04-15,54.15
2014-04-16,53.0
2014-04-17,54.6
2014-04-21,56.9
2014-04-22,55.75
2014-04-23,55.4
2014-04-25,54.95
2014-04-28,55.5
2014-04-29,54.1
2014-04-30,53.7
2014-05-02,52.9
2014-05-05,53.55
2014-05-06,54.95
2014-05-07,54.2
2014-05-08,53.6
2014-05-09,53.35
2014-05-12,53.5
2014-05-13,54.05
2014-05-14,56.75
2014-05-15,54.8
2014-05-16,54.8
2014-05-19,59.0
2014-05-20,62.75
2014-05-21,63.6
2014-05-22,64.2
2014-05-23,62.05
2014-05-26,59.2
2014-05-27,59.25
2014-05-28,61.8
2014-05-29,61.0
2014-05-30,60.95
2014-06-02,62.85
2014-06-03,60.95
2014-06-04,60.8
2014-06-05,62.9
2014-06-06,63.3
2014-06-09,65.7
2014-06-10,65.9
2014-06-11,64.5
2014-06-12,64.0
2014-06-13,61.65
2014-06-16,62.75
2014-06-17,63.2
2014-06-18,62.2
2014-06-19,62.1
2014-06-20,62.1
2014-06-23,64.45
2014-06-24,65.25
2014-06-25,65.45
2014-06-26,67.55
2014-06-27,70.7
2014-06-30,69.05
2014-07-01,68.8
2014-07-02,70.2
2014-07-03,72.85
2014-07-04,74.15
2014-07-07,73.3
2014-07-08,69.8
2014-07-09,67.9
2014-07-10,70.8
2014-07-11,66.85
2014-07-14,66.85
2014-07-15,68.95
2014-07-16,69.95
2014-07-17,72.55
2014-07-18,73.5
2014-07-21,70.0
2014-07-22,70.5
2014-07-23,71.2
2014-07-24,70.45
2014-07-25,69.6
2014-07-28,69.2
2014-07-30,70.1
2014-07-31,69.0
2014-08-01,71.15
2014-08-04,73.7
2014-08-05,73.55
2014-08-06,75.95
2014-08-07,81.05
2014-08-08,80.85
2014-08-11,80.9
2014-08-12,79.7
2014-08-13,77.8
2014-08-14,82.9
2014-08-18,84.7
2014-08-19,88.25
2014-08-20,89.45
2014-08-21,89.35
2014-08-22,88.3
2014-08-25,86.55
2014-08-26,85.35
2014-08-27,94.25
2014-08-28,91.0
2014-09-01,93.4
2014-09-02,92.95
2014-09-03,92.85
2014-09-04,93.95
2014-09-05,97.55
2014-09-08,105.65
2014-09-09,105.55
2014-09-10,106.7
2014-09-11,109.65
2014-09-12,116.1
2014-09-15,120.3
2014-09-16,110.95
2014-09-17,113.35
2014-09-18,116.95
2014-09-19,117.6
2014-09-22,123.45
2014-09-23,117.0
2014-09-24,113.35
2014-09-25,108.75
2014-09-26,111.0
2014-09-29,113.7
2014-09-30,114.4
2014-10-01,113.3
2014-10-07,116.75
2014-10-08,122.95
2014-10-09,123.4
2014-10-10,120.15
2014-10-13,121.6
2014-10-14,120.85
2014-10-16,115.4
2014-10-17,113.05
2014-10-20,119.55
2014-10-21,119.9
2014-10-22,123.45
2014-10-23,123.35
2014-10-27,126.0
2014-10-28,126.45
2014-10-29,134.1
2014-10-30,132.2
2014-10-31,130.45
2014-11-03,132.65
2014-11-05,132.15
2014-11-07,134.15
2014-11-10,134.55
2014-11-11,135.85
2014-11-12,136.3
2014-11-13,135.2
2014-11-14,133.85
2014-11-17,134.5
2014-11-18,143.0
2014-11-19,149.35
2014-11-20,147.85
2014-11-21,149.0
2014-11-24,147.4
2014-11-25,143.7
2014-11-26,142.1
2014-11-27,148.05
2014-11-28,146.25
2014-12-01,142.8
2014-12-02,148.9
2014-12-03,150.35
2014-12-04,147.4
2014-12-05,146.6
2014-12-08,149.8
2014-12-09,156.3
2014-12-10,156.3
2014-12-11,159.45
2014-12-12,158.05
2014-12-15,159.45
2014-12-16,156.7
2014-12-17,153.85
2014-12-18,157.2
2014-12-19,158.8
2014-12-22,164.45
2014-12-23,164.9
2014-12-24,164.1
2014-12-26,164.95
2014-12-29,165.95
2014-12-30,165.05
2014-12-31,166.0
