Date,AGCNET
2014-01-01,69.1
2014-01-02,68.15
2014-01-03,66.65
2014-01-06,79.95
2014-01-07,83.3
2014-01-08,80.35
2014-01-09,76.5
2014-01-10,71.6
2014-01-13,74.2
2014-01-14,72.05
2014-01-15,73.75
2014-01-16,70.9
2014-01-17,69.65
2014-01-20,68.7
2014-01-21,67.9
2014-01-22,68.05
2014-01-23,67.45
2014-01-24,66.35
2014-01-27,64.0
2014-01-28,63.8
2014-01-29,65.95
2014-01-30,61.6
2014-01-31,63.55
2014-02-03,65.4
2014-02-04,64.0
2014-02-05,60.9
2014-02-06,59.7
2014-02-07,54.95
2014-02-10,49.15
2014-02-11,48.35
2014-02-12,53.55
2014-02-13,51.7
2014-02-14,51.2
2014-02-17,47.6
2014-02-18,48.9
2014-02-19,48.4
2014-02-20,47.9
2014-02-21,47.55
2014-02-24,47.7
2014-02-25,48.0
2014-02-26,47.4
2014-02-28,47.35
2014-03-03,48.5
2014-03-04,47.1
2014-03-05,48.65
2014-03-06,49.35
2014-03-07,49.55
2014-03-10,49.7
2014-03-11,48.85
2014-03-12,46.85
2014-03-13,46.85
2014-03-14,46.85
2014-03-18,47.7
2014-03-19,47.75
2014-03-20,47.15
2014-03-21,49.15
2014-03-22,49.65
2014-03-24,49.0
2014-03-25,47.5
2014-03-26,48.4
2014-03-27,48.85
2014-03-28,48.7
2014-03-31,48.6
2014-04-01,49.0
2014-04-02,56.25
2014-04-03,53.0
2014-04-04,53.25
2014-04-07,51.5
2014-04-09,52.45
2014-04-10,53.75
2014-04-11,54.3
2014-04-15,54.35
2014-04-16,52.5
2014-04-17,53.45
2014-04-21,54.35
2014-04-22,55.25
2014-04-23,55.05
2014-04-25,55.45
2014-04-28,53.95
2014-04-29,53.5
2014-04-30,52.75
2014-05-02,53.15
2014-05-05,52.0
2014-05-06,51.8
2014-05-07,51.65
2014-05-08,51.3
2014-05-09,52.8
2014-05-12,51.6
2014-05-13,51.35
2014-05-14,51.35
2014-05-15,52.45
2014-05-16,52.25
2014-05-19,54.45
2014-05-20,55.8
2014-05-21,66.95
2014-05-22,75.45
2014-05-23,72.6
2014-05-26,66.95
2014-05-27,64.3
2014-05-28,64.15
2014-05-29,62.95
2014-05-30,62.5
2014-06-02,61.95
2014-06-03,61.1
2014-06-04,64.6
2014-06-05,71.05
2014-06-06,71.4
2014-06-09,72.75
2014-06-10,80.0
2014-06-11,81.1
2014-06-12,78.35
2014-06-13,75.25
2014-06-16,74.8
2014-06-17,74.2
2014-06-18,74.6
2014-06-19,73.1
2014-06-20,75.75
2014-06-23,75.45
2014-06-24,75.25
2014-06-25,74.1
2014-06-26,73.35
2014-06-27,72.8
2014-06-30,75.75
2014-07-01,72.55
2014-07-02,71.7
2014-07-03,71.7
2014-07-04,71.0
2014-07-07,70.9
2014-07-08,69.1
2014-07-09,66.75
2014-07-10,68.15
2014-07-11,65.45
2014-07-14,65.0
2014-07-15,65.3
2014-07-16,65.6
2014-07-17,65.95
2014-07-18,65.8
2014-07-21,66.5
2014-07-22,67.45
2014-07-23,65.5
2014-07-24,64.75
2014-07-25,65.05
2014-07-28,63.4
2014-07-30,64.0
2014-07-31,63.05
2014-08-01,62.75
2014-08-04,63.75
2014-08-05,64.25
2014-08-06,63.5
2014-08-07,63.3
2014-08-08,62.15
2014-08-11,61.75
2014-08-12,61.05
2014-08-13,59.2
2014-08-14,59.2
2014-08-18,61.35
2014-08-19,62.4
2014-08-20,61.35
2014-08-21,61.65
2014-08-22,59.85
2014-08-25,58.8
2014-08-26,58.95
2014-08-27,59.55
2014-08-28,59.15
2014-09-01,59.25
2014-09-02,60.35
2014-09-03,61.7
2014-09-04,60.85
2014-09-05,61.6
2014-09-08,61.95
2014-09-09,60.7
2014-09-10,61.3
2014-09-11,61.85
2014-09-12,64.2
2014-09-15,62.05
2014-09-16,62.4
2014-09-17,63.75
2014-09-18,63.95
2014-09-19,68.75
2014-09-22,71.2
2014-09-23,65.75
2014-09-24,63.55
2014-09-25,65.7
2014-09-26,66.75
2014-09-29,65.0
2014-09-30,64.95
2014-10-01,64.75
2014-10-07,65.1
2014-10-08,70.1
2014-10-09,74.75
2014-10-10,72.95
2014-10-13,71.55
2014-10-14,70.7
2014-10-16,68.35
2014-10-17,67.6
2014-10-20,68.2
2014-10-21,66.55
2014-10-22,66.55
2014-10-23,67.85
2014-10-27,66.9
2014-10-28,66.85
2014-10-29,67.0
2014-10-30,66.5
2014-10-31,66.3
2014-11-03,66.5
2014-11-05,69.55
2014-11-07,71.65
2014-11-10,71.65
2014-11-11,85.95
2014-11-12,96.95
2014-11-13,89.1
2014-11-14,90.9
2014-11-17,88.6
2014-11-18,90.8
2014-11-19,88.25
2014-11-20,84.65
2014-11-21,85.1
2014-11-24,82.6
2014-11-25,82.3
2014-11-26,83.35
2014-11-27,87.35
2014-11-28,89.35
2014-12-01,87.8
2014-12-02,87.4
2014-12-03,92.6
2014-12-04,94.0
2014-12-05,90.05
2014-12-08,89.45
2014-12-09,89.1
2014-12-10,85.65
2014-12-11,84.0
2014-12-12,82.95
2014-12-15,80.55
2014-12-16,75.55
2014-12-17,80.75
2014-12-18,83.4
2014-12-19,83.55
2014-12-22,82.8
2014-12-23,83.9
2014-12-24,81.3
2014-12-26,80.5
2014-12-29,82.0
2014-12-30,80.65
2014-12-31,80.6
