Date,MUTHOOTFIN
2014-01-01,108.5
2014-01-02,109.35
2014-01-03,109.15
2014-01-06,107.3
2014-01-07,107.4
2014-01-08,107.45
2014-01-09,128.9
2014-01-10,138.85
2014-01-13,138.85
2014-01-14,136.6
2014-01-15,138.15
2014-01-16,132.55
2014-01-17,126.6
2014-01-20,128.1
2014-01-21,133.3
2014-01-22,131.55
2014-01-23,130.0
2014-01-24,131.6
2014-01-27,125.55
2014-01-28,129.2
2014-01-29,126.2
2014-01-30,122.3
2014-01-31,127.15
2014-02-03,127.45
2014-02-04,129.1
2014-02-05,133.65
2014-02-06,132.15
2014-02-07,138.3
2014-02-10,145.5
2014-02-11,160.25
2014-02-12,175.25
2014-02-13,160.65
2014-02-14,165.75
2014-02-17,160.3
2014-02-18,160.6
2014-02-19,161.05
2014-02-20,155.85
2014-02-21,154.6
2014-02-24,164.5
2014-02-25,166.25
2014-02-26,163.5
2014-02-28,165.3
2014-03-03,163.35
2014-03-04,162.75
2014-03-05,167.95
2014-03-06,165.5
2014-03-07,163.6
2014-03-10,171.5
2014-03-11,169.7
2014-03-12,169.4
2014-03-13,168.7
2014-03-14,166.0
2014-03-18,156.25
2014-03-19,158.1
2014-03-20,156.75
2014-03-21,156.85
2014-03-22,158.15
2014-03-24,167.6
2014-03-25,169.75
2014-03-26,166.75
2014-03-27,169.05
2014-03-28,168.8
2014-03-31,172.0
2014-04-01,169.55
2014-04-02,170.6
2014-04-03,166.1
2014-04-04,163.95
2014-04-07,163.45
2014-04-09,161.05
2014-04-10,166.65
2014-04-11,164.35
2014-04-15,164.8
2014-04-16,170.55
2014-04-17,178.2
2014-04-21,175.05
2014-04-22,175.0
2014-04-23,169.05
2014-04-25,172.85
2014-04-28,174.2
2014-04-29,175.45
2014-04-30,179.35
2014-05-02,183.7
2014-05-05,180.25
2014-05-06,180.1
2014-05-07,181.7
2014-05-08,183.45
2014-05-09,182.6
2014-05-12,188.15
2014-05-13,193.35
2014-05-14,191.2
2014-05-15,189.95
2014-05-16,192.65
2014-05-19,202.7
2014-05-20,195.3
2014-05-21,204.6
2014-05-22,211.1
2014-05-23,209.45
2014-05-26,196.25
2014-05-27,192.85
2014-05-28,206.9
2014-05-29,198.75
2014-05-30,195.4
2014-06-02,199.9
2014-06-03,204.45
2014-06-04,200.05
2014-06-05,204.55
2014-06-06,199.85
2014-06-09,195.05
2014-06-10,189.85
2014-06-11,186.3
2014-06-12,198.25
2014-06-13,191.85
2014-06-16,191.8
2014-06-17,191.35
2014-06-18,190.25
2014-06-19,190.7
2014-06-20,188.15
2014-06-23,186.6
2014-06-24,188.15
2014-06-25,188.0
2014-06-26,186.3
2014-06-27,186.1
2014-06-30,188.3
2014-07-01,189.05
2014-07-02,188.6
2014-07-03,189.25
2014-07-04,188.9
2014-07-07,189.7
2014-07-08,184.3
2014-07-09,181.5
2014-07-10,180.75
2014-07-11,172.8
2014-07-14,171.7
2014-07-15,177.55
2014-07-16,176.55
2014-07-17,179.6
2014-07-18,186.0
2014-07-21,182.55
2014-07-22,178.75
2014-07-23,173.95
2014-07-24,174.1
2014-07-25,175.0
2014-07-28,176.7
2014-07-30,175.0
2014-07-31,172.9
2014-08-01,174.15
2014-08-04,175.0
2014-08-05,177.25
2014-08-06,179.0
2014-08-07,178.15
2014-08-08,175.6
2014-08-11,175.95
2014-08-12,178.55
2014-08-13,176.0
2014-08-14,179.25
2014-08-18,177.6
2014-08-19,194.25
2014-08-20,187.85
2014-08-21,188.9
2014-08-22,192.0
2014-08-25,190.15
2014-08-26,192.15
2014-08-27,190.5
2014-08-28,195.6
2014-09-01,194.35
2014-09-02,191.1
2014-09-03,191.5
2014-09-04,190.9
2014-09-05,190.75
2014-09-08,192.55
2014-09-09,190.0
2014-09-10,189.0
2014-09-11,190.55
2014-09-12,197.65
2014-09-15,192.25
2014-09-16,190.15
2014-09-17,196.4
2014-09-18,194.75
2014-09-19,203.35
2014-09-22,203.8
2014-09-23,201.2
2014-09-24,196.4
2014-09-25,192.15
2014-09-26,191.9
2014-09-29,202.95
2014-09-30,204.4
2014-10-01,201.7
2014-10-07,193.65
2014-10-08,192.7
2014-10-09,192.95
2014-10-10,189.4
2014-10-13,189.35
2014-10-14,188.55
2014-10-16,188.2
2014-10-17,187.95
2014-10-20,188.75
2014-10-21,186.25
2014-10-22,182.9
2014-10-23,185.65
2014-10-27,183.6
2014-10-28,186.75
2014-10-29,186.75
2014-10-30,189.0
2014-10-31,197.3
2014-11-03,198.35
2014-11-05,197.1
2014-11-07,194.95
2014-11-10,195.5
2014-11-11,195.8
2014-11-12,195.0
2014-11-13,192.95
2014-11-14,194.35
2014-11-17,193.05
2014-11-18,192.9
2014-11-19,191.05
2014-11-20,188.95
2014-11-21,189.95
2014-11-24,190.1
2014-11-25,185.3
2014-11-26,187.6
2014-11-27,188.4
2014-11-28,195.75
2014-12-01,195.15
2014-12-02,193.05
2014-12-03,192.2
2014-12-04,195.1
2014-12-05,196.35
2014-12-08,196.15
2014-12-09,195.5
2014-12-10,195.75
2014-12-11,194.75
2014-12-12,193.55
2014-12-15,195.05
2014-12-16,195.35
2014-12-17,191.1
2014-12-18,188.2
2014-12-19,192.55
2014-12-22,191.6
2014-12-23,189.6
2014-12-24,190.85
2014-12-26,191.85
2014-12-29,192.0
2014-12-30,191.4
2014-12-31,192.35
