Date,APOLLOHOSP
2014-01-01,969.3
2014-01-02,930.55
2014-01-03,951.95
2014-01-06,945.7
2014-01-07,932.1
2014-01-08,907.65
2014-01-09,894.4
2014-01-10,916.6
2014-01-13,899.1
2014-01-14,902.3
2014-01-15,906.6
2014-01-16,922.05
2014-01-17,927.4
2014-01-20,939.4
2014-01-21,946.0
2014-01-22,941.4
2014-01-23,940.8
2014-01-24,941.9
2014-01-27,934.85
2014-01-28,916.6
2014-01-29,905.55
2014-01-30,921.85
2014-01-31,930.2
2014-02-03,937.6
2014-02-04,930.15
2014-02-05,935.2
2014-02-06,945.2
2014-02-07,945.75
2014-02-10,945.65
2014-02-11,942.1
2014-02-12,936.05
2014-02-13,930.7
2014-02-14,910.8
2014-02-17,920.65
2014-02-18,925.35
2014-02-19,928.6
2014-02-20,907.2
2014-02-21,900.3
2014-02-24,909.15
2014-02-25,912.8
2014-02-26,908.8
2014-02-28,920.3
2014-03-03,902.5
2014-03-04,899.55
2014-03-05,907.45
2014-03-06,898.35
2014-03-07,887.15
2014-03-10,872.4
2014-03-11,854.95
2014-03-12,863.7
2014-03-13,858.25
2014-03-14,863.95
2014-03-18,874.45
2014-03-19,882.6
2014-03-20,875.1
2014-03-21,898.0
2014-03-22,902.75
2014-03-24,903.95
2014-03-25,895.05
2014-03-26,891.1
2014-03-27,911.6
2014-03-28,912.3
2014-03-31,916.45
2014-04-01,905.45
2014-04-02,901.25
2014-04-03,914.4
2014-04-04,900.05
2014-04-07,893.6
2014-04-09,889.0
2014-04-10,893.05
2014-04-11,896.45
2014-04-15,890.05
2014-04-16,887.0
2014-04-17,890.15
2014-04-21,891.75
2014-04-22,887.35
2014-04-23,884.65
2014-04-25,891.75
2014-04-28,909.95
2014-04-29,905.35
2014-04-30,894.35
2014-05-02,910.8
2014-05-05,955.35
2014-05-06,956.85
2014-05-07,930.45
2014-05-08,925.65
2014-05-09,929.05
2014-05-12,950.1
2014-05-13,948.7
2014-05-14,956.65
2014-05-15,942.95
2014-05-16,941.2
2014-05-19,906.3
2014-05-20,909.6
2014-05-21,906.5
2014-05-22,913.95
2014-05-23,913.95
2014-05-26,904.0
2014-05-27,919.9
2014-05-28,927.4
2014-05-29,914.1
2014-05-30,907.7
2014-06-02,923.9
2014-06-03,928.55
2014-06-04,947.4
2014-06-05,958.15
2014-06-06,961.05
2014-06-09,958.85
2014-06-10,1018.9
2014-06-11,1014.35
2014-06-12,1022.6
2014-06-13,995.1
2014-06-16,996.95
2014-06-17,1007.45
2014-06-18,990.1
2014-06-19,997.2
2014-06-20,984.4
2014-06-23,959.2
2014-06-24,960.95
2014-06-25,963.7
2014-06-26,972.0
2014-06-27,978.4
2014-06-30,995.05
2014-07-01,989.25
2014-07-02,1029.3
2014-07-03,1030.05
2014-07-04,1061.05
2014-07-07,1059.05
2014-07-08,1039.7
2014-07-09,1015.65
2014-07-10,1033.0
2014-07-11,1030.55
2014-07-14,1017.6
2014-07-15,1032.65
2014-07-16,1054.95
2014-07-17,1100.5
2014-07-18,1086.8
2014-07-21,1078.8
2014-07-22,1123.1
2014-07-23,1093.1
2014-07-24,1083.05
2014-07-25,1029.7
2014-07-28,1022.1
2014-07-30,1020.0
2014-07-31,1013.2
2014-08-01,999.05
2014-08-04,978.15
2014-08-05,975.2
2014-08-06,962.75
2014-08-07,987.85
2014-08-08,1014.95
2014-08-11,1036.5
2014-08-12,1076.7
2014-08-13,1132.35
2014-08-14,1129.55
2014-08-18,1119.9
2014-08-19,1172.55
2014-08-20,1174.3
