Date,GRINDWELL
2014-01-01,266.85
2014-01-02,265.5
2014-01-03,261.05
2014-01-06,257.9
2014-01-07,260.1
2014-01-08,259.4
2014-01-09,254.05
2014-01-10,251.05
2014-01-13,250.0
2014-01-14,250.3
2014-01-15,246.7
2014-01-16,251.95
2014-01-17,251.25
2014-01-20,250.1
2014-01-21,252.2
2014-01-22,251.25
2014-01-23,251.0
2014-01-24,251.7
2014-01-27,245.5
2014-01-28,243.6
2014-01-29,241.2
2014-01-30,240.5
2014-01-31,243.95
2014-02-03,233.3
2014-02-04,235.6
2014-02-05,239.15
2014-02-06,238.95
2014-02-07,239.8
2014-02-10,238.7
2014-02-11,237.95
2014-02-12,237.2
2014-02-13,235.6
2014-02-14,235.6
2014-02-17,235.65
2014-02-18,240.0
2014-02-19,237.5
2014-02-20,236.05
2014-02-21,236.0
2014-02-24,239.3
2014-02-25,238.75
2014-02-26,239.75
2014-02-28,243.0
2014-03-03,245.75
2014-03-04,246.05
2014-03-05,247.95
2014-03-06,250.1
2014-03-07,253.8
2014-03-10,254.15
2014-03-11,255.15
2014-03-12,255.45
2014-03-13,256.0
2014-03-14,256.9
2014-03-18,257.85
2014-03-19,257.85
2014-03-20,261.3
2014-03-21,268.7
2014-03-22,268.0
2014-03-24,273.25
2014-03-25,273.75
2014-03-26,271.3
2014-03-27,273.95
2014-03-28,279.05
2014-03-31,283.0
2014-04-01,285.4
2014-04-02,292.4
2014-04-03,302.15
2014-04-04,299.05
2014-04-07,299.2
2014-04-09,303.15
2014-04-10,305.05
2014-04-11,328.2
2014-04-15,325.5
2014-04-16,312.0
2014-04-17,316.45
2014-04-21,318.55
2014-04-22,317.6
2014-04-23,317.0
2014-04-25,319.2
2014-04-28,318.7
2014-04-29,316.5
2014-04-30,308.55
2014-05-02,310.15
2014-05-05,300.05
2014-05-06,304.15
2014-05-07,305.2
2014-05-08,309.05
2014-05-09,309.95
2014-05-12,308.4
2014-05-13,309.95
2014-05-14,313.45
2014-05-15,316.7
2014-05-16,321.7
2014-05-19,318.25
2014-05-20,352.8
2014-05-21,378.0
2014-05-22,369.85
2014-05-23,369.5
2014-05-26,365.9
2014-05-27,349.15
2014-05-28,343.65
2014-05-29,353.55
2014-05-30,376.6
2014-06-02,394.5
2014-06-03,417.3
2014-06-04,402.85
2014-06-05,396.85
2014-06-06,400.05
2014-06-09,406.55
2014-06-10,399.45
2014-06-11,397.4
2014-06-12,404.35
2014-06-13,405.95
2014-06-16,402.7
2014-06-17,397.7
2014-06-18,395.05
2014-06-19,396.1
2014-06-20,397.95
2014-06-23,393.8
2014-06-24,402.0
2014-06-25,412.1
2014-06-26,407.85
2014-06-27,408.25
2014-06-30,421.6
2014-07-01,420.2
2014-07-02,422.55
2014-07-03,422.5
2014-07-04,420.75
2014-07-07,419.85
2014-07-08,409.45
2014-07-09,410.45
2014-07-10,420.0
2014-07-11,406.05
2014-07-14,412.15
2014-07-15,412.45
2014-07-16,409.75
2014-07-17,415.0
2014-07-18,415.75
2014-07-21,411.55
2014-07-22,419.05
2014-07-23,413.4
2014-07-24,412.8
2014-07-25,414.05
2014-07-28,410.1
2014-07-30,414.95
2014-07-31,420.15
2014-08-01,420.05
2014-08-04,421.1
2014-08-05,422.6
2014-08-06,422.35
2014-08-07,430.5
2014-08-08,420.0
2014-08-11,418.1
2014-08-12,428.5
2014-08-13,430.2
2014-08-14,445.05
2014-08-18,474.45
2014-08-19,478.85
2014-08-20,481.0
2014-08-21,470.75
2014-08-22,475.0
2014-08-25,467.85
2014-08-26,455.0
2014-08-27,460.4
2014-08-28,455.15
2014-09-01,475.85
2014-09-02,474.45
2014-09-03,490.4
2014-09-04,496.8
2014-09-05,496.8
2014-09-08,502.3
2014-09-09,501.05
2014-09-10,495.1
2014-09-11,496.15
2014-09-12,517.4
2014-09-15,536.2
2014-09-16,497.65
2014-09-17,499.1
2014-09-18,502.55
2014-09-19,494.25
2014-09-22,498.85
2014-09-23,501.4
2014-09-24,482.15
2014-09-25,484.55
2014-09-26,480.05
2014-09-29,478.5
2014-09-30,474.75
2014-10-01,499.15
2014-10-07,493.45
2014-10-08,502.15
2014-10-09,516.3
2014-10-10,495.25
2014-10-13,496.4
2014-10-14,501.45
2014-10-16,490.0
2014-10-17,489.8
2014-10-20,505.35
2014-10-21,503.85
2014-10-22,529.45
2014-10-23,525.85
2014-10-27,518.0
2014-10-28,519.25
2014-10-29,508.4
2014-10-30,526.05
2014-10-31,521.95
2014-11-03,523.0
2014-11-05,523.25
2014-11-07,520.8
2014-11-10,515.05
2014-11-11,519.95
2014-11-12,518.55
2014-11-13,513.45
2014-11-14,515.25
2014-11-17,516.75
2014-11-18,523.95
2014-11-19,524.6
2014-11-20,558.45
2014-11-21,556.1
2014-11-24,558.05
2014-11-25,557.0
2014-11-26,561.95
2014-11-27,553.65
2014-11-28,555.8
2014-12-01,555.8
2014-12-02,562.25
2014-12-03,587.85
2014-12-04,602.3
2014-12-05,600.85
2014-12-08,573.35
2014-12-09,566.0
2014-12-10,584.0
2014-12-11,580.9
2014-12-12,591.3
2014-12-15,583.0
2014-12-16,561.95
2014-12-17,563.05
2014-12-18,577.3
2014-12-19,603.55
2014-12-22,601.7
2014-12-23,591.7
2014-12-24,586.4
2014-12-26,583.9
2014-12-29,582.3
2014-12-30,583.75
2014-12-31,616.4
