Date,ONGC
2014-01-01,288.1
2014-01-02,281.7
2014-01-03,275.8
2014-01-06,280.95
2014-01-07,276.25
2014-01-08,273.2
2014-01-09,280.3
2014-01-10,284.05
2014-01-13,292.9
2014-01-14,290.25
2014-01-15,291.8
2014-01-16,286.95
2014-01-17,287.5
2014-01-20,287.15
2014-01-21,287.0
2014-01-22,289.8
2014-01-23,285.1
2014-01-24,283.2
2014-01-27,277.0
2014-01-28,275.25
2014-01-29,277.0
2014-01-30,272.2
2014-01-31,275.55
2014-02-03,267.8
2014-02-04,268.0
2014-02-05,270.25
2014-02-06,267.9
2014-02-07,269.3
2014-02-10,272.25
2014-02-11,275.95
2014-02-12,283.1
2014-02-13,273.5
2014-02-14,276.4
2014-02-17,277.75
2014-02-18,276.8
2014-02-19,279.4
2014-02-20,276.2
2014-02-21,276.95
2014-02-24,282.2
2014-02-25,281.75
2014-02-26,283.45
2014-02-28,291.35
2014-03-03,290.6
2014-03-04,295.85
2014-03-05,300.5
2014-03-06,308.85
2014-03-07,316.1
2014-03-10,319.9
2014-03-11,323.1
2014-03-12,316.95
2014-03-13,324.15
2014-03-14,322.75
2014-03-18,324.95
2014-03-19,313.8
2014-03-20,315.8
2014-03-21,306.4
2014-03-22,307.9
2014-03-24,321.1
2014-03-25,319.9
2014-03-26,325.3
2014-03-27,331.0
2014-03-28,329.4
2014-03-31,318.7
2014-04-01,323.8
2014-04-02,330.0
2014-04-03,326.25
2014-04-04,325.65
2014-04-07,325.6
2014-04-09,322.45
2014-04-10,321.95
2014-04-11,320.0
2014-04-15,319.35
2014-04-16,316.55
2014-04-17,322.35
2014-04-21,323.1
2014-04-22,326.35
2014-04-23,326.0
2014-04-25,320.95
2014-04-28,321.35
2014-04-29,320.3
2014-04-30,325.1
2014-05-02,329.3
2014-05-05,335.4
2014-05-06,337.2
2014-05-07,335.15
2014-05-08,334.0
2014-05-09,347.95
2014-05-12,358.6
2014-05-13,372.6
2014-05-14,368.1
2014-05-15,378.55
2014-05-16,384.15
2014-05-19,416.75
2014-05-20,400.1
2014-05-21,398.45
2014-05-22,392.8
2014-05-23,407.95
2014-05-26,405.3
2014-05-27,395.05
2014-05-28,384.25
2014-05-29,374.15
2014-05-30,378.15
2014-06-02,399.55
2014-06-03,416.75
2014-06-04,411.0
2014-06-05,419.15
2014-06-06,465.65
2014-06-09,453.15
2014-06-10,440.55
2014-06-11,427.3
2014-06-12,428.6
2014-06-13,422.65
2014-06-16,426.9
2014-06-17,445.1
2014-06-18,442.7
2014-06-19,420.75
2014-06-20,417.5
2014-06-23,437.6
2014-06-24,442.95
2014-06-25,436.85
2014-06-26,411.35
2014-06-27,411.2
2014-06-30,424.85
2014-07-01,423.1
2014-07-02,426.6
2014-07-03,418.15
2014-07-04,421.8
2014-07-07,415.55
2014-07-08,396.7
2014-07-09,404.95
2014-07-10,404.0
2014-07-11,396.15
2014-07-14,402.75
2014-07-15,412.65
2014-07-16,416.1
2014-07-17,413.25
2014-07-18,410.5
2014-07-21,406.7
2014-07-22,408.9
2014-07-23,405.3
2014-07-24,404.9
2014-07-25,401.1
2014-07-28,394.85
2014-07-30,398.95
2014-07-31,395.35
2014-08-01,386.35
2014-08-04,392.75
2014-08-05,405.25
2014-08-06,396.9
2014-08-07,400.05
2014-08-08,394.2
2014-08-11,393.7
2014-08-12,405.55
2014-08-13,402.0
2014-08-14,410.1
2014-08-18,431.3
2014-08-19,435.2
2014-08-20,424.0
2014-08-21,425.9
2014-08-22,427.05
2014-08-25,428.75
2014-08-26,418.0
2014-08-27,428.15
2014-08-28,435.0
2014-09-01,439.55
2014-09-02,444.55
2014-09-03,436.9
2014-09-04,437.5
2014-09-05,443.55
2014-09-08,455.15
2014-09-09,449.4
2014-09-10,445.4
2014-09-11,429.5
2014-09-12,428.65
2014-09-15,420.85
2014-09-16,408.75
2014-09-17,407.55
2014-09-18,413.9
2014-09-19,404.0
2014-09-22,419.1
2014-09-23,407.3
2014-09-24,413.7
2014-09-25,400.35
2014-09-26,412.05
2014-09-29,407.5
2014-09-30,408.55
2014-10-01,402.85
2014-10-07,396.75
2014-10-08,406.15
2014-10-09,411.45
2014-10-10,404.2
2014-10-13,406.75
2014-10-14,402.15
2014-10-16,397.1
2014-10-17,397.1
2014-10-20,419.0
2014-10-21,408.0
2014-10-22,399.45
2014-10-23,403.45
2014-10-27,394.65
2014-10-28,391.7
2014-10-29,392.8
2014-10-30,395.9
2014-10-31,405.15
2014-11-03,404.55
2014-11-05,403.6
2014-11-07,409.65
2014-11-10,394.2
2014-11-11,394.85
2014-11-12,393.65
2014-11-13,385.8
2014-11-14,393.25
2014-11-17,396.45
2014-11-18,390.65
2014-11-19,384.15
2014-11-20,385.75
2014-11-21,383.3
2014-11-24,380.9
2014-11-25,386.45
2014-11-26,385.9
2014-11-27,382.3
2014-11-28,379.4
2014-12-01,364.45
2014-12-02,360.5
2014-12-03,371.45
2014-12-04,370.8
2014-12-05,365.3
2014-12-08,368.3
2014-12-09,352.1
2014-12-10,361.1
2014-12-11,349.45
2014-12-12,337.1
2014-12-15,343.05
2014-12-16,335.55
2014-12-17,343.0
2014-12-18,344.95
2014-12-19,349.45
2014-12-22,357.55
2014-12-23,352.05
2014-12-24,344.0
2014-12-26,344.45
2014-12-29,346.9
2014-12-30,341.65
2014-12-31,341.35
