Date,LAXMIMACH
2014-01-01,2746.5
2014-01-02,2649.6
2014-01-03,2642.15
2014-01-06,2672.3
2014-01-07,2737.9
2014-01-08,2695.4
2014-01-09,2674.65
2014-01-10,2678.6
2014-01-13,2703.6
2014-01-14,2735.35
2014-01-15,2797.4
2014-01-16,2798.6
2014-01-17,2733.2
2014-01-20,2733.05
2014-01-21,2801.25
2014-01-22,2803.6
2014-01-23,2788.05
2014-01-24,2747.4
2014-01-27,2643.1
2014-01-28,2678.65
2014-01-29,2668.4
2014-01-30,2613.7
2014-01-31,2691.2
2014-02-03,2650.3
2014-02-04,2712.65
2014-02-05,2692.2
2014-02-06,2742.55
2014-02-07,2725.5
2014-02-10,2700.7
2014-02-11,2702.1
2014-02-12,2648.5
2014-02-13,2643.55
2014-02-14,2669.9
2014-02-17,2668.1
2014-02-18,2680.85
2014-02-19,2696.05
2014-02-20,2649.1
2014-02-21,2650.0
2014-02-24,2639.05
2014-02-25,2633.95
2014-02-26,2649.35
2014-02-28,2605.85
2014-03-03,2647.8
2014-03-04,2796.9
2014-03-05,2782.05
2014-03-06,2819.4
2014-03-07,2799.9
2014-03-10,2778.85
2014-03-11,2793.8
2014-03-12,2771.45
2014-03-13,2746.3
2014-03-14,2752.4
2014-03-18,2727.1
2014-03-19,2750.8
2014-03-20,2800.2
2014-03-21,2877.55
2014-03-22,2913.4
2014-03-24,2846.0
2014-03-25,2850.3
2014-03-26,2825.85
2014-03-27,2847.45
2014-03-28,3032.15
2014-03-31,3039.25
2014-04-01,3036.6
2014-04-02,2973.15
2014-04-03,2958.85
2014-04-04,2925.65
2014-04-07,2912.35
2014-04-09,2883.5
2014-04-10,2980.7
2014-04-11,3133.15
2014-04-15,3075.15
2014-04-16,2997.1
2014-04-17,3035.35
2014-04-21,3015.65
2014-04-22,3001.05
2014-04-23,2980.25
2014-04-25,3003.8
2014-04-28,3000.2
2014-04-29,2978.3
2014-04-30,2949.95
2014-05-02,2951.0
2014-05-05,2980.35
2014-05-06,2955.6
2014-05-07,2975.15
2014-05-08,3002.8
2014-05-09,3075.0
2014-05-12,3018.0
2014-05-13,3040.35
2014-05-14,3051.5
2014-05-15,3025.1
2014-05-16,3123.8
2014-05-19,3260.55
2014-05-20,3298.15
2014-05-21,3274.65
2014-05-22,3410.3
2014-05-23,3379.9
2014-05-26,3499.65
2014-05-27,3446.5
2014-05-28,3382.6
2014-05-29,3388.75
2014-05-30,3358.7
2014-06-02,3353.55
2014-06-03,3358.55
2014-06-04,3515.8
2014-06-05,3506.9
2014-06-06,3427.55
2014-06-09,3550.75
2014-06-10,3483.35
2014-06-11,3478.2
2014-06-12,3666.95
2014-06-13,3697.35
2014-06-16,3596.9
2014-06-17,3571.75
2014-06-18,3551.25
2014-06-19,3569.65
2014-06-20,3561.65
2014-06-23,3528.4
2014-06-24,3528.25
2014-06-25,3652.7
2014-06-26,3597.55
2014-06-27,3688.25
2014-06-30,3750.1
2014-07-01,3801.5
2014-07-02,3851.6
2014-07-03,3945.2
2014-07-04,3946.1
2014-07-07,3915.8
2014-07-08,3847.9
2014-07-09,3801.05
2014-07-10,3825.3
2014-07-11,3752.8
2014-07-14,3914.0
2014-07-15,3890.65
2014-07-16,3871.25
2014-07-17,3923.0
2014-07-18,3936.2
2014-07-21,3855.35
2014-07-22,3841.05
2014-07-23,3778.0
2014-07-24,3818.85
2014-07-25,3803.15
2014-07-28,3830.85
2014-07-30,3786.8
2014-07-31,3777.8
2014-08-01,3778.25
2014-08-04,3745.8
2014-08-05,3732.9
2014-08-06,3758.9
2014-08-07,3845.35
2014-08-08,3787.35
2014-08-11,3728.15
2014-08-12,3789.0
2014-08-13,3802.05
2014-08-14,3903.6
2014-08-18,3912.35
2014-08-19,3904.65
2014-08-20,3846.35
2014-08-21,3848.25
2014-08-22,3869.55
2014-08-25,3837.4
2014-08-26,3861.35
2014-08-27,3886.0
2014-08-28,3937.1
2014-09-01,4186.05
2014-09-02,4194.6
2014-09-03,4110.15
2014-09-04,3992.2
2014-09-05,4096.85
2014-09-08,4078.95
2014-09-09,4208.5
2014-09-10,4117.5
2014-09-11,4195.0
2014-09-12,4155.4
2014-09-15,4123.7
2014-09-16,4001.75
2014-09-17,3979.0
2014-09-18,4075.3
2014-09-19,4081.25
2014-09-22,4050.1
2014-09-23,4068.35
2014-09-24,4022.7
2014-09-25,3936.85
2014-09-26,3946.0
2014-09-29,4007.25
2014-09-30,4039.1
2014-10-01,4001.3
2014-10-07,4001.2
2014-10-08,3999.35
2014-10-09,3996.1
2014-10-10,3973.5
2014-10-13,3934.05
2014-10-14,3879.0
2014-10-16,3896.5
2014-10-17,3988.05
2014-10-20,3980.7
2014-10-21,3904.1
2014-10-22,3929.3
2014-10-23,4019.1
2014-10-27,4089.5
2014-10-28,3869.6
2014-10-29,3891.05
2014-10-30,3899.4
2014-10-31,4002.95
2014-11-03,4152.65
2014-11-05,4169.15
2014-11-07,4136.7
2014-11-10,4056.65
2014-11-11,4059.9
2014-11-12,4129.75
2014-11-13,4070.25
2014-11-14,4078.35
2014-11-17,4302.1
2014-11-18,4317.9
2014-11-19,4410.85
2014-11-20,4368.8
2014-11-21,4398.3
2014-11-24,4383.7
2014-11-25,4260.55
2014-11-26,4228.65
2014-11-27,4257.75
2014-11-28,4223.15
2014-12-01,4150.55
2014-12-02,4139.85
2014-12-03,4175.3
2014-12-04,4226.1
2014-12-05,4193.35
2014-12-08,4118.9
2014-12-09,4043.65
2014-12-10,4080.65
2014-12-11,4072.1
2014-12-12,4009.65
2014-12-15,3918.1
2014-12-16,3754.05
2014-12-17,3753.4
2014-12-18,3899.35
2014-12-19,3878.45
2014-12-22,3837.0
2014-12-23,3757.4
2014-12-24,3732.1
2014-12-26,3822.4
2014-12-29,3838.35
2014-12-30,3843.6
2014-12-31,3830.05
