Date,VOLTAMP
2014-01-01,409.2
2014-01-02,419.3
2014-01-03,424.75
2014-01-06,420.65
2014-01-07,423.55
2014-01-08,427.2
2014-01-09,421.95
2014-01-10,418.55
2014-01-13,423.9
2014-01-14,422.25
2014-01-15,421.4
2014-01-16,415.3
2014-01-17,410.85
2014-01-20,407.9
2014-01-21,405.45
2014-01-22,408.6
2014-01-23,407.75
2014-01-24,407.75
2014-01-27,396.0
2014-01-28,397.0
2014-01-29,399.75
2014-01-30,393.15
2014-01-31,386.95
2014-02-03,387.55
2014-02-04,381.95
2014-02-05,382.8
2014-02-06,379.6
2014-02-07,381.25
2014-02-10,381.7
2014-02-11,378.7
2014-02-12,380.1
2014-02-13,376.8
2014-02-14,375.65
2014-02-17,373.45
2014-02-18,379.2
2014-02-19,380.85
2014-02-20,383.1
2014-02-21,384.45
2014-02-24,383.2
2014-02-25,386.35
2014-02-26,388.25
2014-02-28,388.3
2014-03-03,401.45
2014-03-04,397.85
2014-03-05,429.35
2014-03-06,434.65
2014-03-07,437.35
2014-03-10,429.45
2014-03-11,423.95
2014-03-12,419.35
2014-03-13,427.75
2014-03-14,425.25
2014-03-18,510.3
2014-03-19,492.75
2014-03-20,492.8
2014-03-21,489.35
2014-03-22,492.1
2014-03-24,477.8
2014-03-25,477.0
2014-03-26,469.05
2014-03-27,482.4
2014-03-28,479.9
2014-03-31,484.2
2014-04-01,487.5
2014-04-02,495.25
2014-04-03,488.9
2014-04-04,480.6
2014-04-07,491.7
2014-04-09,497.6
2014-04-10,510.85
2014-04-11,495.65
2014-04-15,497.15
2014-04-16,484.85
2014-04-17,489.95
2014-04-21,491.6
2014-04-22,525.1
2014-04-23,531.0
2014-04-25,512.35
2014-04-28,512.5
2014-04-29,511.3
2014-04-30,490.6
2014-05-02,492.45
2014-05-05,521.1
2014-05-06,541.75
2014-05-07,535.1
2014-05-08,536.2
2014-05-09,540.4
2014-05-12,526.45
2014-05-13,529.35
2014-05-14,550.05
2014-05-15,532.1
2014-05-16,534.25
2014-05-19,599.1
2014-05-20,592.65
2014-05-21,660.05
2014-05-22,651.75
2014-05-23,643.85
2014-05-26,643.75
2014-05-27,627.0
2014-05-28,648.2
2014-05-29,659.7
2014-05-30,639.8
2014-06-02,647.7
2014-06-03,654.9
2014-06-04,655.0
2014-06-05,678.7
2014-06-06,700.4
2014-06-09,719.4
2014-06-10,709.6
2014-06-11,709.25
2014-06-12,699.2
2014-06-13,664.1
2014-06-16,669.3
2014-06-17,675.2
2014-06-18,686.1
2014-06-19,669.95
2014-06-20,653.85
2014-06-23,660.4
2014-06-24,674.65
2014-06-25,673.0
2014-06-26,655.2
2014-06-27,669.1
2014-06-30,702.05
2014-07-01,727.85
2014-07-02,717.15
2014-07-03,713.05
2014-07-04,683.6
2014-07-07,691.5
2014-07-08,670.15
2014-07-09,656.65
2014-07-10,660.2
2014-07-11,640.5
2014-07-14,618.4
2014-07-15,632.7
2014-07-16,641.15
2014-07-17,676.25
2014-07-18,671.75
2014-07-21,686.9
2014-07-22,675.7
2014-07-23,668.25
2014-07-24,682.35
2014-07-25,655.85
2014-07-28,660.25
2014-07-30,668.9
2014-07-31,672.95
2014-08-01,666.2
2014-08-04,662.15
2014-08-05,674.05
2014-08-06,675.65
2014-08-07,676.25
2014-08-08,653.4
2014-08-11,671.75
2014-08-12,687.4
2014-08-13,679.6
2014-08-14,682.1
2014-08-18,678.5
2014-08-19,684.6
2014-08-20,683.15
2014-08-21,681.9
2014-08-22,699.75
2014-08-25,692.2
2014-08-26,676.95
2014-08-27,673.05
2014-08-28,683.05
2014-09-01,685.15
2014-09-02,685.9
2014-09-03,699.75
2014-09-04,714.5
2014-09-05,696.55
2014-09-08,710.2
2014-09-09,726.9
2014-09-10,712.65
2014-09-11,707.2
2014-09-12,703.8
2014-09-15,711.9
2014-09-16,674.05
2014-09-17,673.9
2014-09-18,688.5
2014-09-19,675.35
2014-09-22,679.9
2014-09-23,675.95
2014-09-24,677.65
2014-09-25,676.1
2014-09-26,668.2
2014-09-29,670.2
2014-09-30,669.35
2014-10-01,658.2
2014-10-07,665.1
2014-10-08,665.75
2014-10-09,667.3
2014-10-10,665.35
2014-10-13,668.1
2014-10-14,665.25
2014-10-16,643.25
2014-10-17,633.75
2014-10-20,656.15
2014-10-21,665.6
2014-10-22,665.1
2014-10-23,655.3
2014-10-27,666.3
2014-10-28,665.8
2014-10-29,666.9
2014-10-30,672.05
2014-10-31,691.2
2014-11-03,690.35
2014-11-05,695.4
2014-11-07,680.25
2014-11-10,680.3
2014-11-11,680.8
2014-11-12,680.2
2014-11-13,686.95
2014-11-14,680.25
2014-11-17,676.5
2014-11-18,681.85
2014-11-19,690.5
2014-11-20,690.85
2014-11-21,689.05
2014-11-24,700.35
2014-11-25,680.4
2014-11-26,689.7
2014-11-27,710.4
2014-11-28,709.9
2014-12-01,683.85
2014-12-02,677.8
2014-12-03,700.75
2014-12-04,832.85
2014-12-05,795.15
2014-12-08,792.3
2014-12-09,765.9
2014-12-10,778.25
2014-12-11,754.5
2014-12-12,756.5
2014-12-15,740.85
2014-12-16,690.85
2014-12-17,690.15
2014-12-18,702.4
2014-12-19,685.5
2014-12-22,673.9
2014-12-23,672.65
2014-12-24,673.2
2014-12-26,668.7
2014-12-29,670.3
2014-12-30,798.15
2014-12-31,762.85
