Date,ELGIEQUIP
2014-01-01,85.95
2014-01-02,85.95
2014-01-03,86.2
2014-01-06,86.4
2014-01-07,88.8
2014-01-08,89.2
2014-01-09,90.9
2014-01-10,93.15
2014-01-13,89.95
2014-01-14,90.0
2014-01-15,88.65
2014-01-16,89.8
2014-01-17,86.6
2014-01-20,86.05
2014-01-21,87.85
2014-01-22,89.25
2014-01-23,89.65
2014-01-24,88.5
2014-01-27,88.05
2014-01-28,88.25
2014-01-29,88.1
2014-01-30,88.0
2014-01-31,88.25
2014-02-03,88.15
2014-02-04,88.0
2014-02-05,88.95
2014-02-06,88.3
2014-02-07,88.1
2014-02-10,88.0
2014-02-11,88.0
2014-02-12,88.0
2014-02-13,88.0
2014-02-14,88.0
2014-02-17,88.0
2014-02-18,88.25
2014-02-19,88.0
2014-02-20,88.0
2014-02-21,88.0
2014-02-24,88.0
2014-02-25,88.0
2014-02-26,88.05
2014-02-28,88.0
2014-03-03,88.15
2014-03-04,88.0
2014-03-05,88.0
2014-03-06,88.0
2014-03-07,89.0
2014-03-10,90.0
2014-03-11,93.95
2014-03-12,93.0
2014-03-13,93.3
2014-03-14,93.05
2014-03-18,105.65
2014-03-19,100.9
2014-03-20,100.4
2014-03-21,100.15
2014-03-22,100.55
2014-03-24,97.7
2014-03-25,96.35
2014-03-26,94.85
2014-03-27,95.3
2014-03-28,96.0
2014-03-31,103.85
2014-04-01,101.9
2014-04-02,102.0
2014-04-03,103.2
2014-04-04,101.95
2014-04-07,100.0
2014-04-09,100.85
2014-04-10,102.5
2014-04-11,101.3
2014-04-15,101.3
2014-04-16,103.0
2014-04-17,102.85
2014-04-21,102.2
2014-04-22,100.35
2014-04-23,98.6
2014-04-25,100.05
2014-04-28,100.3
2014-04-29,100.0
2014-04-30,99.0
2014-05-02,100.0
2014-05-05,100.0
2014-05-06,100.0
2014-05-07,100.4
2014-05-08,101.6
2014-05-09,101.3
2014-05-12,102.0
2014-05-13,102.15
2014-05-14,102.4
2014-05-15,102.05
2014-05-16,104.4
2014-05-19,112.35
2014-05-20,115.3
2014-05-21,118.05
2014-05-22,117.85
2014-05-23,118.0
2014-05-26,108.9
2014-05-27,112.9
2014-05-28,116.5
2014-05-29,118.2
2014-05-30,114.65
2014-06-02,113.6
2014-06-03,110.85
2014-06-04,112.65
2014-06-05,114.3
2014-06-06,118.25
2014-06-09,116.9
2014-06-10,114.7
2014-06-11,111.65
2014-06-12,118.0
2014-06-13,113.8
2014-06-16,114.55
2014-06-17,116.6
2014-06-18,115.45
2014-06-19,111.25
2014-06-20,110.7
2014-06-23,113.85
2014-06-24,113.05
2014-06-25,115.9
2014-06-26,118.55
2014-06-27,117.4
2014-06-30,121.55
2014-07-01,131.15
2014-07-02,125.85
2014-07-03,125.55
2014-07-04,123.8
2014-07-07,126.2
2014-07-08,124.95
2014-07-09,123.35
2014-07-10,125.3
2014-07-11,123.8
2014-07-14,119.8
2014-07-15,119.1
2014-07-16,123.7
2014-07-17,126.25
2014-07-18,126.0
2014-07-21,124.05
2014-07-22,119.2
2014-07-23,121.0
2014-07-24,122.9
2014-07-25,122.6
2014-07-28,121.35
2014-07-30,121.0
2014-07-31,121.15
2014-08-01,120.45
2014-08-04,120.9
2014-08-05,120.9
2014-08-06,121.0
2014-08-07,121.8
2014-08-08,122.25
2014-08-11,123.45
2014-08-12,121.0
2014-08-13,120.25
2014-08-14,120.05
2014-08-18,122.05
2014-08-19,122.15
2014-08-20,121.0
2014-08-21,122.65
2014-08-22,123.2
2014-08-25,122.3
2014-08-26,122.7
2014-08-27,131.65
2014-08-28,128.2
2014-09-01,134.55
2014-09-02,143.2
2014-09-03,137.35
2014-09-04,134.6
2014-09-05,138.75
2014-09-08,137.45
2014-09-09,134.0
2014-09-10,133.7
2014-09-11,134.45
2014-09-12,135.0
2014-09-15,130.6
2014-09-16,124.05
2014-09-17,126.6
2014-09-18,128.9
2014-09-19,127.0
2014-09-22,129.45
2014-09-23,123.85
2014-09-24,124.25
2014-09-25,123.0
2014-09-26,122.85
2014-09-29,125.4
2014-09-30,124.85
2014-10-01,121.8
2014-10-07,118.8
2014-10-08,120.15
2014-10-09,120.65
2014-10-10,122.0
2014-10-13,124.75
2014-10-14,123.0
2014-10-16,122.1
2014-10-17,123.55
2014-10-20,120.15
2014-10-21,122.9
2014-10-22,123.4
2014-10-23,122.9
2014-10-27,121.4
2014-10-28,122.65
2014-10-29,123.75
2014-10-30,131.3
2014-10-31,131.05
2014-11-03,128.95
2014-11-05,129.0
2014-11-07,127.9
2014-11-10,127.45
2014-11-11,126.05
2014-11-12,123.75
2014-11-13,130.8
2014-11-14,134.2
2014-11-17,147.2
2014-11-18,154.95
2014-11-19,155.15
2014-11-20,151.3
2014-11-21,151.0
2014-11-24,157.75
2014-11-25,152.0
2014-11-26,154.0
2014-11-27,152.95
2014-11-28,154.5
2014-12-01,162.75
2014-12-02,168.9
2014-12-03,171.4
2014-12-04,170.9
2014-12-05,165.45
2014-12-08,164.4
2014-12-09,160.35
2014-12-10,162.35
2014-12-11,160.0
2014-12-12,156.05
2014-12-15,154.55
2014-12-16,150.05
2014-12-17,148.35
2014-12-18,150.15
2014-12-19,147.35
2014-12-22,145.95
2014-12-23,145.3
2014-12-24,148.2
2014-12-26,149.75
2014-12-29,148.0
2014-12-30,148.55
2014-12-31,146.4
