Date,JBFIND
2014-01-01,83.1
2014-01-02,80.15
2014-01-03,79.95
2014-01-06,79.25
2014-01-07,80.0
2014-01-08,79.9
2014-01-09,79.15
2014-01-10,77.6
2014-01-13,77.4
2014-01-14,76.65
2014-01-15,77.0
2014-01-16,76.6
2014-01-17,76.5
2014-01-20,76.75
2014-01-21,76.1
2014-01-22,76.3
2014-01-23,76.7
2014-01-24,75.2
2014-01-27,73.55
2014-01-28,73.05
2014-01-29,73.1
2014-01-30,72.5
2014-01-31,73.4
2014-02-03,72.15
2014-02-04,71.95
2014-02-05,72.25
2014-02-06,72.0
2014-02-07,71.9
2014-02-10,71.95
2014-02-11,70.95
2014-02-12,71.35
2014-02-13,70.9
2014-02-14,68.1
2014-02-17,67.85
2014-02-18,67.25
2014-02-19,67.55
2014-02-20,67.65
2014-02-21,67.7
2014-02-24,66.75
2014-02-25,66.45
2014-02-26,66.2
2014-02-28,65.5
2014-03-03,67.1
2014-03-04,71.75
2014-03-05,72.55
2014-03-06,71.55
2014-03-07,70.75
2014-03-10,71.4
2014-03-11,70.85
2014-03-12,68.15
2014-03-13,68.2
2014-03-14,68.3
2014-03-18,69.35
2014-03-19,71.2
2014-03-20,74.3
2014-03-21,75.1
2014-03-22,78.15
2014-03-24,76.95
2014-03-25,78.9
2014-03-26,79.8
2014-03-27,82.5
2014-03-28,84.6
2014-03-31,84.9
2014-04-01,88.0
2014-04-02,89.75
2014-04-03,90.65
2014-04-04,92.35
2014-04-07,90.2
2014-04-09,91.8
2014-04-10,91.45
2014-04-11,90.75
2014-04-15,88.4
2014-04-16,85.8
2014-04-17,85.3
2014-04-21,87.45
2014-04-22,87.3
2014-04-23,84.9
2014-04-25,83.5
2014-04-28,83.15
2014-04-29,88.25
2014-04-30,84.3
2014-05-02,85.2
2014-05-05,83.85
2014-05-06,83.15
2014-05-07,84.3
2014-05-08,86.35
2014-05-09,85.75
2014-05-12,86.45
2014-05-13,90.35
2014-05-14,89.05
2014-05-15,86.95
2014-05-16,86.8
2014-05-19,94.1
2014-05-20,101.55
2014-05-21,102.15
2014-05-22,105.35
2014-05-23,110.45
2014-05-26,113.2
2014-05-27,113.4
2014-05-28,118.3
2014-05-29,113.45
2014-05-30,112.65
2014-06-02,116.3
2014-06-03,114.55
2014-06-04,117.9
2014-06-05,117.95
2014-06-06,127.45
2014-06-09,133.3
2014-06-10,129.2
2014-06-11,127.25
2014-06-12,132.55
2014-06-13,125.05
2014-06-16,123.5
2014-06-17,125.45
2014-06-18,121.05
2014-06-19,120.7
2014-06-20,120.15
2014-06-23,120.2
2014-06-24,124.7
2014-06-25,124.7
2014-06-26,125.85
2014-06-27,125.85
2014-06-30,124.85
2014-07-01,126.75
2014-07-02,124.95
2014-07-03,123.6
2014-07-04,131.15
2014-07-07,144.55
2014-07-08,134.2
2014-07-09,140.15
2014-07-10,135.6
2014-07-11,132.45
2014-07-14,133.95
2014-07-15,135.35
2014-07-16,137.05
2014-07-17,141.4
2014-07-18,140.05
2014-07-21,143.3
2014-07-22,143.25
2014-07-23,139.55
2014-07-24,142.0
2014-07-25,138.15
2014-07-28,136.05
2014-07-30,134.1
2014-07-31,134.6
2014-08-01,135.9
2014-08-04,133.85
2014-08-05,134.35
2014-08-06,148.0
2014-08-07,140.7
2014-08-08,139.8
2014-08-11,140.2
2014-08-12,141.4
2014-08-13,138.65
2014-08-14,138.5
2014-08-18,139.15
2014-08-19,140.8
2014-08-20,143.85
2014-08-21,139.5
2014-08-22,139.6
2014-08-25,137.5
2014-08-26,135.75
2014-08-27,137.25
2014-08-28,135.95
2014-09-01,140.2
2014-09-02,144.7
2014-09-03,142.25
2014-09-04,141.95
2014-09-05,141.65
2014-09-08,141.25
2014-09-09,143.1
2014-09-10,142.45
2014-09-11,143.6
2014-09-12,143.15
2014-09-15,151.9
2014-09-16,150.8
2014-09-17,153.2
2014-09-18,157.45
2014-09-19,154.65
2014-09-22,162.05
2014-09-23,153.25
2014-09-24,155.15
2014-09-25,150.2
2014-09-26,149.9
2014-09-29,150.75
2014-09-30,155.0
2014-10-01,154.15
2014-10-07,148.05
2014-10-08,150.25
2014-10-09,147.3
2014-10-10,147.4
2014-10-13,146.4
2014-10-14,150.0
2014-10-16,143.4
2014-10-17,142.05
2014-10-20,141.05
2014-10-21,140.2
2014-10-22,141.6
2014-10-23,143.7
2014-10-27,141.65
2014-10-28,141.25
2014-10-29,143.05
2014-10-30,142.95
2014-10-31,146.75
2014-11-03,150.1
2014-11-05,151.45
2014-11-07,152.85
2014-11-10,151.2
2014-11-11,148.05
2014-11-12,150.2
2014-11-13,150.1
2014-11-14,153.95
2014-11-17,153.95
2014-11-18,161.0
2014-11-19,164.0
2014-11-20,167.9
2014-11-21,166.95
2014-11-24,175.0
2014-11-25,172.65
2014-11-26,192.5
2014-11-27,210.95
2014-11-28,218.85
2014-12-01,215.7
2014-12-02,234.9
2014-12-03,237.6
2014-12-04,229.75
2014-12-05,273.5
2014-12-08,291.25
2014-12-09,265.7
2014-12-10,277.1
2014-12-11,270.4
2014-12-12,243.5
2014-12-15,243.9
2014-12-16,232.15
2014-12-17,222.75
2014-12-18,245.0
2014-12-19,253.95
2014-12-22,257.1
2014-12-23,240.95
2014-12-24,237.15
2014-12-26,239.7
2014-12-29,234.7
2014-12-30,238.45
2014-12-31,249.95
