Date,TVTODAY
2014-01-01,115.85
2014-01-02,111.65
2014-01-03,110.15
2014-01-06,121.15
2014-01-07,117.95
2014-01-08,125.55
2014-01-09,120.3
2014-01-10,118.1
2014-01-13,112.05
2014-01-14,110.3
2014-01-15,114.25
2014-01-16,108.1
2014-01-17,104.65
2014-01-20,107.1
2014-01-21,107.85
2014-01-22,105.75
2014-01-23,106.7
2014-01-24,102.15
2014-01-27,97.5
2014-01-28,98.45
2014-01-29,98.9
2014-01-30,97.5
2014-01-31,98.9
2014-02-03,100.25
2014-02-04,99.2
2014-02-05,98.55
2014-02-06,98.45
2014-02-07,102.8
2014-02-10,107.45
2014-02-11,108.85
2014-02-12,111.8
2014-02-13,107.4
2014-02-14,109.2
2014-02-17,111.25
2014-02-18,111.25
2014-02-19,111.35
2014-02-20,118.2
2014-02-21,121.15
2014-02-24,114.8
2014-02-25,115.8
2014-02-26,114.35
2014-02-28,117.3
2014-03-03,114.35
2014-03-04,115.1
2014-03-05,114.05
2014-03-06,113.95
2014-03-07,113.0
2014-03-10,113.75
2014-03-11,113.1
2014-03-12,110.15
2014-03-13,110.3
2014-03-14,111.75
2014-03-18,107.8
2014-03-19,108.7
2014-03-20,109.95
2014-03-21,109.65
2014-03-22,109.15
2014-03-24,108.9
2014-03-25,109.1
2014-03-26,117.3
2014-03-27,114.65
2014-03-28,112.55
2014-03-31,118.25
2014-04-01,124.05
2014-04-02,125.55
2014-04-03,124.15
2014-04-04,121.8
2014-04-07,123.05
2014-04-09,121.65
2014-04-10,119.35
2014-04-11,118.7
2014-04-15,122.6
2014-04-16,120.85
2014-04-17,121.6
2014-04-21,122.1
2014-04-22,119.6
2014-04-23,121.35
2014-04-25,125.5
2014-04-28,130.85
2014-04-29,132.15
2014-04-30,128.25
2014-05-02,126.6
2014-05-05,120.8
2014-05-06,124.9
2014-05-07,123.8
2014-05-08,124.35
2014-05-09,125.7
2014-05-12,130.9
2014-05-13,129.55
2014-05-14,139.0
2014-05-15,123.1
2014-05-16,120.65
2014-05-19,119.9
2014-05-20,125.0
2014-05-21,126.25
2014-05-22,128.2
2014-05-23,132.95
2014-05-26,130.0
2014-05-27,133.0
2014-05-28,132.75
2014-05-29,133.65
2014-05-30,150.75
2014-06-02,149.05
2014-06-03,143.25
2014-06-04,143.6
2014-06-05,146.1
2014-06-06,147.35
2014-06-09,143.2
2014-06-10,140.3
2014-06-11,139.25
2014-06-12,138.15
2014-06-13,131.8
2014-06-16,135.15
2014-06-17,132.95
2014-06-18,132.1
2014-06-19,130.45
2014-06-20,128.5
2014-06-23,124.45
2014-06-24,128.5
2014-06-25,129.85
2014-06-26,130.85
2014-06-27,130.1
2014-06-30,130.85
2014-07-01,138.1
2014-07-02,140.7
2014-07-03,137.3
2014-07-04,133.3
2014-07-07,132.6
2014-07-08,127.95
2014-07-09,124.55
2014-07-10,125.65
2014-07-11,120.85
2014-07-14,121.9
2014-07-15,123.5
2014-07-16,127.9
2014-07-17,129.8
2014-07-18,131.55
2014-07-21,131.6
2014-07-22,132.8
2014-07-23,131.55
2014-07-24,138.95
2014-07-25,134.65
2014-07-28,133.8
2014-07-30,132.5
2014-07-31,136.85
2014-08-01,137.15
2014-08-04,164.2
2014-08-05,158.2
2014-08-06,167.45
2014-08-07,168.8
2014-08-08,159.5
2014-08-11,166.5
2014-08-12,162.4
2014-08-13,155.3
2014-08-14,152.7
2014-08-18,157.05
2014-08-19,158.05
2014-08-20,157.65
2014-08-21,164.0
2014-08-22,173.85
2014-08-25,171.75
2014-08-26,169.75
2014-08-27,203.7
2014-08-28,211.55
2014-09-01,217.2
2014-09-02,212.0
2014-09-03,209.65
2014-09-04,208.15
2014-09-05,213.5
2014-09-08,228.75
2014-09-09,223.65
2014-09-10,236.1
2014-09-11,234.2
2014-09-12,227.8
2014-09-15,231.25
2014-09-16,212.35
2014-09-17,209.75
2014-09-18,222.05
2014-09-19,223.45
2014-09-22,217.1
2014-09-23,210.35
2014-09-24,207.75
2014-09-25,199.9
2014-09-26,210.0
2014-09-29,215.6
2014-09-30,211.45
2014-10-01,208.25
2014-10-07,215.6
2014-10-08,215.05
2014-10-09,217.8
2014-10-10,217.55
2014-10-13,216.15
2014-10-14,216.9
2014-10-16,205.25
2014-10-17,206.7
2014-10-20,208.95
2014-10-21,208.65
2014-10-22,213.55
2014-10-23,215.35
2014-10-27,215.1
2014-10-28,214.15
2014-10-29,221.85
2014-10-30,223.4
2014-10-31,222.5
2014-11-03,232.8
2014-11-05,234.65
2014-11-07,250.7
2014-11-10,254.25
2014-11-11,212.05
2014-11-12,207.0
2014-11-13,205.6
2014-11-14,206.0
2014-11-17,191.75
2014-11-18,195.35
2014-11-19,193.5
2014-11-20,192.15
2014-11-21,192.75
2014-11-24,211.9
2014-11-25,209.95
2014-11-26,218.05
2014-11-27,216.55
2014-11-28,215.05
2014-12-01,211.15
2014-12-02,217.85
2014-12-03,223.3
2014-12-04,217.9
2014-12-05,222.55
2014-12-08,220.05
2014-12-09,212.7
2014-12-10,220.1
2014-12-11,215.2
2014-12-12,209.15
2014-12-15,207.9
2014-12-16,197.35
2014-12-17,196.75
2014-12-18,204.5
2014-12-19,203.0
2014-12-22,207.3
2014-12-23,203.15
2014-12-24,208.15
2014-12-26,205.65
2014-12-29,212.3
2014-12-30,215.0
2014-12-31,212.3
