Date,INFY
2014-01-01,3468.0
2014-01-02,3480.55
2014-01-03,3565.15
2014-01-06,3517.9
2014-01-07,3457.15
2014-01-08,3428.1
2014-01-09,3450.8
2014-01-10,3551.25
2014-01-13,3665.0
2014-01-14,3686.75
2014-01-15,3712.05
2014-01-16,3725.05
2014-01-17,3729.75
2014-01-20,3749.3
2014-01-21,3758.35
2014-01-22,3765.9
2014-01-23,3792.5
2014-01-24,3758.15
2014-01-27,3732.2
2014-01-28,3675.1
2014-01-29,3717.8
2014-01-30,3704.25
2014-01-31,3701.1
2014-02-03,3629.15
2014-02-04,3561.1
2014-02-05,3581.25
2014-02-06,3563.7
2014-02-07,3566.55
2014-02-10,3573.8
2014-02-11,3596.25
2014-02-12,3600.1
2014-02-13,3585.8
2014-02-14,3644.3
2014-02-17,3658.15
2014-02-18,3682.0
2014-02-19,3753.4
2014-02-20,3711.25
2014-02-21,3750.7
2014-02-24,3749.9
2014-02-25,3782.9
2014-02-26,3807.5
2014-02-28,3824.85
2014-03-03,3798.25
2014-03-04,3799.55
2014-03-05,3821.7
2014-03-06,3831.9
2014-03-07,3740.3
2014-03-10,3671.6
2014-03-11,3675.35
2014-03-12,3671.3
2014-03-13,3357.6
2014-03-14,3394.15
2014-03-18,3350.55
2014-03-19,3271.75
2014-03-20,3303.05
2014-03-21,3305.65
2014-03-22,3296.05
2014-03-24,3275.8
2014-03-25,3254.4
2014-03-26,3248.9
2014-03-27,3231.05
2014-03-28,3262.6
2014-03-31,3282.8
2014-04-01,3313.95
2014-04-02,3322.05
2014-04-03,3338.15
2014-04-04,3316.05
2014-04-07,3293.4
2014-04-09,3254.55
2014-04-10,3201.2
2014-04-11,3235.15
2014-04-15,3259.8
2014-04-16,3157.3
2014-04-17,3192.05
2014-04-21,3182.95
2014-04-22,3150.65
2014-04-23,3172.65
2014-04-25,3175.6
2014-04-28,3178.05
2014-04-29,3177.75
2014-04-30,3180.8
2014-05-02,3219.7
2014-05-05,3176.9
2014-05-06,3165.15
2014-05-07,3067.35
2014-05-08,3065.3
2014-05-09,3111.45
2014-05-12,3175.1
2014-05-13,3265.25
2014-05-14,3254.1
2014-05-15,3272.45
2014-05-16,3177.55
2014-05-19,3015.05
2014-05-20,3122.2
2014-05-21,3157.1
2014-05-22,3113.9
2014-05-23,3069.55
2014-05-26,3094.85
2014-05-27,3134.05
2014-05-28,3173.3
2014-05-29,2924.5
2014-05-30,2939.4
2014-06-02,2993.15
2014-06-03,3017.2
2014-06-04,2984.5
2014-06-05,3041.15
2014-06-06,3003.05
2014-06-09,2986.45
2014-06-10,3075.15
2014-06-11,3193.35
2014-06-12,3175.05
2014-06-13,3187.0
2014-06-16,3244.15
2014-06-17,3246.85
2014-06-18,3240.5
2014-06-19,3311.9
2014-06-20,3316.6
2014-06-23,3232.55
2014-06-24,3203.8
2014-06-25,3211.25
2014-06-26,3182.5
2014-06-27,3223.4
2014-06-30,3255.55
2014-07-01,3221.05
2014-07-02,3215.3
2014-07-03,3210.7
2014-07-04,3245.95
2014-07-07,3345.45
2014-07-08,3342.15
2014-07-09,3310.35
2014-07-10,3292.7
2014-07-11,3326.65
2014-07-14,3225.25
2014-07-15,3225.65
