Date,GILLANDERS
2014-01-01,59.2
2014-01-02,57.5
2014-01-06,60.0
2014-01-07,59.5
2014-01-08,60.05
2014-01-09,61.95
2014-01-13,63.5
2014-01-14,61.45
2014-01-15,61.2
2014-01-16,59.5
2014-01-17,58.5
2014-01-20,60.45
2014-01-22,61.05
2014-01-23,59.55
2014-01-24,59.0
2014-01-27,57.05
2014-01-28,58.5
2014-01-29,56.9
2014-01-30,55.5
2014-01-31,55.6
2014-02-03,54.95
2014-02-04,54.0
2014-02-05,56.3
2014-02-06,55.0
2014-02-07,54.4
2014-02-10,59.6
2014-02-11,60.7
2014-02-12,59.35
2014-02-14,57.85
2014-02-17,56.8
2014-02-18,55.7
2014-02-19,55.5
2014-02-20,56.3
2014-02-21,56.9
2014-02-24,58.1
2014-02-25,56.4
2014-02-26,57.6
2014-02-28,56.6
2014-03-03,55.5
2014-03-04,57.0
2014-03-05,55.35
2014-03-06,56.95
2014-03-07,57.4
2014-03-10,56.65
2014-03-11,58.0
2014-03-12,57.3
2014-03-13,59.0
2014-03-14,56.05
2014-03-18,56.65
2014-03-19,56.05
2014-03-20,56.75
2014-03-21,56.0
2014-03-22,56.8
2014-03-24,56.9
2014-03-25,56.4
2014-03-26,57.65
2014-03-27,57.0
2014-03-28,58.5
2014-03-31,58.7
2014-04-01,59.4
2014-04-02,67.0
2014-04-03,64.55
2014-04-04,63.15
2014-04-07,62.55
2014-04-09,64.0
2014-04-10,64.9
2014-04-11,66.05
2014-04-15,67.95
2014-04-16,65.15
2014-04-17,68.0
2014-04-21,68.45
2014-04-22,67.4
2014-04-23,66.9
2014-04-25,65.65
2014-04-28,67.85
2014-04-29,66.2
2014-04-30,64.8
2014-05-02,63.65
2014-05-05,63.2
2014-05-06,66.85
2014-05-07,67.1
2014-05-08,66.35
2014-05-09,66.5
2014-05-12,66.75
2014-05-13,65.25
2014-05-14,66.6
2014-05-15,65.25
2014-05-16,64.5
2014-05-19,67.5
2014-05-20,72.1
2014-05-21,75.95
2014-05-22,79.85
2014-05-23,78.25
2014-05-26,75.2
2014-05-27,65.15
2014-05-28,65.55
2014-05-29,64.2
2014-05-30,63.9
2014-06-02,63.6
2014-06-03,65.25
2014-06-04,67.8
2014-06-05,71.75
2014-06-06,75.85
2014-06-09,72.9
2014-06-10,73.9
2014-06-11,75.0
2014-06-12,75.45
2014-06-13,72.15
2014-06-16,70.55
2014-06-17,71.9
2014-06-18,70.0
2014-06-19,71.05
2014-06-20,69.4
2014-06-23,68.7
2014-06-24,68.85
2014-06-25,69.5
2014-06-26,69.4
2014-06-27,73.3
2014-06-30,73.35
2014-07-01,71.5
2014-07-02,73.1
2014-07-03,73.25
2014-07-04,74.2
2014-07-07,72.5
2014-07-08,69.4
2014-07-09,69.0
2014-07-10,69.1
2014-07-11,69.0
2014-07-14,67.0
2014-07-15,68.6
2014-07-16,68.6
2014-07-17,69.0
2014-07-18,69.0
2014-07-21,71.05
2014-07-22,69.75
2014-07-23,69.75
2014-07-24,69.55
2014-07-25,68.05
2014-07-28,68.2
2014-07-30,68.25
2014-07-31,67.95
2014-08-01,67.15
2014-08-04,68.0
2014-08-05,67.15
2014-08-06,68.75
2014-08-07,67.1
2014-08-08,67.7
2014-08-11,69.75
2014-08-12,67.0
2014-08-13,64.4
2014-08-14,62.75
2014-08-18,62.8
2014-08-19,63.25
2014-08-20,65.2
2014-08-21,68.15
2014-08-22,67.4
2014-08-25,65.6
2014-08-26,64.0
2014-08-27,64.1
2014-08-28,66.4
2014-09-01,65.55
2014-09-02,65.35
2014-09-03,68.9
2014-09-04,67.6
2014-09-05,68.0
2014-09-08,67.4
2014-09-09,70.9
2014-09-10,73.2
2014-09-11,76.85
2014-09-12,77.6
2014-09-15,81.4
2014-09-16,73.55
2014-09-17,73.5
2014-09-18,74.95
2014-09-19,74.4
2014-09-22,73.7
2014-09-23,71.4
2014-09-24,69.9
2014-09-25,66.95
2014-09-26,67.1
2014-09-29,67.75
2014-09-30,70.1
2014-10-01,70.75
2014-10-07,68.4
2014-10-08,68.1
2014-10-09,68.15
2014-10-10,68.0
2014-10-13,68.25
2014-10-14,68.25
2014-10-16,66.75
2014-10-17,66.0
2014-10-20,66.05
2014-10-21,65.6
2014-10-22,65.55
2014-10-23,65.3
2014-10-27,67.7
2014-10-28,67.0
2014-10-29,65.3
2014-10-30,64.95
2014-10-31,65.5
2014-11-03,67.4
2014-11-05,67.2
2014-11-07,66.5
2014-11-10,67.75
2014-11-11,67.15
2014-11-12,67.1
2014-11-13,67.45
2014-11-14,72.05
2014-11-17,73.7
2014-11-18,72.5
2014-11-19,70.8
2014-11-20,69.35
2014-11-21,69.35
2014-11-24,67.8
2014-11-25,66.75
2014-11-26,66.7
2014-11-27,69.6
2014-11-28,68.05
2014-12-01,68.2
2014-12-02,67.4
2014-12-03,69.0
2014-12-04,68.55
2014-12-05,69.8
2014-12-08,68.05
2014-12-09,67.55
2014-12-10,67.85
2014-12-11,68.05
2014-12-12,66.5
2014-12-15,66.55
2014-12-16,64.3
2014-12-17,64.55
2014-12-18,66.7
2014-12-19,66.95
2014-12-22,65.2
2014-12-23,64.75
2014-12-24,65.3
2014-12-26,64.1
2014-12-29,64.35
2014-12-30,63.95
2014-12-31,64.1
