Date,EICHERMOT
2014-01-01,5001.95
2014-01-02,4982.85
2014-01-03,4968.95
2014-01-06,4985.95
2014-01-07,4993.1
2014-01-08,5074.9
2014-01-09,5042.55
2014-01-10,5009.05
2014-01-13,5055.0
2014-01-14,5012.55
2014-01-15,4937.35
2014-01-16,4953.05
2014-01-17,4945.75
2014-01-20,5059.15
2014-01-21,5085.75
2014-01-22,5041.45
2014-01-23,5044.85
2014-01-24,4921.8
2014-01-27,4840.15
2014-01-28,4808.15
2014-01-29,4725.2
2014-01-30,4688.9
2014-01-31,4646.1
2014-02-03,4563.4
2014-02-04,4555.3
2014-02-05,4542.95
2014-02-06,4504.05
2014-02-07,4426.0
2014-02-10,4430.9
2014-02-11,4417.8
2014-02-12,4437.55
2014-02-13,4818.65
2014-02-14,4849.5
2014-02-17,4904.35
2014-02-18,4920.0
2014-02-19,4899.9
2014-02-20,4901.8
2014-02-21,4884.0
2014-02-24,4820.2
2014-02-25,4916.15
2014-02-26,5012.6
2014-02-28,5140.3
2014-03-03,5187.05
2014-03-04,5426.1
2014-03-05,5599.15
2014-03-06,5510.35
2014-03-07,5434.1
2014-03-10,5560.0
2014-03-11,5504.4
2014-03-12,5494.0
2014-03-13,5547.45
2014-03-14,5571.35
2014-03-18,5564.4
2014-03-19,5740.5
2014-03-20,5726.45
2014-03-21,5763.35
2014-03-22,5718.05
2014-03-24,5795.35
2014-03-25,5951.5
2014-03-26,5776.75
2014-03-27,5919.15
2014-03-28,5832.05
2014-03-31,5961.5
2014-04-01,6049.45
2014-04-02,6135.85
2014-04-03,6154.75
2014-04-04,6049.75
2014-04-07,6043.25
2014-04-09,6215.2
2014-04-10,6328.25
2014-04-11,6105.5
2014-04-15,6017.55
2014-04-16,6002.2
2014-04-17,5870.85
2014-04-21,5974.35
2014-04-22,6066.6
2014-04-23,6285.9
2014-04-25,6107.85
2014-04-28,6127.3
2014-04-29,6100.15
2014-04-30,6201.25
2014-05-02,6248.4
2014-05-05,6432.55
2014-05-06,6396.75
2014-05-07,6476.75
2014-05-08,6491.0
2014-05-09,6478.6
2014-05-12,6461.0
2014-05-13,6492.3
2014-05-14,6488.15
2014-05-15,6351.65
2014-05-16,6346.75
2014-05-19,6357.05
2014-05-20,6704.9
2014-05-21,7266.15
2014-05-22,7291.8
2014-05-23,7442.85
2014-05-26,7153.35
2014-05-27,7087.7
2014-05-28,6939.5
2014-05-29,6902.25
2014-05-30,6675.45
2014-06-02,6881.8
2014-06-03,7229.6
2014-06-04,7192.35
2014-06-05,7142.15
2014-06-06,7192.85
2014-06-09,7291.1
2014-06-10,7190.6
2014-06-11,7183.85
2014-06-12,7287.95
2014-06-13,7339.35
2014-06-16,7251.25
2014-06-17,7274.1
2014-06-18,7240.1
2014-06-19,7204.2
2014-06-20,7215.75
2014-06-23,7139.3
2014-06-24,7218.65
2014-06-25,7218.35
2014-06-26,7399.9
2014-06-27,7728.9
2014-06-30,7994.55
2014-07-01,8049.4
2014-07-02,8176.9
2014-07-03,8582.8
2014-07-04,8637.85
2014-07-07,8433.9
2014-07-08,8338.9
2014-07-09,8189.05
2014-07-10,8123.95
2014-07-11,8260.85
2014-07-14,8260.35
2014-07-15,8528.45
2014-07-16,8557.85
2014-07-17,8693.0
2014-07-18,8565.05
2014-07-21,8556.25
2014-07-22,8536.3
2014-07-23,8545.55
2014-07-24,8487.8
2014-07-25,8586.65
2014-07-28,8641.95
2014-07-30,8518.75
2014-07-31,8498.95
2014-08-01,8408.0
2014-08-04,8426.5
2014-08-05,8447.85
2014-08-06,8472.0
2014-08-07,8510.85
2014-08-08,8477.5
2014-08-11,8587.85
2014-08-12,9291.6
2014-08-13,10359.25
2014-08-14,10024.9
2014-08-18,9987.15
2014-08-19,9989.75
2014-08-20,9991.1
2014-08-21,9992.15
2014-08-22,10014.0
2014-08-25,9905.05
2014-08-26,9843.85
2014-08-27,9810.85
2014-08-28,9755.95
2014-09-01,10051.8
2014-09-02,10224.75
2014-09-03,11101.9
2014-09-04,10938.05
2014-09-05,10829.05
2014-09-08,10963.8
2014-09-09,10959.4
2014-09-10,11040.45
2014-09-11,11623.8
2014-09-12,12023.8
2014-09-15,12205.05
2014-09-16,11484.75
