Date,TRENT
2014-07-02,1267.4
2014-07-03,1250.1
2014-07-04,1253.9
2014-07-07,1259.15
2014-07-08,1241.55
2014-07-09,1205.7
2014-07-10,1240.05
2014-07-11,1206.7
2014-07-14,1200.3
2014-07-15,1189.45
2014-07-16,1212.6
2014-07-17,1217.85
2014-07-18,1242.55
2014-07-21,1261.85
2014-07-22,1266.25
2014-07-23,1264.0
2014-07-24,1257.05
2014-07-25,1232.7
2014-07-28,1225.1
2014-07-30,1217.65
2014-07-31,1215.05
2014-08-01,1225.35
2014-08-04,1210.9
2014-08-05,1226.2
2014-08-06,1202.35
2014-08-07,1179.0
2014-08-08,1141.4
2014-08-11,1126.25
2014-08-12,1129.15
2014-08-13,1124.25
2014-08-14,1109.3
2014-08-18,1115.95
2014-08-19,1130.3
2014-08-20,1145.3
2014-08-21,1160.2
2014-08-22,1156.15
2014-08-25,1152.1
2014-08-26,1134.3
2014-08-27,1149.1
2014-08-28,1140.05
2014-09-01,1150.65
2014-09-02,1152.85
2014-09-03,1198.95
2014-09-04,1207.4
2014-09-05,1223.05
2014-09-08,1209.8
2014-09-09,1217.85
2014-09-10,1235.3
2014-09-11,1304.45
2014-09-12,1348.3
2014-09-15,1436.5
2014-09-16,1358.0
2014-09-17,1381.25
2014-09-18,1415.8
2014-09-19,1420.1
2014-09-22,1429.85
2014-09-23,1409.15
2014-09-24,1378.75
2014-09-25,1346.05
2014-09-26,1347.15
2014-09-29,1347.0
2014-09-30,1377.4
2014-10-01,1388.25
2014-10-07,1373.05
2014-10-08,1355.3
2014-10-09,1363.4
2014-10-10,1348.1
2014-10-13,1364.85
2014-10-14,1365.6
2014-10-16,1310.4
2014-10-17,1345.95
2014-10-20,1348.9
2014-10-21,1352.9
2014-10-22,1342.65
2014-10-23,1369.4
2014-10-27,1340.95
2014-10-28,1349.0
2014-10-29,1332.75
2014-10-30,1328.1
2014-10-31,1327.5
2014-11-03,1340.65
2014-11-05,1349.9
2014-11-07,1377.0
2014-11-10,1356.1
2014-11-11,1380.35
2014-11-12,1404.8
2014-11-13,1442.15
2014-11-14,1474.15
2014-11-17,1517.35
2014-11-18,1484.9
2014-11-19,1494.6
2014-11-20,1553.6
2014-11-21,1514.25
2014-11-24,1474.0
2014-11-25,1448.85
2014-11-26,1442.0
2014-11-27,1440.65
2014-11-28,1458.8
2014-12-01,1448.9
2014-12-02,1448.6
2014-12-03,1519.0
2014-12-04,1581.1
2014-12-05,1537.9
2014-12-08,1520.75
2014-12-09,1518.85
2014-12-10,1498.85
2014-12-11,1473.4
2014-12-12,1460.0
2014-12-15,1456.55
2014-12-16,1452.25
2014-12-17,1410.1
2014-12-18,1425.05
2014-12-19,1412.35
2014-12-22,1397.05
2014-12-23,1395.0
2014-12-24,1384.55
2014-12-26,1448.6
2014-12-29,1484.9
2014-12-30,1464.1
2014-12-31,1490.2
