Date,INDIANHUME
2014-01-01,130.85
2014-01-02,130.15
2014-01-03,127.5
2014-01-06,131.1
2014-01-07,127.0
2014-01-08,127.65
2014-01-09,127.15
2014-01-10,130.3
2014-01-13,130.9
2014-01-14,129.1
2014-01-15,129.25
2014-01-16,128.25
2014-01-17,128.25
2014-01-20,129.85
2014-01-21,130.05
2014-01-22,129.5
2014-01-23,135.95
2014-01-24,131.6
2014-01-27,124.6
2014-01-28,126.4
2014-01-29,125.25
2014-01-30,123.65
2014-01-31,123.85
2014-02-03,126.9
2014-02-04,125.0
2014-02-05,123.55
2014-02-06,123.3
2014-02-07,123.0
2014-02-10,122.0
2014-02-11,121.15
2014-02-12,121.25
2014-02-13,119.85
2014-02-14,120.85
2014-02-17,119.5
2014-02-18,118.7
2014-02-19,122.9
2014-02-20,118.1
2014-02-21,120.2
2014-02-24,120.55
2014-02-25,121.5
2014-02-26,119.65
2014-02-28,119.3
2014-03-03,120.0
2014-03-04,119.85
2014-03-05,120.8
2014-03-06,121.8
2014-03-07,122.75
2014-03-10,123.0
2014-03-11,123.85
2014-03-12,121.35
2014-03-13,122.2
2014-03-14,120.2
2014-03-18,119.9
2014-03-19,121.9
2014-03-20,122.05
2014-03-21,120.95
2014-03-22,121.85
2014-03-24,123.0
2014-03-25,119.5
2014-03-26,120.0
2014-03-27,121.35
2014-03-28,122.9
2014-03-31,122.3
2014-04-01,122.2
2014-04-02,124.6
2014-04-03,125.5
2014-04-04,131.1
2014-04-07,132.0
2014-04-09,129.5
2014-04-10,127.8
2014-04-11,126.65
2014-04-15,128.1
2014-04-16,130.65
2014-04-17,129.4
2014-04-21,132.3
2014-04-22,130.8
2014-04-23,132.3
2014-04-25,142.5
2014-04-28,147.3
2014-04-29,147.85
2014-04-30,146.05
2014-05-02,147.4
2014-05-05,145.5
2014-05-06,145.65
2014-05-07,140.1
2014-05-08,138.9
2014-05-09,139.2
2014-05-12,146.45
2014-05-13,143.95
2014-05-14,145.8
2014-05-15,141.1
2014-05-16,141.4
2014-05-19,160.15
2014-05-20,166.35
2014-05-21,166.8
2014-05-22,174.45
2014-05-23,177.85
2014-05-26,175.4
2014-05-27,170.35
2014-05-28,180.05
2014-05-29,178.25
2014-05-30,193.45
2014-06-02,205.0
2014-06-03,205.85
2014-06-04,205.15
2014-06-05,209.7
2014-06-06,203.2
2014-06-09,215.5
2014-06-10,215.8
2014-06-11,207.95
2014-06-12,203.7
2014-06-13,197.1
2014-06-16,198.2
2014-06-17,205.75
2014-06-18,209.3
2014-06-19,214.4
2014-06-20,209.85
2014-06-23,208.95
2014-06-24,213.4
2014-06-25,223.0
2014-06-26,222.75
2014-06-27,217.95
2014-06-30,227.9
2014-07-01,228.0
2014-07-02,228.2
2014-07-03,224.75
2014-07-04,224.35
2014-07-07,228.0
2014-07-08,209.05
2014-07-09,200.6
2014-07-10,205.6
2014-07-11,197.05
2014-07-14,193.55
2014-07-15,199.25
2014-07-16,206.85
2014-07-17,221.3
2014-07-18,245.85
2014-07-21,249.45
2014-07-22,244.05
2014-07-23,238.85
2014-07-24,243.1
2014-07-25,241.6
2014-07-28,234.7
2014-07-30,234.65
2014-07-31,232.15
2014-08-01,224.6
2014-08-04,234.4
2014-08-05,243.5
2014-08-06,236.95
2014-08-07,236.2
2014-08-08,229.5
2014-08-11,228.05
2014-08-12,232.3
2014-08-13,220.3
2014-08-14,223.9
2014-08-18,236.05
2014-08-19,234.05
2014-08-20,241.4
2014-08-21,238.2
2014-08-22,243.8
2014-08-25,240.05
2014-08-26,233.7
2014-08-27,237.45
2014-08-28,238.15
2014-09-01,238.7
2014-09-02,238.05
2014-09-03,233.6
2014-09-04,240.8
2014-09-05,241.0
2014-09-08,256.6
2014-09-09,265.8
2014-09-10,268.1
2014-09-11,300.15
2014-09-12,301.1
2014-09-15,304.7
2014-09-16,288.9
2014-09-17,294.2
2014-09-18,304.25
2014-09-19,306.45
2014-09-22,324.7
2014-09-23,317.65
2014-09-24,313.15
2014-09-25,301.35
2014-09-26,298.3
2014-09-29,306.55
2014-09-30,308.3
2014-10-01,305.8
2014-10-07,299.45
2014-10-08,291.45
2014-10-09,300.1
2014-10-10,300.85
2014-10-13,297.7
2014-10-14,297.9
2014-10-16,296.0
2014-10-17,287.55
2014-10-20,286.7
2014-10-21,282.7
2014-10-22,287.45
2014-10-23,285.75
2014-10-27,288.2
2014-10-28,303.75
2014-10-29,305.95
2014-10-30,305.15
2014-10-31,311.85
2014-11-03,308.35
2014-11-05,305.25
2014-11-07,301.1
2014-11-10,303.65
2014-11-11,299.25
2014-11-12,297.65
2014-11-13,339.7
2014-11-14,338.8
2014-11-17,330.1
2014-11-18,328.45
2014-11-19,339.65
2014-11-20,332.15
2014-11-21,329.25
2014-11-24,325.5
2014-11-25,331.6
2014-11-26,337.4
2014-11-27,331.75
2014-11-28,331.75
2014-12-01,323.45
2014-12-02,320.5
2014-12-03,333.35
2014-12-04,328.3
2014-12-05,329.85
2014-12-08,321.15
2014-12-09,320.4
2014-12-10,317.2
2014-12-11,315.05
2014-12-12,313.4
2014-12-15,305.8
2014-12-16,290.5
2014-12-17,290.35
2014-12-18,302.65
2014-12-19,302.35
2014-12-22,307.45
2014-12-23,302.45
2014-12-24,301.15
2014-12-26,305.45
2014-12-29,314.7
2014-12-30,316.6
2014-12-31,327.55
