Date,CUB
2014-01-01,51.4
2014-01-02,50.6
2014-01-03,50.7
2014-01-06,50.6
2014-01-07,50.5
2014-01-08,50.55
2014-01-09,50.5
2014-01-10,50.5
2014-01-13,49.7
2014-01-14,50.9
2014-01-15,50.0
2014-01-16,51.1
2014-01-17,50.5
2014-01-20,50.45
2014-01-21,50.55
2014-01-22,50.55
2014-01-23,50.55
2014-01-24,50.5
2014-01-27,50.0
2014-01-28,50.0
2014-01-29,49.5
2014-01-30,48.7
2014-01-31,48.9
2014-02-03,48.5
2014-02-04,48.55
2014-02-05,48.5
2014-02-06,49.15
2014-02-07,48.8
2014-02-10,48.5
2014-02-11,48.45
2014-02-12,48.3
2014-02-13,48.5
2014-02-14,48.1
2014-02-17,47.4
2014-02-18,47.0
2014-02-19,47.1
2014-02-20,46.85
2014-02-21,46.5
2014-02-24,45.85
2014-02-25,45.85
2014-02-26,46.3
2014-02-28,46.35
2014-03-03,46.15
2014-03-04,47.55
2014-03-05,48.55
2014-03-06,49.0
2014-03-07,49.2
2014-03-10,50.15
2014-03-11,50.4
2014-03-12,49.4
2014-03-13,49.6
2014-03-14,49.5
2014-03-18,49.75
2014-03-19,49.8
2014-03-20,49.85
2014-03-21,49.9
2014-03-22,50.05
2014-03-24,51.35
2014-03-25,51.0
2014-03-26,51.95
2014-03-27,53.2
2014-03-28,53.35
2014-03-31,53.85
2014-04-01,52.9
2014-04-02,53.65
2014-04-03,52.9
2014-04-04,52.55
2014-04-07,51.05
2014-04-09,52.15
2014-04-10,55.55
2014-04-11,54.55
2014-04-15,55.0
2014-04-16,55.45
2014-04-17,57.55
2014-04-21,58.0
2014-04-22,58.0
2014-04-23,58.5
2014-04-25,58.0
2014-04-28,58.5
2014-04-29,58.1
2014-04-30,58.55
2014-05-02,58.35
2014-05-05,58.1
2014-05-06,61.7
2014-05-07,61.6
2014-05-08,64.45
2014-05-09,63.75
2014-05-12,64.35
2014-05-13,65.0
2014-05-14,64.55
2014-05-15,64.55
2014-05-16,66.0
2014-05-19,68.55
2014-05-20,68.9
2014-05-21,69.05
2014-05-22,73.0
2014-05-23,73.05
2014-05-26,70.85
2014-05-27,68.1
2014-05-28,69.7
2014-05-29,66.85
2014-05-30,68.15
2014-06-02,69.4
2014-06-03,69.25
2014-06-04,70.1
2014-06-05,70.6
2014-06-06,70.7
2014-06-09,73.4
2014-06-10,71.0
2014-06-11,71.4
2014-06-12,72.55
2014-06-13,71.7
2014-06-16,72.9
2014-06-17,73.35
2014-06-18,73.65
2014-06-19,73.1
2014-06-20,74.05
2014-06-23,74.6
2014-06-24,75.7
2014-06-25,74.6
2014-06-26,74.55
2014-06-27,75.1
2014-06-30,75.05
2014-07-01,76.0
2014-07-02,76.0
2014-07-03,75.75
2014-07-04,75.05
2014-07-07,75.1
2014-07-08,74.4
2014-07-09,74.15
2014-07-10,74.05
2014-07-11,74.15
2014-07-14,74.45
2014-07-15,74.55
2014-07-16,75.95
2014-07-17,81.05
2014-07-18,80.75
2014-07-21,79.4
2014-07-22,77.2
2014-07-23,77.1
2014-07-24,76.05
2014-07-25,75.25
2014-07-28,75.25
2014-07-30,74.4
2014-07-31,73.65
2014-08-01,73.6
2014-08-04,74.5
2014-08-05,74.4
2014-08-06,74.25
2014-08-07,73.0
2014-08-08,72.85
2014-08-11,71.35
2014-08-12,71.95
2014-08-13,72.8
2014-08-14,75.5
2014-08-18,75.1
2014-08-19,75.2
2014-08-20,75.05
2014-08-21,76.45
2014-08-22,78.1
2014-08-25,78.3
2014-08-26,78.9
2014-08-27,78.8
2014-08-28,77.05
2014-09-01,77.65
2014-09-02,78.55
2014-09-03,78.9
2014-09-04,78.75
2014-09-05,76.95
2014-09-08,78.35
2014-09-09,79.1
2014-09-10,82.0
2014-09-11,85.55
2014-09-12,85.45
2014-09-15,84.9
2014-09-16,81.95
2014-09-17,82.45
2014-09-18,85.05
2014-09-19,85.05
2014-09-22,83.45
2014-09-23,81.8
2014-09-24,82.05
2014-09-25,78.3
2014-09-26,82.95
2014-09-29,86.05
2014-09-30,85.9
2014-10-01,85.85
2014-10-07,84.55
2014-10-08,84.55
2014-10-09,84.7
2014-10-10,84.05
2014-10-13,83.7
2014-10-14,83.95
2014-10-16,82.05
2014-10-17,83.25
2014-10-20,82.75
2014-10-21,82.75
2014-10-22,82.95
2014-10-23,83.0
2014-10-27,81.45
2014-10-28,81.2
2014-10-29,81.4
2014-10-30,82.05
2014-10-31,84.8
2014-11-03,83.6
2014-11-05,82.1
2014-11-07,81.55
2014-11-10,82.55
2014-11-11,85.1
2014-11-12,85.5
2014-11-13,89.55
2014-11-14,90.55
2014-11-17,89.9
2014-11-18,92.0
2014-11-19,92.25
2014-11-20,90.85
2014-11-21,93.85
2014-11-24,96.15
2014-11-25,92.95
2014-11-26,92.95
2014-11-27,90.35
2014-11-28,92.9
2014-12-01,91.35
2014-12-02,92.05
2014-12-03,93.0
2014-12-04,92.8
2014-12-05,92.75
2014-12-08,92.25
2014-12-09,92.3
2014-12-10,92.75
2014-12-11,91.8
2014-12-12,90.75
2014-12-15,91.9
2014-12-16,88.9
2014-12-17,87.0
2014-12-18,88.5
2014-12-19,90.35
2014-12-22,92.5
2014-12-23,94.6
2014-12-24,93.2
2014-12-26,93.3
2014-12-29,92.7
2014-12-30,92.95
2014-12-31,94.15
