Date,CAPF
2014-01-01,151.95
2014-01-02,147.15
2014-01-03,148.05
2014-01-06,146.05
2014-01-07,143.5
2014-01-08,142.8
2014-01-09,142.35
2014-01-10,140.5
2014-01-13,139.2
2014-01-14,134.65
2014-01-15,135.9
2014-01-16,134.45
2014-01-17,132.45
2014-01-20,134.9
2014-01-21,136.15
2014-01-22,136.5
2014-01-23,136.05
2014-01-24,133.5
2014-01-27,130.05
2014-01-28,128.4
2014-01-29,128.0
2014-01-30,128.35
2014-01-31,128.9
2014-02-03,128.5
2014-02-04,130.7
2014-02-05,127.8
2014-02-06,129.85
2014-02-07,132.55
2014-02-10,131.9
2014-02-11,132.1
2014-02-12,134.55
2014-02-13,133.25
2014-02-14,133.8
2014-02-17,136.35
2014-02-18,141.0
2014-02-19,141.05
2014-02-20,142.5
2014-02-21,139.75
2014-02-24,148.45
2014-02-25,147.75
2014-02-26,147.15
2014-02-28,147.8
2014-03-03,143.95
2014-03-04,146.5
2014-03-05,147.0
2014-03-06,148.95
2014-03-07,150.0
2014-03-10,150.4
2014-03-11,151.25
2014-03-12,150.2
2014-03-13,151.3
2014-03-14,149.25
2014-03-18,148.3
2014-03-19,150.15
2014-03-20,151.55
2014-03-21,154.8
2014-03-22,152.35
2014-03-24,157.65
2014-03-25,179.75
2014-03-26,172.35
2014-03-27,171.35
2014-03-28,170.55
2014-03-31,178.9
2014-04-01,186.1
2014-04-02,184.35
2014-04-03,189.65
2014-04-04,186.25
2014-04-07,198.8
2014-04-09,196.15
2014-04-10,186.65
2014-04-11,184.15
2014-04-15,185.35
2014-04-16,181.5
2014-04-17,185.8
2014-04-21,182.85
2014-04-22,177.8
2014-04-23,173.8
2014-04-25,173.1
2014-04-28,168.55
2014-04-29,175.45
2014-04-30,172.5
2014-05-02,172.2
2014-05-05,166.95
2014-05-06,171.75
2014-05-07,173.95
2014-05-08,175.75
2014-05-09,179.15
2014-05-12,183.0
2014-05-13,187.35
2014-05-14,184.45
2014-05-15,181.85
2014-05-16,177.85
2014-05-19,182.85
2014-05-20,219.4
2014-05-21,208.15
2014-05-22,204.25
2014-05-23,209.9
2014-05-26,201.85
2014-05-27,201.15
2014-05-28,202.15
2014-05-29,211.2
2014-05-30,214.15
2014-06-02,228.25
2014-06-03,221.8
2014-06-04,219.65
2014-06-05,216.55
2014-06-06,213.85
2014-06-09,229.0
2014-06-10,219.5
2014-06-11,216.8
2014-06-12,212.5
2014-06-13,202.85
2014-06-16,201.4
2014-06-17,206.75
2014-06-18,205.7
2014-06-19,206.0
2014-06-20,205.9
2014-06-23,206.35
2014-06-24,214.1
2014-06-25,213.5
2014-06-26,207.45
2014-06-27,208.95
2014-06-30,210.85
2014-07-01,212.9
2014-07-02,212.7
2014-07-03,208.2
2014-07-04,212.1
2014-07-07,225.85
2014-07-08,213.95
2014-07-09,210.55
2014-07-10,211.05
2014-07-11,204.55
2014-07-14,222.8
2014-07-15,223.2
2014-07-16,235.15
2014-07-17,241.6
2014-07-18,246.6
2014-07-21,246.85
2014-07-22,241.1
2014-07-23,239.45
2014-07-24,242.4
2014-07-25,232.6
2014-07-28,234.65
2014-07-30,238.2
2014-07-31,245.6
2014-08-01,237.15
2014-08-04,243.1
2014-08-05,255.5
2014-08-06,251.9
2014-08-07,263.05
2014-08-08,256.9
2014-08-11,257.6
2014-08-12,266.5
2014-08-13,261.95
2014-08-14,257.3
2014-08-18,259.5
2014-08-19,279.8
2014-08-20,278.9
2014-08-21,273.15
2014-08-22,277.85
2014-08-25,283.05
2014-08-26,278.65
2014-08-27,279.85
2014-08-28,278.45
2014-09-01,281.1
2014-09-02,288.05
2014-09-03,281.7
2014-09-04,281.0
2014-09-05,284.85
2014-09-08,308.6
2014-09-09,307.95
2014-09-10,305.3
2014-09-11,319.05
2014-09-12,333.65
2014-09-15,333.1
2014-09-16,305.95
2014-09-17,303.15
2014-09-18,330.75
2014-09-19,325.55
2014-09-22,335.4
2014-09-23,319.05
2014-09-24,312.6
2014-09-25,296.7
2014-09-26,313.4
2014-09-29,319.85
2014-09-30,320.8
2014-10-01,310.2
2014-10-07,304.3
2014-10-08,305.5
2014-10-09,310.85
2014-10-10,305.1
2014-10-13,303.9
2014-10-14,301.05
2014-10-16,283.05
2014-10-17,289.65
2014-10-20,293.15
2014-10-21,291.95
2014-10-22,297.9
2014-10-23,302.15
2014-10-27,316.8
2014-10-28,315.2
2014-10-29,313.95
2014-10-30,323.6
2014-10-31,332.7
2014-11-03,341.85
2014-11-05,356.45
2014-11-07,348.4
2014-11-10,358.35
2014-11-11,366.4
2014-11-12,364.8
2014-11-13,358.0
2014-11-14,357.45
2014-11-17,361.9
2014-11-18,365.9
2014-11-19,355.4
2014-11-20,351.8
2014-11-21,346.7
2014-11-24,348.2
2014-11-25,336.0
2014-11-26,337.4
2014-11-27,341.9
2014-11-28,346.35
2014-12-01,347.35
2014-12-02,356.55
2014-12-03,359.45
2014-12-04,353.9
2014-12-05,349.05
2014-12-08,339.05
2014-12-09,329.1
2014-12-10,341.1
2014-12-11,336.15
2014-12-12,328.7
2014-12-15,340.6
2014-12-16,329.7
2014-12-17,318.8
2014-12-18,345.75
2014-12-19,360.75
2014-12-22,359.8
2014-12-23,356.1
2014-12-24,357.6
2014-12-26,348.0
2014-12-29,355.5
2014-12-30,353.7
2014-12-31,367.05
