Date,OMKARCHEM
2014-01-01,114.7
2014-01-02,114.3
2014-01-03,113.95
2014-01-06,117.05
2014-01-07,116.7
2014-01-08,119.25
2014-01-09,118.35
2014-01-10,118.55
2014-01-13,117.35
2014-01-14,117.5
2014-01-15,120.25
2014-01-16,119.35
2014-01-17,118.8
2014-01-20,119.2
2014-01-21,118.2
2014-01-22,119.65
2014-01-23,117.95
2014-01-24,116.35
2014-01-27,116.4
2014-01-28,115.25
2014-01-29,116.85
2014-01-30,115.45
2014-01-31,115.85
2014-02-03,116.8
2014-02-04,117.55
2014-02-05,119.75
2014-02-06,118.55
2014-02-07,117.05
2014-02-10,113.9
2014-02-11,115.35
2014-02-12,117.25
2014-02-13,117.4
2014-02-14,116.25
2014-02-17,115.65
2014-02-18,115.85
2014-02-19,119.35
2014-02-20,119.55
2014-02-21,118.35
2014-02-24,118.15
2014-02-25,118.0
2014-02-26,117.4
2014-02-28,118.55
2014-03-03,118.35
2014-03-04,118.3
2014-03-05,121.0
2014-03-06,125.4
2014-03-07,130.15
2014-03-10,130.75
2014-03-11,132.75
2014-03-12,134.25
2014-03-13,134.8
2014-03-14,136.35
2014-03-18,136.85
2014-03-19,140.25
2014-03-20,140.3
2014-03-21,142.8
2014-03-22,147.15
2014-03-24,146.25
2014-03-25,144.65
2014-03-26,145.3
2014-03-27,144.6
2014-03-28,146.35
2014-03-31,147.7
2014-04-01,146.9
2014-04-02,145.05
2014-04-03,143.55
2014-04-04,143.15
2014-04-07,139.35
2014-04-09,141.1
2014-04-10,142.35
2014-04-11,140.5
2014-04-15,140.65
2014-04-16,139.65
2014-04-17,137.35
2014-04-21,136.05
2014-04-22,129.4
2014-04-23,127.9
2014-04-25,129.4
2014-04-28,117.45
2014-04-29,126.25
2014-04-30,124.3
2014-05-02,124.5
2014-05-05,117.15
2014-05-06,112.45
2014-05-07,114.1
2014-05-08,110.05
2014-05-09,108.0
2014-05-12,113.65
2014-05-13,112.4
2014-05-14,116.2
2014-05-15,114.5
2014-05-16,121.05
2014-05-19,118.3
2014-05-20,126.65
2014-05-21,127.85
2014-05-22,127.45
2014-05-23,130.05
2014-05-26,128.6
2014-05-27,131.55
2014-05-28,129.15
2014-05-29,128.85
2014-05-30,127.85
2014-06-02,127.45
2014-06-03,124.8
2014-06-04,124.55
2014-06-05,127.6
2014-06-06,124.7
2014-06-09,125.95
2014-06-10,124.2
2014-06-11,123.8
2014-06-12,121.7
2014-06-13,115.6
2014-06-16,127.4
2014-06-17,123.65
2014-06-18,124.35
2014-06-19,122.2
2014-06-20,123.35
2014-06-23,123.3
2014-06-24,125.6
2014-06-25,126.0
2014-06-26,127.25
2014-06-27,125.55
2014-06-30,127.85
2014-07-01,128.8
2014-07-02,128.8
2014-07-03,129.55
2014-07-04,131.65
2014-07-07,130.25
2014-07-08,129.85
2014-07-09,131.1
2014-07-10,133.0
2014-07-11,130.6
2014-07-14,138.5
2014-07-15,138.5
2014-07-16,138.9
2014-07-17,137.8
2014-07-18,137.4
2014-07-21,137.25
2014-07-22,136.7
2014-07-23,136.3
2014-07-24,136.7
2014-07-25,136.9
2014-07-28,136.5
2014-07-30,136.5
2014-07-31,135.55
2014-08-01,135.85
2014-08-04,135.75
2014-08-05,139.7
2014-08-06,139.7
2014-08-07,139.65
2014-08-08,141.2
2014-08-11,139.25
2014-08-12,137.7
2014-08-13,139.6
2014-08-14,139.1
2014-08-18,141.9
2014-08-19,141.95
2014-08-20,142.15
2014-08-21,142.35
2014-08-22,141.35
2014-08-25,141.6
2014-08-26,143.15
2014-08-27,141.2
2014-08-28,141.7
2014-09-01,141.2
2014-09-02,141.05
2014-09-03,141.85
2014-09-04,141.0
2014-09-05,138.8
2014-09-08,140.05
2014-09-09,141.45
2014-09-10,139.3
2014-09-11,140.2
2014-09-12,139.1
2014-09-15,144.15
2014-09-16,146.9
2014-09-17,146.45
2014-09-18,152.55
2014-09-19,151.85
2014-09-22,150.95
2014-09-23,145.6
2014-09-24,147.3
2014-09-25,139.95
2014-09-26,142.55
2014-09-29,140.15
2014-09-30,140.0
2014-10-01,139.95
2014-10-07,137.1
2014-10-08,136.8
2014-10-09,138.15
2014-10-10,139.95
2014-10-13,139.4
2014-10-14,141.85
2014-10-16,141.8
2014-10-17,142.95
2014-10-20,143.0
2014-10-21,143.05
2014-10-22,142.15
2014-10-23,144.5
2014-10-27,141.8
2014-10-28,140.1
2014-10-29,138.7
2014-10-30,139.05
2014-10-31,146.8
2014-11-03,143.2
2014-11-05,143.15
2014-11-07,141.5
2014-11-10,140.0
2014-11-11,144.45
2014-11-12,148.95
2014-11-13,152.8
2014-11-14,158.8
2014-11-17,155.1
2014-11-18,154.1
2014-11-19,158.05
2014-11-20,156.65
2014-11-21,156.55
2014-11-24,159.3
2014-11-25,157.7
2014-11-26,156.9
2014-11-27,154.95
2014-11-28,160.75
2014-12-01,158.8
2014-12-02,159.35
2014-12-03,157.95
2014-12-04,154.1
2014-12-05,157.35
2014-12-08,155.2
2014-12-09,153.1
2014-12-10,155.15
2014-12-11,156.3
2014-12-12,154.5
2014-12-15,154.15
2014-12-16,149.35
2014-12-17,143.75
2014-12-18,144.45
2014-12-19,138.7
2014-12-22,140.95
2014-12-23,142.6
2014-12-24,144.5
2014-12-26,148.65
2014-12-29,154.5
2014-12-30,155.45
2014-12-31,158.85
