Date,AUROPHARMA
2014-01-01,391.7
2014-01-02,378.25
2014-01-03,395.15
2014-01-06,411.2
2014-01-07,407.75
2014-01-08,405.5
2014-01-09,392.6
2014-01-10,389.9
2014-01-13,380.15
2014-01-14,388.75
2014-01-15,383.4
2014-01-16,397.1
2014-01-17,384.9
2014-01-20,410.5
2014-01-21,435.5
2014-01-22,436.4
2014-01-23,426.0
2014-01-24,420.6
2014-01-27,412.2
2014-01-28,418.5
2014-01-29,438.8
2014-01-30,455.55
2014-01-31,471.55
2014-02-03,469.15
2014-02-04,478.3
2014-02-05,490.9
2014-02-06,493.6
2014-02-07,507.25
2014-02-10,489.5
2014-02-11,500.8
2014-02-12,492.3
2014-02-13,487.7
2014-02-14,490.3
2014-02-17,503.95
2014-02-18,501.9
2014-02-19,503.6
2014-02-20,493.0
2014-02-21,489.1
2014-02-24,484.05
2014-02-25,516.75
2014-02-26,512.3
2014-02-28,524.15
2014-03-03,529.0
2014-03-04,527.45
2014-03-05,535.4
2014-03-06,533.0
2014-03-07,506.45
2014-03-10,507.8
2014-03-11,487.35
2014-03-12,494.2
2014-03-13,498.1
2014-03-14,514.75
2014-03-18,520.4
2014-03-19,524.35
2014-03-20,534.6
2014-03-21,534.6
2014-03-22,534.45
2014-03-24,521.25
2014-03-25,529.25
2014-03-26,532.5
2014-03-27,523.55
2014-03-28,512.25
2014-03-31,511.5
2014-04-01,534.3
2014-04-02,558.9
2014-04-03,569.6
2014-04-04,564.9
2014-04-07,556.1
2014-04-09,564.35
2014-04-10,543.35
2014-04-11,550.4
2014-04-15,558.2
2014-04-16,547.8
2014-04-17,551.0
2014-04-21,555.05
2014-04-22,548.35
2014-04-23,554.1
2014-04-25,579.25
2014-04-28,589.35
2014-04-29,578.2
2014-04-30,573.1
2014-05-02,601.15
2014-05-05,593.7
2014-05-06,597.9
2014-05-07,596.75
2014-05-08,594.85
2014-05-09,585.75
2014-05-12,590.3
2014-05-13,620.3
2014-05-14,615.1
2014-05-15,615.0
2014-05-16,624.0
2014-05-19,599.85
2014-05-20,603.15
2014-05-21,619.6
2014-05-22,620.25
2014-05-23,614.6
2014-05-26,613.55
2014-05-27,642.45
2014-05-28,639.25
2014-05-29,637.05
2014-05-30,669.8
2014-06-02,638.55
2014-06-03,623.35
2014-06-04,627.6
2014-06-05,636.0
2014-06-06,650.1
2014-06-09,652.4
2014-06-10,687.2
2014-06-11,687.8
2014-06-12,700.8
2014-06-13,698.2
2014-06-16,707.9
2014-06-17,707.35
2014-06-18,700.8
2014-06-19,696.25
2014-06-20,690.45
2014-06-23,718.5
2014-06-24,726.4
2014-06-25,748.7
2014-06-26,741.6
2014-06-27,741.25
2014-06-30,740.85
2014-07-01,732.2
2014-07-02,750.65
2014-07-03,768.3
2014-07-04,765.25
2014-07-07,770.55
2014-07-08,733.7
2014-07-09,677.9
2014-07-10,663.95
2014-07-11,690.8
2014-07-14,689.0
2014-07-15,722.85
2014-07-16,730.7
2014-07-17,742.8
2014-07-18,736.95
2014-07-21,723.95
2014-07-22,719.25
2014-07-23,719.9
2014-07-24,723.65
2014-07-25,691.95
2014-07-28,677.9
2014-07-30,682.45
2014-07-31,712.2
2014-08-01,707.25
2014-08-04,717.8
2014-08-05,732.3
2014-08-06,722.0
2014-08-07,715.05
2014-08-08,722.15
2014-08-11,770.3
2014-08-12,767.75
2014-08-13,762.0
2014-08-14,767.2
2014-08-18,776.45
2014-08-19,766.85
2014-08-20,795.8
2014-08-21,809.4
2014-08-22,811.9
2014-08-25,817.7
2014-08-26,827.55
2014-08-27,824.7
2014-08-28,817.55
2014-09-01,808.75
2014-09-02,811.55
2014-09-03,832.6
2014-09-04,833.05
2014-09-05,830.05
2014-09-08,845.05
2014-09-09,870.0
2014-09-10,878.2
2014-09-11,864.15
2014-09-12,896.15
2014-09-15,893.2
2014-09-16,852.1
2014-09-17,868.3
2014-09-18,883.5
2014-09-19,871.25
2014-09-22,852.4
2014-09-23,812.25
2014-09-24,799.15
2014-09-25,867.45
2014-09-26,881.7
2014-09-29,947.45
2014-09-30,968.25
2014-10-01,966.25
2014-10-07,996.75
2014-10-08,953.45
2014-10-09,948.95
2014-10-10,938.6
2014-10-13,941.35
2014-10-14,931.45
2014-10-16,897.85
2014-10-17,913.2
2014-10-20,933.75
2014-10-21,948.45
2014-10-22,968.25
2014-10-23,964.35
2014-10-27,942.9
2014-10-28,971.55
2014-10-29,957.8
2014-10-30,951.95
2014-10-31,968.45
2014-11-03,1002.8
2014-11-05,1001.3
2014-11-07,1028.45
2014-11-10,1021.15
2014-11-11,1029.5
2014-11-12,1061.75
2014-11-13,1099.5
2014-11-14,1119.95
2014-11-17,1108.1
2014-11-18,1141.75
2014-11-19,1122.3
2014-11-20,1128.0
2014-11-21,1112.0
2014-11-24,1117.5
2014-11-25,1111.15
2014-11-26,1082.3
2014-11-27,1081.1
2014-11-28,1090.85
2014-12-01,1119.4
2014-12-02,1150.2
2014-12-03,1144.75
2014-12-04,1135.25
2014-12-05,1125.8
2014-12-08,1161.7
2014-12-09,1129.65
2014-12-10,1123.6
2014-12-11,1125.0
2014-12-12,1156.7
2014-12-15,1130.25
2014-12-16,1095.85
2014-12-17,1048.6
2014-12-18,1076.35
2014-12-19,1106.3
2014-12-22,1107.8
2014-12-23,1089.5
2014-12-24,1091.6
2014-12-26,1093.05
2014-12-29,1108.55
2014-12-30,1126.3
2014-12-31,1135.7
