Date,LUPIN
2014-01-01,916.5
2014-01-02,906.0
2014-01-03,932.9
2014-01-06,938.0
2014-01-07,932.9
2014-01-08,938.35
2014-01-09,934.0
2014-01-10,936.75
2014-01-13,919.95
2014-01-14,934.35
2014-01-15,925.25
2014-01-16,916.0
2014-01-17,909.35
2014-01-20,909.85
2014-01-21,907.5
2014-01-22,926.95
2014-01-23,921.9
2014-01-24,913.75
2014-01-27,896.4
2014-01-28,876.25
2014-01-29,866.25
2014-01-30,869.85
2014-01-31,881.9
2014-02-03,921.8
2014-02-04,912.05
2014-02-05,915.45
2014-02-06,908.95
2014-02-07,919.3
2014-02-10,924.55
2014-02-11,913.2
2014-02-12,910.0
2014-02-13,894.05
2014-02-14,901.35
2014-02-17,914.3
2014-02-18,922.75
2014-02-19,942.15
2014-02-20,937.45
2014-02-21,935.8
2014-02-24,956.2
2014-02-25,953.55
2014-02-26,960.15
2014-02-28,995.45
2014-03-03,982.75
2014-03-04,988.95
2014-03-05,988.85
2014-03-06,982.8
2014-03-07,966.3
2014-03-10,958.25
2014-03-11,963.35
2014-03-12,961.05
2014-03-13,948.7
2014-03-14,944.55
2014-03-18,930.05
2014-03-19,944.65
2014-03-20,940.8
2014-03-21,944.65
2014-03-22,950.75
2014-03-24,953.5
2014-03-25,963.75
2014-03-26,936.75
2014-03-27,933.95
2014-03-28,947.25
2014-03-31,933.15
2014-04-01,945.1
2014-04-02,958.8
2014-04-03,978.35
2014-04-04,977.1
2014-04-07,960.75
2014-04-09,973.4
2014-04-10,954.0
2014-04-11,948.25
2014-04-15,942.25
2014-04-16,952.7
2014-04-17,955.65
2014-04-21,956.9
2014-04-22,982.6
2014-04-23,986.7
2014-04-25,992.3
2014-04-28,999.35
2014-04-29,991.2
2014-04-30,989.6
2014-05-02,1010.1
2014-05-05,997.9
2014-05-06,1002.35
2014-05-07,990.0
2014-05-08,979.3
2014-05-09,966.0
2014-05-12,959.05
2014-05-13,965.1
2014-05-14,965.9
2014-05-15,953.35
2014-05-16,958.65
2014-05-19,914.3
2014-05-20,929.8
2014-05-21,928.7
2014-05-22,927.5
2014-05-23,923.85
2014-05-26,909.4
2014-05-27,919.45
2014-05-28,929.7
2014-05-29,920.9
2014-05-30,935.95
2014-06-02,921.95
2014-06-03,915.7
2014-06-04,924.65
2014-06-05,926.85
2014-06-06,947.7
2014-06-09,957.6
2014-06-10,976.2
2014-06-11,980.4
2014-06-12,988.65
2014-06-13,983.4
2014-06-16,971.85
2014-06-17,976.35
2014-06-18,999.15
2014-06-19,1011.3
2014-06-20,999.45
2014-06-23,1011.05
2014-06-24,1009.2
2014-06-25,1023.8
2014-06-26,1028.6
2014-06-27,1048.35
2014-06-30,1048.05
2014-07-01,1049.55
2014-07-02,1074.2
2014-07-03,1082.05
2014-07-04,1088.45
2014-07-07,1078.1
2014-07-08,1058.7
2014-07-09,1038.4
2014-07-10,1039.45
2014-07-11,1053.25
2014-07-14,1057.9
2014-07-15,1056.25
2014-07-16,1064.45
2014-07-17,1091.65
2014-07-18,1088.0
2014-07-21,1082.2
2014-07-22,1097.3
2014-07-23,1091.15
2014-07-24,1094.4
2014-07-25,1129.9
2014-07-28,1118.65
2014-07-30,1173.5
2014-07-31,1181.75
2014-08-01,1165.4
2014-08-04,1177.6
2014-08-05,1176.5
2014-08-06,1166.2
2014-08-07,1161.65
2014-08-08,1160.45
2014-08-11,1158.85
2014-08-12,1164.7
2014-08-13,1164.75
2014-08-14,1183.4
2014-08-18,1201.3
2014-08-19,1218.0
2014-08-20,1246.05
2014-08-21,1237.7
2014-08-22,1250.55
2014-08-25,1263.35
2014-08-26,1288.0
2014-08-27,1289.65
2014-08-28,1285.4
2014-09-01,1289.85
2014-09-02,1308.6
2014-09-03,1312.6
2014-09-04,1325.7
2014-09-05,1328.25
2014-09-08,1338.45
2014-09-09,1348.1
2014-09-10,1343.3
2014-09-11,1319.05
2014-09-12,1359.0
2014-09-15,1415.9
2014-09-16,1360.9
2014-09-17,1364.7
2014-09-18,1377.5
2014-09-19,1400.85
2014-09-22,1390.3
2014-09-23,1357.15
2014-09-24,1367.25
2014-09-25,1361.7
2014-09-26,1379.55
2014-09-29,1395.95
2014-09-30,1395.65
2014-10-01,1386.8
2014-10-07,1368.05
2014-10-08,1331.25
2014-10-09,1338.3
2014-10-10,1328.05
2014-10-13,1327.25
2014-10-14,1330.45
2014-10-16,1318.9
2014-10-17,1347.15
2014-10-20,1386.8
2014-10-21,1367.75
2014-10-22,1388.9
2014-10-23,1390.85
2014-10-27,1393.25
2014-10-28,1357.55
2014-10-29,1356.4
2014-10-30,1345.3
2014-10-31,1369.05
2014-11-03,1359.35
2014-11-05,1381.3
2014-11-07,1419.35
2014-11-10,1430.95
2014-11-11,1430.4
2014-11-12,1422.9
2014-11-13,1438.2
2014-11-14,1443.95
2014-11-17,1446.45
2014-11-18,1447.65
2014-11-19,1449.35
2014-11-20,1468.6
2014-11-21,1463.25
2014-11-24,1473.3
2014-11-25,1456.1
2014-11-26,1440.4
2014-11-27,1448.9
2014-11-28,1480.45
2014-12-01,1460.85
2014-12-02,1477.9
2014-12-03,1470.1
2014-12-04,1481.9
2014-12-05,1474.25
2014-12-08,1456.3
2014-12-09,1432.5
2014-12-10,1431.15
2014-12-11,1437.05
2014-12-12,1449.85
2014-12-15,1445.9
2014-12-16,1425.25
2014-12-17,1392.55
2014-12-18,1425.55
2014-12-19,1418.05
2014-12-22,1441.2
2014-12-23,1437.8
2014-12-24,1401.1
2014-12-26,1406.95
2014-12-29,1432.5
2014-12-30,1427.8
2014-12-31,1427.95
