Date,CERA
2014-01-01,695.3
2014-01-02,698.55
2014-01-03,691.05
2014-01-06,687.85
2014-01-07,686.4
2014-01-08,721.55
2014-01-09,709.6
2014-01-10,705.35
2014-01-13,715.05
2014-01-14,698.4
2014-01-15,715.5
2014-01-16,743.15
2014-01-17,756.3
2014-01-20,755.95
2014-01-21,750.55
2014-01-22,757.65
2014-01-23,750.05
2014-01-24,756.95
2014-01-27,750.35
2014-01-28,750.05
2014-01-29,750.5
2014-01-30,754.05
2014-01-31,750.6
2014-02-03,772.95
2014-02-04,779.35
2014-02-05,776.75
2014-02-06,753.75
2014-02-07,759.2
2014-02-10,756.05
2014-02-11,754.8
2014-02-12,753.75
2014-02-13,750.65
2014-02-14,750.1
2014-02-17,750.0
2014-02-18,765.55
2014-02-19,752.5
2014-02-20,757.1
2014-02-21,751.3
2014-02-24,761.95
2014-02-25,756.65
2014-02-26,751.05
2014-02-28,755.85
2014-03-03,750.0
2014-03-04,757.95
2014-03-05,775.95
2014-03-06,833.55
2014-03-07,844.1
2014-03-10,845.25
2014-03-11,848.45
2014-03-12,831.15
2014-03-13,814.2
2014-03-14,844.6
2014-03-18,872.25
2014-03-19,885.7
2014-03-20,870.6
2014-03-21,873.35
2014-03-22,869.8
2014-03-24,879.85
2014-03-25,874.6
2014-03-26,889.1
2014-03-27,876.45
2014-03-28,888.25
2014-03-31,884.15
2014-04-01,876.75
2014-04-02,871.35
2014-04-03,857.55
2014-04-04,843.0
2014-04-07,820.05
2014-04-09,858.4
2014-04-10,842.2
2014-04-11,856.9
2014-04-15,881.45
2014-04-16,882.55
2014-04-17,878.45
2014-04-21,871.25
2014-04-22,854.7
2014-04-23,844.7
2014-04-25,878.85
2014-04-28,875.55
2014-04-29,926.55
2014-04-30,961.95
2014-05-02,1154.3
2014-05-05,1311.8
2014-05-06,1291.9
2014-05-07,1254.5
2014-05-08,1227.45
2014-05-09,1207.25
2014-05-12,1200.25
2014-05-13,1112.5
2014-05-14,1138.65
2014-05-15,1158.3
2014-05-16,1176.95
2014-05-19,1180.6
2014-05-20,1201.25
2014-05-21,1149.85
2014-05-22,1183.65
2014-05-23,1191.35
2014-05-26,1190.6
2014-05-27,1189.2
2014-05-28,1161.45
2014-05-29,1176.05
2014-05-30,1293.65
2014-06-02,1375.65
2014-06-03,1394.55
2014-06-04,1406.1
2014-06-05,1394.25
2014-06-06,1387.05
2014-06-09,1353.9
2014-06-10,1324.85
2014-06-11,1272.7
2014-06-12,1257.5
2014-06-13,1266.75
2014-06-16,1210.05
2014-06-17,1217.65
2014-06-18,1220.1
2014-06-19,1252.55
2014-06-20,1251.45
2014-06-23,1293.2
2014-06-24,1297.05
2014-06-25,1267.75
2014-06-26,1243.8
2014-06-27,1268.05
2014-06-30,1256.85
2014-07-01,1264.95
2014-07-02,1268.35
2014-07-03,1297.1
2014-07-04,1316.75
2014-07-07,1328.45
2014-07-08,1306.9
2014-07-09,1248.55
2014-07-10,1275.6
2014-07-11,1202.0
2014-07-14,1228.6
2014-07-15,1270.3
2014-07-16,1263.8
2014-07-17,1257.85
2014-07-18,1253.4
2014-07-21,1273.75
2014-07-22,1272.7
2014-07-23,1239.65
2014-07-24,1220.7
2014-07-25,1249.95
2014-07-28,1257.7
2014-07-30,1298.35
2014-07-31,1317.15
2014-08-01,1317.0
2014-08-04,1314.75
2014-08-05,1351.3
2014-08-06,1366.05
2014-08-07,1387.6
2014-08-08,1473.3
2014-08-11,1554.8
2014-08-12,1534.15
2014-08-13,1543.3
2014-08-14,1556.0
2014-08-18,1649.75
2014-08-19,1675.25
2014-08-20,1663.35
2014-08-21,1651.5
2014-08-22,1673.35
2014-08-25,1747.6
2014-08-26,1772.4
2014-08-27,1705.95
2014-08-28,1684.45
2014-09-01,1702.3
