Date,FORTIS
2014-01-01,101.9
2014-01-02,101.7
2014-01-03,102.1
2014-01-06,101.95
2014-01-07,101.95
2014-01-08,101.85
2014-01-09,100.95
2014-01-10,99.95
2014-01-13,99.4
2014-01-14,98.65
2014-01-15,99.4
2014-01-16,100.45
2014-01-17,98.6
2014-01-20,98.95
2014-01-21,98.85
2014-01-22,102.55
2014-01-23,101.0
2014-01-24,100.4
2014-01-27,97.9
2014-01-28,98.15
2014-01-29,97.2
2014-01-30,96.55
2014-01-31,101.0
2014-02-03,98.15
2014-02-04,100.05
2014-02-05,99.0
2014-02-06,98.5
2014-02-07,98.95
2014-02-10,101.15
2014-02-11,99.0
2014-02-12,97.65
2014-02-13,98.1
2014-02-14,97.25
2014-02-17,95.2
2014-02-18,95.4
2014-02-19,95.3
2014-02-20,94.15
2014-02-21,94.4
2014-02-24,94.5
2014-02-25,94.25
2014-02-26,94.25
2014-02-28,94.5
2014-03-03,93.45
2014-03-04,94.15
2014-03-05,94.9
2014-03-06,94.95
2014-03-07,94.55
2014-03-10,94.0
2014-03-11,95.0
2014-03-12,95.65
2014-03-13,95.35
2014-03-14,95.0
2014-03-18,94.8
2014-03-19,95.65
2014-03-20,97.4
2014-03-21,98.65
2014-03-22,98.95
2014-03-24,98.05
2014-03-25,97.95
2014-03-26,97.5
2014-03-27,97.45
2014-03-28,97.85
2014-03-31,97.7
2014-04-01,97.35
2014-04-02,97.75
2014-04-03,97.55
2014-04-04,97.9
2014-04-07,97.85
2014-04-09,98.8
2014-04-10,98.2
2014-04-11,97.4
2014-04-15,97.05
2014-04-16,99.9
2014-04-17,103.05
2014-04-21,104.5
2014-04-22,101.45
2014-04-23,101.1
2014-04-25,101.6
2014-04-28,101.7
2014-04-29,100.55
2014-04-30,99.65
2014-05-02,98.75
2014-05-05,98.5
2014-05-06,98.6
2014-05-07,98.95
2014-05-08,99.0
2014-05-09,98.25
2014-05-12,98.25
2014-05-13,98.55
2014-05-14,99.75
2014-05-15,98.85
2014-05-16,103.05
2014-05-19,104.1
2014-05-20,107.1
2014-05-21,109.85
2014-05-22,111.9
2014-05-23,116.25
2014-05-26,109.7
2014-05-27,110.4
2014-05-28,111.05
2014-05-29,108.95
2014-05-30,105.55
2014-06-02,107.55
2014-06-03,109.25
2014-06-04,108.4
2014-06-05,111.45
2014-06-06,114.85
2014-06-09,115.55
2014-06-10,123.05
2014-06-11,121.45
2014-06-12,123.9
2014-06-13,119.0
2014-06-16,119.9
2014-06-17,120.9
2014-06-18,119.0
2014-06-19,117.85
2014-06-20,117.3
2014-06-23,118.95
2014-06-24,119.8
2014-06-25,122.1
2014-06-26,122.45
2014-06-27,120.1
2014-06-30,121.95
2014-07-01,121.5
2014-07-02,124.8
2014-07-03,123.25
2014-07-04,123.2
2014-07-07,121.65
2014-07-08,119.4
2014-07-09,115.35
2014-07-10,115.35
2014-07-11,110.5
2014-07-14,109.7
2014-07-15,114.35
2014-07-16,120.05
2014-07-17,120.35
2014-07-18,119.05
2014-07-21,119.7
2014-07-22,124.6
2014-07-23,123.0
2014-07-24,123.9
2014-07-25,119.0
2014-07-28,119.0
2014-07-30,119.05
2014-07-31,117.9
2014-08-01,116.15
2014-08-04,116.35
2014-08-05,118.4
2014-08-06,114.7
2014-08-07,115.05
2014-08-08,114.25
2014-08-11,114.95
2014-08-12,115.5
2014-08-13,115.05
2014-08-14,113.95
2014-08-18,115.75
2014-08-19,117.95
2014-08-20,120.55
2014-08-21,121.9
2014-08-22,118.35
2014-08-25,116.6
2014-08-26,116.25
2014-08-27,121.45
2014-08-28,120.05
2014-09-01,119.75
2014-09-02,119.45
2014-09-03,117.75
2014-09-04,117.15
2014-09-05,118.35
2014-09-08,118.7
2014-09-09,118.1
2014-09-10,125.25
2014-09-11,124.95
2014-09-12,121.9
2014-09-15,129.85
2014-09-16,122.3
2014-09-17,123.15
2014-09-18,123.95
2014-09-19,123.3
2014-09-22,123.3
2014-09-23,118.7
2014-09-24,117.05
2014-09-25,115.65
2014-09-26,116.75
2014-09-29,117.3
2014-09-30,116.9
2014-10-01,116.55
2014-10-07,116.1
2014-10-08,115.45
2014-10-09,117.7
2014-10-10,116.6
2014-10-13,117.35
2014-10-14,116.35
2014-10-16,115.25
2014-10-17,115.95
2014-10-20,116.05
2014-10-21,116.95
2014-10-22,116.3
2014-10-23,117.15
2014-10-27,119.7
2014-10-28,120.45
2014-10-29,120.85
2014-10-30,120.65
2014-10-31,121.5
2014-11-03,120.7
2014-11-05,120.75
2014-11-07,119.65
2014-11-10,119.45
2014-11-11,120.3
2014-11-12,121.85
2014-11-13,116.35
2014-11-14,114.55
2014-11-17,114.4
2014-11-18,113.9
2014-11-19,113.95
2014-11-20,112.05
2014-11-21,109.2
2014-11-24,106.1
2014-11-25,106.05
2014-11-26,106.5
2014-11-27,107.35
2014-11-28,106.7
2014-12-01,106.0
2014-12-02,106.95
2014-12-03,107.0
2014-12-04,106.6
2014-12-05,104.95
2014-12-08,104.85
2014-12-09,104.1
2014-12-10,104.05
2014-12-11,102.55
2014-12-12,102.5
2014-12-15,103.3
2014-12-16,103.0
2014-12-17,102.6
2014-12-18,102.95
2014-12-19,102.8
2014-12-22,102.05
2014-12-23,102.3
2014-12-24,104.8
2014-12-26,107.2
2014-12-29,106.7
2014-12-30,109.4
2014-12-31,111.05
