Date,ASAHIINDIA
2014-01-01,45.7
2014-01-02,44.5
2014-01-03,44.65
2014-01-06,44.2
2014-01-07,44.85
2014-01-08,47.95
2014-01-09,49.9
2014-01-10,49.65
2014-01-13,47.25
2014-01-14,47.35
2014-01-15,47.55
2014-01-16,47.5
2014-01-17,45.85
2014-01-20,47.2
2014-01-21,47.8
2014-01-22,47.35
2014-01-23,46.8
2014-01-24,45.65
2014-01-27,42.7
2014-01-28,43.6
2014-01-29,43.4
2014-01-30,42.5
2014-01-31,42.25
2014-02-03,43.35
2014-02-04,42.75
2014-02-05,41.8
2014-02-06,42.6
2014-02-07,42.1
2014-02-10,42.55
2014-02-11,42.95
2014-02-12,44.1
2014-02-13,41.6
2014-02-14,41.8
2014-02-17,40.45
2014-02-18,41.9
2014-02-19,42.3
2014-02-20,44.1
2014-02-21,45.3
2014-02-24,46.7
2014-02-25,47.7
2014-02-26,48.5
2014-02-28,48.15
2014-03-03,47.8
2014-03-04,54.55
2014-03-05,52.45
2014-03-06,53.55
2014-03-07,51.7
2014-03-10,56.3
2014-03-11,55.7
2014-03-12,56.9
2014-03-13,55.1
2014-03-14,53.4
2014-03-18,52.95
2014-03-19,53.35
2014-03-20,52.55
2014-03-21,54.0
2014-03-22,54.05
2014-03-24,58.65
2014-03-25,57.45
2014-03-26,58.85
2014-03-27,58.65
2014-03-28,58.2
2014-03-31,59.5
2014-04-01,58.1
2014-04-02,58.75
2014-04-03,59.0
2014-04-04,58.85
2014-04-07,61.55
2014-04-09,62.2
2014-04-10,60.7
2014-04-11,61.75
2014-04-15,60.9
2014-04-16,59.15
2014-04-17,60.25
2014-04-21,60.5
2014-04-22,61.0
2014-04-23,60.5
2014-04-25,59.2
2014-04-28,58.9
2014-04-29,57.3
2014-04-30,54.1
2014-05-02,54.5
2014-05-05,55.35
2014-05-06,54.35
2014-05-07,54.5
2014-05-08,54.55
2014-05-09,53.85
2014-05-12,54.25
2014-05-13,56.35
2014-05-14,57.7
2014-05-15,57.15
2014-05-16,59.4
2014-05-19,64.95
2014-05-20,66.05
2014-05-21,67.75
2014-05-22,68.0
2014-05-23,67.3
2014-05-26,66.2
2014-05-27,64.2
2014-05-28,66.1
2014-05-29,67.65
2014-05-30,66.35
2014-06-02,68.3
2014-06-03,71.5
2014-06-04,74.05
2014-06-05,80.6
2014-06-06,79.7
2014-06-09,80.5
2014-06-10,79.9
2014-06-11,79.75
2014-06-12,77.4
2014-06-13,74.2
2014-06-16,73.9
2014-06-17,76.1
2014-06-18,74.35
2014-06-19,72.3
2014-06-20,73.55
2014-06-23,72.0
2014-06-24,72.65
2014-06-25,72.5
2014-06-26,71.55
2014-06-27,71.75
2014-06-30,72.4
2014-07-01,72.95
2014-07-02,80.45
2014-07-03,84.05
2014-07-04,84.15
2014-07-07,82.85
2014-07-08,85.85
2014-07-09,84.65
2014-07-10,83.55
2014-07-11,83.5
2014-07-14,83.4
2014-07-15,87.55
2014-07-16,91.4
2014-07-17,90.2
2014-07-18,89.1
2014-07-21,91.5
2014-07-22,88.85
2014-07-23,87.0
2014-07-24,86.8
2014-07-25,84.05
2014-07-28,84.8
2014-07-30,84.2
2014-07-31,89.45
2014-08-01,87.55
2014-08-04,87.8
2014-08-05,89.1
2014-08-06,87.35
2014-08-07,85.25
2014-08-08,82.15
2014-08-11,83.2
2014-08-12,84.5
2014-08-13,82.5
2014-08-14,84.7
2014-08-18,83.7
2014-08-19,86.75
2014-08-20,88.65
2014-08-21,86.95
2014-08-22,86.35
2014-08-25,85.8
2014-08-26,86.55
2014-08-27,87.65
2014-08-28,91.95
2014-09-01,100.7
2014-09-02,106.65
2014-09-03,101.7
2014-09-04,101.6
2014-09-05,100.25
2014-09-08,102.7
2014-09-09,101.95
2014-09-10,105.75
2014-09-11,107.75
2014-09-12,105.1
2014-09-15,103.25
2014-09-16,102.05
2014-09-17,103.1
2014-09-18,105.25
2014-09-19,111.7
2014-09-22,107.95
2014-09-23,109.5
2014-09-24,110.8
2014-09-25,109.9
2014-09-26,110.8
2014-09-29,113.4
2014-09-30,111.05
2014-10-01,105.8
2014-10-07,103.9
2014-10-08,105.4
2014-10-09,105.35
2014-10-10,104.55
2014-10-13,110.4
2014-10-14,117.05
2014-10-16,110.65
2014-10-17,114.25
2014-10-20,110.7
2014-10-21,108.7
2014-10-22,112.95
2014-10-23,117.3
2014-10-27,118.1
2014-10-28,119.7
2014-10-29,122.15
2014-10-30,120.1
2014-10-31,117.1
2014-11-03,125.0
2014-11-05,130.45
2014-11-07,128.25
2014-11-10,124.6
2014-11-11,123.65
2014-11-12,127.6
2014-11-13,129.45
2014-11-14,126.9
2014-11-17,128.35
2014-11-18,126.7
2014-11-19,128.7
2014-11-20,129.15
2014-11-21,128.0
2014-11-24,128.75
2014-11-25,125.05
2014-11-26,125.15
2014-11-27,125.2
2014-11-28,126.95
2014-12-01,122.8
2014-12-02,121.6
2014-12-03,123.6
2014-12-04,122.05
2014-12-05,120.2
2014-12-08,118.15
2014-12-09,115.6
2014-12-10,116.75
2014-12-11,115.9
2014-12-12,115.0
2014-12-15,117.0
2014-12-16,115.15
2014-12-17,114.8
2014-12-18,117.1
2014-12-19,116.7
2014-12-22,117.35
2014-12-23,114.35
2014-12-24,114.75
2014-12-26,115.5
2014-12-29,116.6
2014-12-30,116.6
2014-12-31,122.0
