Date,MANGLMCEM
2014-01-01,113.85
2014-01-02,109.35
2014-01-03,108.0
2014-01-06,106.65
2014-01-07,107.85
2014-01-08,108.75
2014-01-09,106.7
2014-01-10,106.9
2014-01-13,106.55
2014-01-14,106.1
2014-01-15,105.65
2014-01-16,105.5
2014-01-17,108.8
2014-01-20,107.85
2014-01-21,106.75
2014-01-22,107.6
2014-01-23,105.5
2014-01-24,103.05
2014-01-27,100.65
2014-01-28,101.7
2014-01-29,101.7
2014-01-30,101.5
2014-01-31,101.0
2014-02-03,97.2
2014-02-04,97.55
2014-02-05,97.35
2014-02-06,97.75
2014-02-07,98.65
2014-02-10,99.15
2014-02-11,99.35
2014-02-12,100.4
2014-02-13,100.0
2014-02-14,96.35
2014-02-17,97.8
2014-02-18,98.9
2014-02-19,100.2
2014-02-20,98.65
2014-02-21,102.85
2014-02-24,104.5
2014-02-25,104.05
2014-02-26,103.75
2014-02-28,102.3
2014-03-03,102.8
2014-03-04,100.05
2014-03-05,102.0
2014-03-06,106.6
2014-03-07,109.75
2014-03-10,110.15
2014-03-11,112.05
2014-03-12,109.0
2014-03-13,108.3
2014-03-14,109.7
2014-03-18,109.95
2014-03-19,110.15
2014-03-20,109.75
2014-03-21,110.9
2014-03-22,110.25
2014-03-24,111.6
2014-03-25,110.2
2014-03-26,111.7
2014-03-27,114.95
2014-03-28,122.0
2014-03-31,123.15
2014-04-01,126.0
2014-04-02,125.8
2014-04-03,126.0
2014-04-04,125.65
2014-04-07,127.5
2014-04-09,127.95
2014-04-10,129.5
2014-04-11,131.8
2014-04-15,133.7
2014-04-16,128.25
2014-04-17,135.35
2014-04-21,135.55
2014-04-22,141.2
2014-04-23,139.9
2014-04-25,136.75
2014-04-28,134.45
2014-04-29,136.45
2014-04-30,124.85
2014-05-02,129.4
2014-05-05,131.45
2014-05-06,130.05
2014-05-07,128.6
2014-05-08,130.6
2014-05-09,130.0
2014-05-12,132.05
2014-05-13,138.85
2014-05-14,140.0
2014-05-15,137.35
2014-05-16,142.85
2014-05-19,166.9
2014-05-20,168.85
2014-05-21,172.75
2014-05-22,178.45
2014-05-23,181.6
2014-05-26,176.2
2014-05-27,168.75
2014-05-28,178.3
2014-05-29,184.95
2014-05-30,182.75
2014-06-02,186.1
2014-06-03,202.15
2014-06-04,209.25
2014-06-05,216.8
2014-06-06,212.1
2014-06-09,221.3
2014-06-10,219.25
2014-06-11,210.7
2014-06-12,208.2
2014-06-13,202.2
2014-06-16,200.65
2014-06-17,203.95
2014-06-18,210.1
2014-06-19,211.2
2014-06-20,209.85
2014-06-23,211.7
2014-06-24,212.35
2014-06-25,208.4
2014-06-26,208.95
2014-06-27,213.05
2014-06-30,219.65
2014-07-01,219.8
2014-07-02,221.0
2014-07-03,220.25
2014-07-04,221.15
2014-07-07,229.25
2014-07-08,206.85
2014-07-09,205.2
2014-07-10,214.5
2014-07-11,204.0
2014-07-14,199.4
2014-07-15,200.85
2014-07-16,204.9
2014-07-17,213.35
2014-07-18,213.65
2014-07-21,220.05
2014-07-22,220.75
2014-07-23,215.25
2014-07-24,215.0
2014-07-25,215.7
2014-07-28,215.0
2014-07-30,215.55
2014-07-31,216.6
2014-08-01,217.35
2014-08-04,218.5
2014-08-05,228.0
2014-08-06,230.05
2014-08-07,226.7
2014-08-08,228.15
2014-08-11,231.0
2014-08-12,242.05
2014-08-13,237.75
2014-08-14,240.05
2014-08-18,240.9
2014-08-19,242.55
2014-08-20,238.4
2014-08-21,246.7
2014-08-22,260.5
2014-08-25,248.0
2014-08-26,246.35
2014-08-27,256.35
2014-08-28,251.3
2014-09-01,259.95
2014-09-02,258.95
2014-09-03,260.15
2014-09-04,262.0
2014-09-05,262.25
2014-09-08,260.25
2014-09-09,257.8
2014-09-10,259.3
2014-09-11,259.85
2014-09-12,257.2
2014-09-15,252.8
2014-09-16,240.25
2014-09-17,248.05
2014-09-18,253.6
2014-09-19,259.35
2014-09-22,254.75
2014-09-23,249.8
2014-09-24,245.3
2014-09-25,239.7
2014-09-26,239.4
2014-09-29,244.3
2014-09-30,245.85
2014-10-01,240.7
2014-10-07,245.0
2014-10-08,242.75
2014-10-09,247.8
2014-10-10,244.3
2014-10-13,246.4
2014-10-14,247.85
2014-10-16,233.65
2014-10-17,235.85
2014-10-20,238.3
2014-10-21,238.9
2014-10-22,244.35
2014-10-23,256.2
2014-10-27,258.7
2014-10-28,261.55
2014-10-29,262.85
2014-10-30,267.15
2014-10-31,278.2
2014-11-03,295.6
2014-11-05,304.1
2014-11-07,300.2
2014-11-10,300.1
2014-11-11,300.3
2014-11-12,300.05
2014-11-13,310.6
2014-11-14,309.8
2014-11-17,315.65
2014-11-18,326.45
2014-11-19,335.0
2014-11-20,345.35
2014-11-21,331.5
2014-11-24,324.65
2014-11-25,310.85
2014-11-26,310.7
2014-11-27,312.35
2014-11-28,318.55
2014-12-01,309.35
2014-12-02,308.05
2014-12-03,310.25
2014-12-04,308.15
2014-12-05,310.7
2014-12-08,312.75
2014-12-09,306.55
2014-12-10,310.95
2014-12-11,311.6
2014-12-12,305.05
2014-12-15,296.7
2014-12-16,282.8
2014-12-17,277.25
2014-12-18,287.0
2014-12-19,299.35
2014-12-22,292.15
2014-12-23,315.45
2014-12-24,312.85
2014-12-26,308.6
2014-12-29,311.55
2014-12-30,310.2
2014-12-31,311.7
