Date,TORNTPOWER
2014-01-01,118.45
2014-01-02,114.0
2014-01-03,110.25
2014-01-06,111.2
2014-01-07,112.65
2014-01-08,112.0
2014-01-09,110.6
2014-01-10,107.4
2014-01-13,106.6
2014-01-14,109.0
2014-01-15,109.95
2014-01-16,109.0
2014-01-17,108.4
2014-01-20,109.1
2014-01-21,107.6
2014-01-22,112.1
2014-01-23,110.5
2014-01-24,107.1
2014-01-27,99.3
2014-01-28,98.3
2014-01-29,97.55
2014-01-30,94.7
2014-01-31,94.9
2014-02-03,92.65
2014-02-04,92.5
2014-02-05,94.4
2014-02-06,95.35
2014-02-07,94.55
2014-02-10,93.7
2014-02-11,92.15
2014-02-12,89.85
2014-02-13,87.25
2014-02-14,86.25
2014-02-17,85.75
2014-02-18,85.05
2014-02-19,86.85
2014-02-20,86.5
2014-02-21,84.9
2014-02-24,85.1
2014-02-25,84.05
2014-02-26,82.95
2014-02-28,83.35
2014-03-03,82.5
2014-03-04,82.45
2014-03-05,82.95
2014-03-06,85.2
2014-03-07,85.95
2014-03-10,85.9
2014-03-11,86.3
2014-03-12,85.4
2014-03-13,83.35
2014-03-14,80.8
2014-03-18,79.5
2014-03-19,80.85
2014-03-20,80.5
2014-03-21,80.6
2014-03-22,86.8
2014-03-24,84.75
2014-03-25,83.7
2014-03-26,87.4
2014-03-27,89.35
2014-03-28,92.1
2014-03-31,94.0
2014-04-01,92.9
2014-04-02,92.85
2014-04-03,93.4
2014-04-04,96.2
2014-04-07,96.75
2014-04-09,101.85
2014-04-10,103.65
2014-04-11,106.15
2014-04-15,104.5
2014-04-16,102.35
2014-04-17,106.8
2014-04-21,107.9
2014-04-22,106.45
2014-04-23,104.95
2014-04-25,102.35
2014-04-28,102.05
2014-04-29,103.0
2014-04-30,104.3
2014-05-02,102.8
2014-05-05,101.85
2014-05-06,107.9
2014-05-07,109.15
2014-05-08,109.6
2014-05-09,118.9
2014-05-12,140.55
2014-05-13,130.45
2014-05-14,128.05
2014-05-15,129.8
2014-05-16,128.75
2014-05-19,137.15
2014-05-20,140.8
2014-05-21,158.15
2014-05-22,160.45
2014-05-23,158.9
2014-05-26,151.1
2014-05-27,155.45
2014-05-28,162.1
2014-05-29,154.55
2014-05-30,157.1
2014-06-02,157.5
2014-06-03,157.15
2014-06-04,167.7
2014-06-05,169.1
2014-06-06,165.95
2014-06-09,168.05
2014-06-10,163.25
2014-06-11,167.35
2014-06-12,168.0
2014-06-13,159.65
2014-06-16,156.9
2014-06-17,158.85
2014-06-18,156.5
2014-06-19,154.45
2014-06-20,151.9
2014-06-23,154.25
2014-06-24,158.8
2014-06-25,158.0
2014-06-26,156.85
2014-06-27,154.6
2014-06-30,159.85
2014-07-01,160.5
2014-07-02,164.65
2014-07-03,159.35
2014-07-04,155.9
2014-07-07,155.45
2014-07-08,151.7
2014-07-09,146.05
2014-07-10,150.6
2014-07-11,143.4
2014-07-14,141.35
2014-07-15,147.85
2014-07-16,150.05
2014-07-17,151.7
2014-07-18,154.75
2014-07-21,155.35
2014-07-22,148.7
2014-07-23,145.1
2014-07-24,147.85
2014-07-25,141.75
2014-07-28,141.85
2014-07-30,142.45
2014-07-31,140.0
2014-08-01,133.55
2014-08-04,135.1
2014-08-05,135.1
2014-08-06,133.35
2014-08-07,131.15
2014-08-08,123.0
2014-08-11,124.95
2014-08-12,127.75
2014-08-13,124.2
2014-08-14,123.65
2014-08-18,126.9
2014-08-19,127.75
2014-08-20,130.65
2014-08-21,126.15
2014-08-22,128.3
2014-08-25,130.45
2014-08-26,128.05
2014-08-27,136.95
2014-08-28,134.05
2014-09-01,138.15
2014-09-02,138.5
2014-09-03,136.3
2014-09-04,141.25
2014-09-05,141.1
2014-09-08,162.05
2014-09-09,156.8
2014-09-10,166.3
2014-09-11,169.85
2014-09-12,164.6
2014-09-15,167.25
2014-09-16,155.45
2014-09-17,152.1
2014-09-18,154.85
2014-09-19,151.95
2014-09-22,146.05
2014-09-23,139.75
2014-09-24,141.6
2014-09-25,134.35
2014-09-26,138.25
2014-09-29,137.45
2014-09-30,136.1
2014-10-01,133.3
2014-10-07,131.0
2014-10-08,136.45
2014-10-09,139.95
2014-10-10,136.75
2014-10-13,139.35
2014-10-14,143.85
2014-10-16,138.25
2014-10-17,138.3
2014-10-20,156.05
2014-10-21,157.7
2014-10-22,154.1
2014-10-23,154.1
2014-10-27,158.55
2014-10-28,163.35
2014-10-29,164.55
2014-10-30,161.95
2014-10-31,164.65
2014-11-03,164.05
2014-11-05,163.85
2014-11-07,159.6
2014-11-10,156.75
2014-11-11,154.9
2014-11-12,153.35
2014-11-13,153.9
2014-11-14,152.3
2014-11-17,156.2
2014-11-18,163.35
2014-11-19,160.55
2014-11-20,157.8
2014-11-21,156.55
2014-11-24,154.0
2014-11-25,148.75
2014-11-26,159.7
2014-11-27,158.75
2014-11-28,157.3
2014-12-01,154.65
2014-12-02,159.8
2014-12-03,161.0
2014-12-04,162.3
2014-12-05,163.8
2014-12-08,159.45
2014-12-09,155.45
2014-12-10,159.25
2014-12-11,161.75
2014-12-12,156.45
2014-12-15,154.95
2014-12-16,154.55
2014-12-17,161.1
2014-12-18,180.4
2014-12-19,168.65
2014-12-22,168.3
2014-12-23,169.1
2014-12-24,164.55
2014-12-26,164.45
2014-12-29,161.9
2014-12-30,159.9
2014-12-31,158.7
