Date,KITEX
2014-01-01,82.45
2014-01-02,81.1
2014-01-03,82.3
2014-01-06,88.45
2014-01-07,97.3
2014-01-08,100.4
2014-01-09,89.75
2014-01-10,83.1
2014-01-13,86.4
2014-01-14,89.3
2014-01-15,91.05
2014-01-16,93.1
2014-01-17,93.6
2014-01-20,95.1
2014-01-21,96.25
2014-01-22,97.15
2014-01-23,96.9
2014-01-24,98.05
2014-01-27,95.75
2014-01-28,98.15
2014-01-29,99.25
2014-01-30,95.65
2014-01-31,97.1
2014-02-03,95.75
2014-02-04,93.05
2014-02-05,95.45
2014-02-06,94.45
2014-02-07,96.85
2014-02-10,94.65
2014-02-11,92.75
2014-02-12,92.05
2014-02-13,94.5
2014-02-14,94.85
2014-02-17,92.9
2014-02-18,91.2
2014-02-19,92.0
2014-02-20,90.9
2014-02-21,89.7
2014-02-24,89.55
2014-02-25,88.8
2014-02-26,90.85
2014-02-28,90.75
2014-03-03,90.4
2014-03-04,90.25
2014-03-05,90.0
2014-03-06,89.15
2014-03-07,89.95
2014-03-10,89.75
2014-03-11,90.4
2014-03-12,89.85
2014-03-13,89.5
2014-03-14,89.45
2014-03-18,89.1
2014-03-19,93.05
2014-03-20,89.6
2014-03-21,89.7
2014-03-22,90.15
2014-03-24,89.25
2014-03-25,88.05
2014-03-26,89.3
2014-03-27,88.45
2014-03-28,89.0
2014-03-31,88.65
2014-04-01,89.65
2014-04-02,90.05
2014-04-03,108.05
2014-04-04,129.25
2014-04-07,123.3
2014-04-09,127.2
2014-04-10,129.45
2014-04-11,129.05
2014-04-15,127.5
2014-04-16,123.5
2014-04-17,124.9
2014-04-21,124.6
2014-04-22,124.0
2014-04-23,122.55
2014-04-25,124.05
2014-04-28,124.15
2014-04-29,120.5
2014-04-30,122.9
2014-05-02,122.7
2014-05-05,123.15
2014-05-06,122.4
2014-05-07,124.95
2014-05-08,125.6
2014-05-09,126.3
2014-05-12,131.3
2014-05-13,136.35
2014-05-14,136.0
2014-05-15,163.2
2014-05-16,195.8
2014-05-19,214.75
2014-05-20,211.15
2014-05-21,213.15
2014-05-22,217.85
2014-05-23,239.2
2014-05-26,241.0
2014-05-27,231.2
2014-05-28,232.9
2014-05-29,238.45
2014-05-30,238.25
2014-06-02,242.25
2014-06-03,233.1
2014-06-04,227.95
2014-06-05,230.15
2014-06-06,252.05
2014-06-09,242.5
2014-06-10,248.15
2014-06-11,244.35
2014-06-12,241.75
2014-06-13,237.9
2014-06-16,233.35
2014-06-17,238.65
2014-06-18,235.9
2014-06-19,236.75
2014-06-20,236.7
2014-06-23,236.95
2014-06-24,234.3
2014-06-25,230.15
2014-06-26,231.45
2014-06-27,229.65
2014-06-30,229.45
2014-07-01,237.6
2014-07-02,238.4
2014-07-03,237.3
2014-07-04,242.0
2014-07-07,264.65
2014-07-08,275.95
2014-07-09,237.3
2014-07-10,237.0
2014-07-11,230.65
2014-07-14,225.3
2014-07-15,225.2
2014-07-16,244.05
2014-07-17,259.3
2014-07-18,280.65
2014-07-21,279.1
2014-07-22,271.75
2014-07-23,263.65
2014-07-24,267.55
2014-07-25,261.65
2014-07-28,254.65
2014-07-30,248.55
2014-07-31,262.95
2014-08-01,260.1
2014-08-04,267.35
2014-08-05,265.0
2014-08-06,271.2
2014-08-07,268.95
2014-08-08,267.1
2014-08-11,262.85
2014-08-12,276.5
2014-08-13,272.55
2014-08-14,287.05
2014-08-18,288.6
2014-08-19,291.0
2014-08-20,306.6
2014-08-21,335.7
2014-08-22,332.2
2014-08-25,341.45
2014-08-26,351.6
2014-08-27,353.1
2014-08-28,350.8
2014-09-01,345.8
2014-09-02,337.3
2014-09-03,335.6
2014-09-04,329.75
2014-09-05,338.65
2014-09-08,349.9
2014-09-09,343.1
2014-09-10,366.5
2014-09-11,377.5
2014-09-12,377.85
2014-09-15,385.5
2014-09-16,370.35
2014-09-17,388.65
2014-09-18,392.8
2014-09-19,410.75
2014-09-22,491.05
2014-09-23,482.55
2014-09-24,501.85
2014-09-25,486.05
2014-09-26,493.25
2014-09-29,491.2
2014-09-30,496.55
2014-10-01,493.75
2014-10-07,478.5
2014-10-08,475.4
2014-10-09,478.4
2014-10-10,464.1
2014-10-13,465.5
2014-10-14,478.55
2014-10-16,465.55
2014-10-17,452.95
2014-10-20,459.75
2014-10-21,474.05
2014-10-22,469.75
2014-10-23,472.7
2014-10-27,469.55
2014-10-28,469.4
2014-10-29,469.7
2014-10-30,476.1
2014-10-31,489.5
2014-11-03,503.55
2014-11-05,547.0
2014-11-07,546.5
2014-11-10,533.8
2014-11-11,532.3
2014-11-12,554.75
2014-11-13,549.35
2014-11-14,560.65
2014-11-17,558.3
2014-11-18,546.5
2014-11-19,544.75
2014-11-20,535.55
2014-11-21,533.45
2014-11-24,546.7
2014-11-25,525.95
2014-11-26,532.65
2014-11-27,535.9
2014-11-28,530.3
2014-12-01,531.05
2014-12-02,523.7
2014-12-03,529.1
2014-12-04,513.6
2014-12-05,514.9
2014-12-08,514.0
2014-12-09,500.65
2014-12-10,543.4
2014-12-11,526.85
2014-12-12,540.25
2014-12-15,526.2
2014-12-16,507.95
2014-12-17,493.7
2014-12-18,509.5
2014-12-19,508.45
2014-12-22,508.55
2014-12-23,501.65
2014-12-24,506.05
2014-12-26,507.05
2014-12-29,503.55
2014-12-30,512.1
2014-12-31,511.65
