Date,KSBPUMPS
2014-01-01,269.55
2014-01-02,261.45
2014-01-03,262.25
2014-01-06,260.0
2014-01-07,260.9
2014-01-08,260.25
2014-01-09,262.0
2014-01-10,257.25
2014-01-13,254.15
2014-01-14,252.3
2014-01-15,253.25
2014-01-16,258.45
2014-01-17,251.2
2014-01-20,253.0
2014-01-21,252.05
2014-01-22,249.9
2014-01-23,254.4
2014-01-24,250.1
2014-01-27,243.75
2014-01-28,246.8
2014-01-29,242.05
2014-01-30,241.25
2014-01-31,242.0
2014-02-03,245.1
2014-02-04,246.7
2014-02-05,244.8
2014-02-06,246.4
2014-02-07,247.0
2014-02-10,243.0
2014-02-11,247.5
2014-02-12,240.1
2014-02-13,239.75
2014-02-14,240.3
2014-02-17,239.65
2014-02-18,242.9
2014-02-19,240.8
2014-02-20,239.2
2014-02-21,239.4
2014-02-24,246.1
2014-02-25,242.1
2014-02-26,243.5
2014-02-28,251.8
2014-03-03,249.35
2014-03-04,254.35
2014-03-05,256.75
2014-03-06,260.1
2014-03-07,259.6
2014-03-10,285.7
2014-03-11,276.6
2014-03-12,275.3
2014-03-13,274.65
2014-03-14,276.6
2014-03-18,284.35
2014-03-19,311.5
2014-03-20,306.8
2014-03-21,339.7
2014-03-22,347.95
2014-03-24,346.7
2014-03-25,332.75
2014-03-26,324.4
2014-03-27,325.05
2014-03-28,326.8
2014-03-31,325.8
2014-04-01,339.65
2014-04-02,339.7
2014-04-03,328.2
2014-04-04,334.1
2014-04-07,327.3
2014-04-09,326.2
2014-04-10,330.95
2014-04-11,328.6
2014-04-15,351.2
2014-04-16,347.65
2014-04-17,350.9
2014-04-21,344.15
2014-04-22,347.4
2014-04-23,337.65
2014-04-25,337.1
2014-04-28,335.6
2014-04-29,329.5
2014-04-30,332.0
2014-05-02,329.25
2014-05-05,324.8
2014-05-06,321.8
2014-05-07,338.35
2014-05-08,349.85
2014-05-09,351.2
2014-05-12,355.45
2014-05-13,367.5
2014-05-14,381.8
2014-05-15,372.3
2014-05-16,380.85
2014-05-19,400.45
2014-05-20,402.0
2014-05-21,441.45
2014-05-22,438.9
2014-05-23,512.75
2014-05-26,491.05
2014-05-27,483.4
2014-05-28,476.65
2014-05-29,465.4
2014-05-30,497.55
2014-06-02,502.25
2014-06-03,510.0
2014-06-04,527.45
2014-06-05,510.5
2014-06-06,513.1
2014-06-09,536.35
2014-06-10,542.6
2014-06-11,538.7
2014-06-12,541.75
2014-06-13,528.65
2014-06-16,527.65
2014-06-17,541.6
2014-06-18,532.75
2014-06-19,526.5
2014-06-20,521.5
2014-06-23,517.25
2014-06-24,548.55
2014-06-25,549.05
2014-06-26,539.45
2014-06-27,527.1
2014-06-30,545.1
2014-07-01,539.2
2014-07-02,552.3
2014-07-03,545.25
2014-07-04,553.9
2014-07-07,553.15
2014-07-08,530.35
2014-07-09,535.3
2014-07-10,527.85
2014-07-11,524.25
2014-07-14,517.2
2014-07-15,521.0
2014-07-16,525.6
2014-07-17,527.2
2014-07-18,539.8
2014-07-21,534.95
2014-07-22,530.5
2014-07-23,526.7
2014-07-24,511.5
2014-07-25,535.4
2014-07-28,530.65
2014-07-30,526.55
2014-07-31,532.0
2014-08-01,533.6
2014-08-04,523.65
2014-08-05,527.8
2014-08-06,523.3
2014-08-07,523.4
2014-08-08,516.7
2014-08-11,517.9
2014-08-12,516.15
2014-08-13,518.3
2014-08-14,523.95
2014-08-18,522.0
2014-08-19,520.15
2014-08-20,520.0
2014-08-21,530.8
2014-08-22,540.35
2014-08-25,525.1
2014-08-26,521.95
2014-08-27,520.1
2014-08-28,532.7
2014-09-01,529.6
2014-09-02,526.35
2014-09-03,526.25
2014-09-04,531.1
2014-09-05,536.7
2014-09-08,553.15
2014-09-09,560.25
2014-09-10,560.1
2014-09-11,561.15
2014-09-12,556.7
2014-09-15,561.3
2014-09-16,550.05
2014-09-17,548.0
2014-09-18,555.35
2014-09-19,555.85
2014-09-22,563.85
2014-09-23,549.15
2014-09-24,538.75
2014-09-25,539.5
2014-09-26,542.8
2014-09-29,544.9
2014-09-30,539.4
2014-10-01,542.45
2014-10-07,535.75
2014-10-08,530.0
2014-10-09,526.65
2014-10-10,524.0
2014-10-13,524.95
2014-10-14,527.95
2014-10-16,510.95
2014-10-17,514.5
2014-10-20,515.95
2014-10-21,517.35
2014-10-22,518.55
2014-10-23,511.7
2014-10-27,525.3
2014-10-28,529.1
2014-10-29,530.85
2014-10-30,541.15
2014-10-31,534.2
2014-11-03,539.85
2014-11-05,542.15
2014-11-07,539.7
2014-11-10,542.05
2014-11-11,571.75
2014-11-12,599.7
2014-11-13,604.65
2014-11-14,618.85
2014-11-17,609.3
2014-11-18,589.15
2014-11-19,605.15
2014-11-20,601.5
2014-11-21,600.9
2014-11-24,597.95
2014-11-25,570.4
2014-11-26,559.45
2014-11-27,558.95
2014-11-28,555.6
2014-12-01,551.35
2014-12-02,548.6
2014-12-03,553.7
2014-12-04,613.9
2014-12-05,597.95
2014-12-08,581.7
2014-12-09,573.15
2014-12-10,571.0
2014-12-11,570.85
2014-12-12,567.2
2014-12-15,565.75
2014-12-16,560.1
2014-12-17,550.0
2014-12-18,561.0
2014-12-19,570.2
2014-12-22,580.1
2014-12-23,590.15
2014-12-24,626.0
2014-12-26,636.7
2014-12-29,657.9
2014-12-30,667.3
2014-12-31,660.9
