Date,CEATLTD
2014-01-01,337.25
2014-01-02,352.25
2014-01-03,352.1
2014-01-06,369.7
2014-01-07,370.95
2014-01-08,365.9
2014-01-09,355.6
2014-01-10,354.0
2014-01-13,346.25
2014-01-14,354.05
2014-01-15,349.85
2014-01-16,354.85
2014-01-17,337.15
2014-01-20,326.55
2014-01-21,330.75
2014-01-22,328.0
2014-01-23,344.4
2014-01-24,327.3
2014-01-27,310.95
2014-01-28,312.95
2014-01-29,298.45
2014-01-30,283.55
2014-01-31,297.7
2014-02-03,308.0
2014-02-04,304.9
2014-02-05,317.9
2014-02-06,311.6
2014-02-07,301.1
2014-02-10,314.25
2014-02-11,316.75
2014-02-12,312.15
2014-02-13,296.55
2014-02-14,292.45
2014-02-17,290.2
2014-02-18,286.75
2014-02-19,292.95
2014-02-20,284.05
2014-02-21,279.2
2014-02-24,278.75
2014-02-25,279.45
2014-02-26,280.0
2014-02-28,282.35
2014-03-03,296.15
2014-03-04,310.95
2014-03-05,324.2
2014-03-06,340.4
2014-03-07,329.15
2014-03-10,353.35
2014-03-11,368.5
2014-03-12,393.75
2014-03-13,402.9
2014-03-14,388.5
2014-03-18,395.85
2014-03-19,392.25
2014-03-20,383.65
2014-03-21,434.2
2014-03-22,445.9
2014-03-24,431.15
2014-03-25,443.2
2014-03-26,441.6
2014-03-27,435.65
2014-03-28,438.9
2014-03-31,441.75
2014-04-01,439.6
2014-04-02,433.75
2014-04-03,415.45
2014-04-04,393.7
2014-04-07,398.45
2014-04-09,404.25
2014-04-10,387.1
2014-04-11,384.25
2014-04-15,378.15
2014-04-16,366.85
2014-04-17,395.25
2014-04-21,405.65
2014-04-22,388.55
2014-04-23,399.75
2014-04-25,388.3
2014-04-28,403.75
2014-04-29,409.85
2014-04-30,388.65
2014-05-02,380.25
2014-05-05,380.15
2014-05-06,380.8
2014-05-07,383.7
2014-05-08,391.2
2014-05-09,392.2
2014-05-12,388.35
2014-05-13,387.55
2014-05-14,392.45
2014-05-15,395.55
2014-05-16,411.4
2014-05-19,429.45
2014-05-20,440.45
2014-05-21,447.35
2014-05-22,445.7
2014-05-23,435.95
2014-05-26,446.45
2014-05-27,437.8
2014-05-28,432.0
2014-05-29,426.45
2014-05-30,423.45
2014-06-02,432.3
2014-06-03,433.2
2014-06-04,446.8
2014-06-05,467.3
2014-06-06,474.2
2014-06-09,484.6
2014-06-10,479.75
2014-06-11,470.9
2014-06-12,465.05
2014-06-13,439.0
2014-06-16,455.95
2014-06-17,509.35
2014-06-18,521.7
2014-06-19,535.35
2014-06-20,585.55
2014-06-23,660.6
2014-06-24,705.1
2014-06-25,717.8
2014-06-26,685.45
2014-06-27,655.35
2014-06-30,683.55
2014-07-01,691.6
2014-07-02,673.5
2014-07-03,661.25
2014-07-04,647.6
2014-07-07,630.6
2014-07-08,622.6
2014-07-09,603.2
2014-07-10,619.2
2014-07-11,604.35
2014-07-14,595.05
2014-07-15,602.15
2014-07-16,644.25
2014-07-17,656.45
2014-07-18,642.7
2014-07-21,664.85
2014-07-22,623.3
2014-07-23,580.3
2014-07-24,576.0
2014-07-25,551.3
2014-07-28,544.65
2014-07-30,515.15
2014-07-31,522.1
2014-08-01,498.0
2014-08-04,525.95
2014-08-05,518.5
2014-08-06,523.75
2014-08-07,526.3
2014-08-08,534.2
2014-08-11,536.75
2014-08-12,540.5
2014-08-13,503.45
2014-08-14,492.85
2014-08-18,522.6
2014-08-19,550.35
2014-08-20,575.8
2014-08-21,584.2
2014-08-22,589.45
2014-08-25,590.4
2014-08-26,588.25
2014-08-27,588.25
2014-08-28,587.3
2014-09-01,604.95
2014-09-02,615.8
2014-09-03,615.8
2014-09-04,641.1
2014-09-05,647.0
2014-09-08,776.4
2014-09-09,792.0
2014-09-10,791.85
2014-09-11,794.3
2014-09-12,787.05
2014-09-15,792.3
2014-09-16,753.3
2014-09-17,759.35
2014-09-18,777.0
2014-09-19,798.5
2014-09-22,769.0
2014-09-23,748.95
2014-09-24,758.7
2014-09-25,747.65
2014-09-26,743.0
2014-09-29,736.35
2014-09-30,794.8
2014-10-01,763.75
2014-10-07,771.3
2014-10-08,766.9
2014-10-09,772.5
2014-10-10,757.8
2014-10-13,762.9
2014-10-14,791.5
2014-10-16,820.25
2014-10-17,836.7
2014-10-20,845.7
2014-10-21,864.7
2014-10-22,887.35
2014-10-23,879.9
2014-10-27,908.0
2014-10-28,908.95
2014-10-29,872.55
2014-10-30,886.25
2014-10-31,866.85
2014-11-03,870.0
2014-11-05,876.25
2014-11-07,871.3
2014-11-10,886.0
2014-11-11,929.65
2014-11-12,990.95
2014-11-13,945.85
2014-11-14,949.05
2014-11-17,946.25
2014-11-18,901.4
2014-11-19,915.15
2014-11-20,902.1
2014-11-21,898.9
2014-11-24,919.4
2014-11-25,910.45
2014-11-26,897.0
2014-11-27,904.95
2014-11-28,908.55
2014-12-01,899.9
2014-12-02,898.1
2014-12-03,849.8
2014-12-04,842.5
2014-12-05,859.1
2014-12-08,860.65
2014-12-09,833.9
2014-12-10,829.05
2014-12-11,857.5
2014-12-12,826.25
2014-12-15,890.75
2014-12-16,840.4
2014-12-17,814.3
2014-12-18,878.35
2014-12-19,885.45
2014-12-22,845.3
2014-12-23,841.55
2014-12-24,841.1
2014-12-26,837.9
2014-12-29,850.25
2014-12-30,851.3
2014-12-31,860.45
