Date,SUPREMEIND
2014-01-01,423.5
2014-01-02,417.25
2014-01-03,413.75
2014-01-06,424.15
2014-01-07,425.05
2014-01-08,421.7
2014-01-09,431.0
2014-01-10,433.9
2014-01-13,448.25
2014-01-14,443.7
2014-01-15,469.85
2014-01-16,469.1
2014-01-17,472.25
2014-01-20,469.0
2014-01-21,449.1
2014-01-22,451.9
2014-01-23,419.05
2014-01-24,416.7
2014-01-27,420.3
2014-01-28,425.4
2014-01-29,432.0
2014-01-30,425.7
2014-01-31,429.3
2014-02-03,430.2
2014-02-04,427.15
2014-02-05,426.5
2014-02-06,424.95
2014-02-07,413.55
2014-02-10,421.85
2014-02-11,418.85
2014-02-12,423.7
2014-02-13,425.2
2014-02-14,430.3
2014-02-17,420.85
2014-02-18,422.65
2014-02-19,422.9
2014-02-20,426.05
2014-02-21,427.15
2014-02-24,443.45
2014-02-25,443.5
2014-02-26,432.9
2014-02-28,427.0
2014-03-03,440.1
2014-03-04,453.25
2014-03-05,462.8
2014-03-06,459.7
2014-03-07,440.35
2014-03-10,450.0
2014-03-11,445.35
2014-03-12,450.7
2014-03-13,459.65
2014-03-14,459.95
2014-03-18,463.9
2014-03-19,474.85
2014-03-20,494.3
2014-03-21,498.7
2014-03-22,494.45
2014-03-24,469.15
2014-03-25,472.35
2014-03-26,469.95
2014-03-27,475.7
2014-03-28,479.35
2014-03-31,502.35
2014-04-01,501.4
2014-04-02,500.4
2014-04-03,490.15
2014-04-04,481.85
2014-04-07,478.45
2014-04-09,489.55
2014-04-10,489.65
2014-04-11,492.55
2014-04-15,487.1
2014-04-16,478.1
2014-04-17,485.0
2014-04-21,477.15
2014-04-22,484.5
2014-04-23,478.85
2014-04-25,467.15
2014-04-28,460.15
2014-04-29,456.6
2014-04-30,456.1
2014-05-02,458.9
2014-05-05,456.0
2014-05-06,459.6
2014-05-07,448.5
2014-05-08,446.7
2014-05-09,451.65
2014-05-12,442.0
2014-05-13,449.45
2014-05-14,443.25
2014-05-15,455.6
2014-05-16,454.5
2014-05-19,457.25
2014-05-20,464.75
2014-05-21,476.05
2014-05-22,496.7
2014-05-23,512.75
2014-05-26,493.4
2014-05-27,495.35
2014-05-28,495.1
2014-05-29,507.75
2014-05-30,508.2
2014-06-02,508.5
2014-06-03,511.35
2014-06-04,496.05
2014-06-05,495.15
2014-06-06,489.55
2014-06-09,489.1
2014-06-10,498.75
2014-06-11,501.15
2014-06-12,517.0
2014-06-13,508.65
2014-06-16,509.85
2014-06-17,518.5
2014-06-18,526.05
2014-06-19,520.4
2014-06-20,501.7
2014-06-23,500.9
2014-06-24,500.35
2014-06-25,517.35
2014-06-26,519.9
2014-06-27,525.1
2014-06-30,522.55
2014-07-01,540.8
2014-07-02,556.9
2014-07-03,549.7
2014-07-04,543.3
2014-07-07,554.8
2014-07-08,538.6
2014-07-09,555.85
2014-07-10,540.15
2014-07-11,548.75
2014-07-14,557.95
2014-07-15,551.05
2014-07-16,558.15
2014-07-17,567.6
2014-07-18,569.45
2014-07-21,589.1
2014-07-22,609.85
2014-07-23,634.75
2014-07-24,622.0
2014-07-25,598.85
2014-07-28,598.0
2014-07-30,585.0
2014-07-31,605.5
2014-08-01,580.95
2014-08-04,572.65
2014-08-05,590.2
2014-08-06,612.9
2014-08-07,620.25
2014-08-08,617.0
2014-08-11,620.1
2014-08-12,607.9
2014-08-13,605.7
2014-08-14,596.6
2014-08-18,598.4
2014-08-19,589.9
2014-08-20,578.4
2014-08-21,582.7
2014-08-22,580.7
2014-08-25,582.35
2014-08-26,577.6
2014-08-27,576.5
2014-08-28,590.05
2014-09-01,623.9
2014-09-02,625.0
2014-09-03,633.65
2014-09-04,637.85
2014-09-05,640.05
2014-09-08,657.0
2014-09-09,656.9
2014-09-10,658.9
2014-09-11,654.9
2014-09-12,656.65
2014-09-15,673.4
2014-09-16,673.65
2014-09-17,662.5
2014-09-18,654.8
2014-09-19,655.45
2014-09-22,649.95
2014-09-23,649.95
2014-09-24,648.75
2014-09-25,639.95
2014-09-26,654.75
2014-09-29,650.35
2014-09-30,652.75
2014-10-01,646.75
2014-10-07,644.05
2014-10-08,636.5
2014-10-09,643.0
2014-10-10,639.25
2014-10-13,631.7
2014-10-14,610.6
2014-10-16,602.55
2014-10-17,587.55
2014-10-20,585.35
2014-10-21,589.3
2014-10-22,598.85
2014-10-23,604.1
2014-10-27,605.65
2014-10-28,586.9
2014-10-29,596.95
2014-10-30,596.35
2014-10-31,599.8
2014-11-03,599.95
2014-11-05,606.55
2014-11-07,595.9
2014-11-10,585.65
2014-11-11,586.1
2014-11-12,590.55
2014-11-13,585.15
2014-11-14,582.95
2014-11-17,591.5
2014-11-18,620.65
2014-11-19,612.85
2014-11-20,621.25
2014-11-21,618.1
2014-11-24,609.95
2014-11-25,595.3
2014-11-26,613.4
2014-11-27,614.7
2014-11-28,616.85
2014-12-01,622.95
2014-12-02,620.45
2014-12-03,620.0
2014-12-04,619.75
2014-12-05,632.35
2014-12-08,648.4
2014-12-09,630.5
2014-12-10,633.6
2014-12-11,614.4
2014-12-12,607.5
2014-12-15,612.8
2014-12-16,581.75
2014-12-17,608.95
2014-12-18,613.6
2014-12-19,606.55
2014-12-22,608.25
2014-12-23,608.7
2014-12-24,598.85
2014-12-26,597.85
2014-12-29,609.4
2014-12-30,603.65
2014-12-31,597.3
