Date,BALAJITELE
2014-01-01,46.0
2014-01-02,42.75
2014-01-03,43.15
2014-01-06,43.65
2014-01-07,43.6
2014-01-08,44.05
2014-01-09,43.15
2014-01-10,42.3
2014-01-13,42.55
2014-01-14,42.85
2014-01-15,47.35
2014-01-16,49.25
2014-01-17,45.4
2014-01-20,45.7
2014-01-21,47.5
2014-01-22,47.8
2014-01-23,51.05
2014-01-24,48.15
2014-01-27,41.75
2014-01-28,41.7
2014-01-29,41.15
2014-01-30,41.95
2014-01-31,41.05
2014-02-03,41.55
2014-02-04,44.7
2014-02-05,43.8
2014-02-06,44.85
2014-02-07,44.1
2014-02-10,44.25
2014-02-11,44.0
2014-02-12,44.3
2014-02-13,45.3
2014-02-14,45.3
2014-02-17,44.9
2014-02-18,45.1
2014-02-19,46.85
2014-02-20,46.2
2014-02-21,48.25
2014-02-24,48.2
2014-02-25,46.0
2014-02-26,48.45
2014-02-28,46.0
2014-03-03,44.35
2014-03-04,44.15
2014-03-05,44.1
2014-03-06,45.2
2014-03-07,45.4
2014-03-10,46.3
2014-03-11,46.2
2014-03-12,47.7
2014-03-13,46.2
2014-03-14,45.9
2014-03-18,46.15
2014-03-19,45.9
2014-03-20,46.05
2014-03-21,45.9
2014-03-22,46.05
2014-03-24,46.15
2014-03-25,46.65
2014-03-26,46.35
2014-03-27,46.7
2014-03-28,46.4
2014-03-31,46.4
2014-04-01,48.5
2014-04-02,50.95
2014-04-03,48.7
2014-04-04,49.95
2014-04-07,48.85
2014-04-09,49.45
2014-04-10,48.65
2014-04-11,49.4
2014-04-15,48.85
2014-04-16,47.1
2014-04-17,47.7
2014-04-21,48.25
2014-04-22,48.1
2014-04-23,48.35
2014-04-25,48.65
2014-04-28,50.5
2014-04-29,49.3
2014-04-30,48.05
2014-05-02,48.4
2014-05-05,47.6
2014-05-06,48.1
2014-05-07,47.0
2014-05-08,47.2
2014-05-09,47.65
2014-05-12,47.7
2014-05-13,51.3
2014-05-14,51.5
2014-05-15,48.9
2014-05-16,52.4
2014-05-19,54.8
2014-05-20,55.45
2014-05-21,55.5
2014-05-22,55.2
2014-05-23,58.05
2014-05-26,54.95
2014-05-27,54.9
2014-05-28,55.9
2014-05-29,54.75
2014-05-30,54.35
2014-06-02,54.9
2014-06-03,56.1
2014-06-04,60.6
2014-06-05,62.3
2014-06-06,74.6
2014-06-09,71.05
2014-06-10,73.6
2014-06-11,70.6
2014-06-12,69.75
2014-06-13,65.9
2014-06-16,67.7
2014-06-17,67.7
2014-06-18,63.85
2014-06-19,63.9
2014-06-20,64.15
2014-06-23,65.25
2014-06-24,64.25
2014-06-25,65.05
2014-06-26,68.85
2014-06-27,66.9
2014-06-30,70.55
2014-07-01,69.3
2014-07-02,73.5
2014-07-03,72.4
2014-07-04,72.15
2014-07-07,69.9
2014-07-08,65.65
2014-07-09,65.25
2014-07-10,66.65
2014-07-11,62.45
2014-07-14,62.65
2014-07-15,63.5
2014-07-16,65.2
2014-07-17,67.6
2014-07-18,67.5
2014-07-21,73.25
2014-07-22,72.8
2014-07-23,70.2
2014-07-24,71.85
2014-07-25,72.75
2014-07-28,70.05
2014-07-30,68.55
2014-07-31,69.15
2014-08-01,68.05
2014-08-04,68.7
2014-08-05,70.85
2014-08-06,71.95
2014-08-07,72.2
2014-08-08,70.4
2014-08-11,72.5
2014-08-12,71.35
2014-08-13,71.3
2014-08-14,71.95
2014-08-18,72.8
2014-08-19,83.7
2014-08-20,80.3
2014-08-21,78.75
2014-08-22,77.45
2014-08-25,74.85
2014-08-26,81.0
2014-08-27,83.5
2014-08-28,80.6
2014-09-01,80.65
2014-09-02,78.65
2014-09-03,77.1
2014-09-04,76.75
2014-09-05,79.65
2014-09-08,79.05
2014-09-09,78.65
2014-09-10,79.45
2014-09-11,89.2
2014-09-12,87.3
2014-09-15,87.65
2014-09-16,81.2
2014-09-17,82.5
2014-09-18,84.0
2014-09-19,83.65
2014-09-22,82.95
2014-09-23,82.4
2014-09-24,79.7
2014-09-25,78.85
2014-09-26,81.3
2014-09-29,83.2
2014-09-30,81.65
2014-10-01,82.35
2014-10-07,78.3
2014-10-08,79.0
2014-10-09,79.9
2014-10-10,78.6
2014-10-13,78.6
2014-10-14,78.1
2014-10-16,74.15
2014-10-17,74.15
2014-10-20,74.8
2014-10-21,74.4
2014-10-22,78.9
2014-10-23,80.35
2014-10-27,80.3
2014-10-28,81.7
2014-10-29,81.6
2014-10-30,81.75
2014-10-31,78.15
2014-11-03,75.65
2014-11-05,77.2
2014-11-07,74.5
2014-11-10,75.1
2014-11-11,75.85
2014-11-12,76.4
2014-11-13,77.05
2014-11-14,76.35
2014-11-17,78.2
2014-11-18,77.05
2014-11-19,75.15
2014-11-20,75.1
2014-11-21,74.4
2014-11-24,74.0
2014-11-25,71.65
2014-11-26,74.0
2014-11-27,72.6
2014-11-28,74.2
2014-12-01,71.5
2014-12-02,71.95
2014-12-03,74.75
2014-12-04,74.15
2014-12-05,72.6
2014-12-08,71.1
2014-12-09,70.45
2014-12-10,70.35
2014-12-11,70.1
2014-12-12,69.0
2014-12-15,68.4
2014-12-16,65.3
2014-12-17,65.6
2014-12-18,67.75
2014-12-19,67.25
2014-12-22,69.2
2014-12-23,68.15
2014-12-24,68.55
2014-12-26,70.35
2014-12-29,70.25
2014-12-30,68.65
2014-12-31,71.25
