Date,VADILALIND
2014-01-01,153.35
2014-01-02,146.6
2014-01-03,145.75
2014-01-06,147.0
2014-01-07,152.25
2014-01-08,151.85
2014-01-09,147.55
2014-01-10,145.15
2014-01-13,147.6
2014-01-14,145.95
2014-01-15,144.3
2014-01-16,142.6
2014-01-17,137.8
2014-01-20,136.3
2014-01-21,137.95
2014-01-22,138.6
2014-01-23,137.55
2014-01-24,133.25
2014-01-27,127.55
2014-01-28,128.45
2014-01-29,129.5
2014-01-30,128.05
2014-01-31,137.65
2014-02-03,132.65
2014-02-04,135.05
2014-02-05,137.25
2014-02-06,139.85
2014-02-07,138.05
2014-02-10,137.3
2014-02-11,136.45
2014-02-12,135.7
2014-02-13,131.8
2014-02-14,131.85
2014-02-17,128.45
2014-02-18,128.0
2014-02-19,124.75
2014-02-20,126.65
2014-02-21,129.8
2014-02-24,130.05
2014-02-25,128.5
2014-02-26,129.1
2014-02-28,130.05
2014-03-03,129.45
2014-03-04,130.2
2014-03-05,131.95
2014-03-06,132.5
2014-03-07,131.65
2014-03-10,134.4
2014-03-11,133.15
2014-03-12,139.25
2014-03-13,140.35
2014-03-14,135.75
2014-03-18,137.95
2014-03-19,143.15
2014-03-20,142.65
2014-03-21,144.3
2014-03-22,142.05
2014-03-24,140.7
2014-03-25,140.3
2014-03-26,140.1
2014-03-27,146.25
2014-03-28,147.0
2014-03-31,153.25
2014-04-01,158.9
2014-04-02,157.7
2014-04-03,152.8
2014-04-04,153.5
2014-04-07,152.5
2014-04-09,153.6
2014-04-10,158.55
2014-04-11,160.15
2014-04-15,159.6
2014-04-16,156.8
2014-04-17,157.6
2014-04-21,168.5
2014-04-22,168.4
2014-04-23,169.25
2014-04-25,179.3
2014-04-28,178.25
2014-04-29,173.05
2014-04-30,171.65
2014-05-02,170.35
2014-05-05,168.15
2014-05-06,169.4
2014-05-07,169.55
2014-05-08,166.65
2014-05-09,167.1
2014-05-12,164.85
2014-05-13,172.3
2014-05-14,175.95
2014-05-15,170.3
2014-05-16,169.75
2014-05-19,179.25
2014-05-20,181.8
2014-05-21,179.2
2014-05-22,187.85
2014-05-23,197.4
2014-05-26,183.3
2014-05-27,183.05
2014-05-28,189.75
2014-05-29,186.75
2014-05-30,182.3
2014-06-02,182.4
2014-06-03,185.35
2014-06-04,184.7
2014-06-05,192.55
2014-06-06,209.65
2014-06-09,207.2
2014-06-10,204.65
2014-06-11,205.65
2014-06-12,204.7
2014-06-13,196.95
2014-06-16,202.2
2014-06-17,203.55
2014-06-18,200.2
2014-06-19,200.1
2014-06-20,196.4
2014-06-23,198.2
2014-06-24,202.6
2014-06-25,199.45
2014-06-26,202.35
2014-06-27,204.35
2014-06-30,210.65
2014-07-01,220.7
2014-07-02,218.15
2014-07-03,216.3
2014-07-04,214.5
2014-07-07,214.8
2014-07-08,202.95
2014-07-09,200.35
2014-07-10,200.25
2014-07-11,195.15
2014-07-14,190.45
2014-07-15,192.85
2014-07-16,194.65
2014-07-17,198.4
2014-07-18,199.0
2014-07-21,200.8
2014-07-22,202.55
2014-07-23,197.9
2014-07-24,200.2
2014-07-25,196.35
2014-07-28,200.6
2014-07-30,198.05
2014-07-31,199.65
2014-08-01,195.9
2014-08-04,193.5
2014-08-05,195.15
2014-08-06,234.15
2014-08-07,217.35
2014-08-08,217.55
2014-08-11,216.95
2014-08-12,218.05
2014-08-13,211.45
2014-08-14,209.4
2014-08-18,206.55
2014-08-19,206.85
2014-08-20,209.3
2014-08-21,211.55
2014-08-22,208.2
2014-08-25,231.9
2014-08-26,236.5
2014-08-27,245.4
2014-08-28,239.25
2014-09-01,237.0
2014-09-02,237.2
2014-09-03,233.75
2014-09-04,227.2
2014-09-05,232.0
2014-09-08,239.6
2014-09-09,233.2
2014-09-10,241.15
2014-09-11,239.4
2014-09-12,234.45
2014-09-15,235.1
2014-09-16,228.8
2014-09-17,224.05
2014-09-18,228.6
2014-09-19,229.2
2014-09-22,231.95
2014-09-23,221.4
2014-09-24,215.0
2014-09-25,210.45
2014-09-26,213.8
2014-09-29,210.35
2014-09-30,211.8
2014-10-01,209.9
2014-10-07,201.65
2014-10-08,205.7
2014-10-09,209.25
2014-10-10,204.1
2014-10-13,203.55
2014-10-14,206.25
2014-10-16,199.8
2014-10-17,202.05
2014-10-20,199.1
2014-10-21,198.45
2014-10-22,198.65
2014-10-23,201.3
2014-10-27,198.25
2014-10-28,199.7
2014-10-29,202.35
2014-10-30,209.2
2014-10-31,217.8
2014-11-03,222.9
2014-11-05,222.65
2014-11-07,222.75
2014-11-10,225.2
2014-11-11,222.05
2014-11-12,222.4
2014-11-13,222.7
2014-11-14,223.6
2014-11-17,225.7
2014-11-18,270.8
2014-11-19,257.3
2014-11-20,273.5
2014-11-21,289.7
2014-11-24,273.4
2014-11-25,270.1
2014-11-26,271.4
2014-11-27,279.6
2014-11-28,273.9
2014-12-01,277.35
2014-12-02,281.25
2014-12-03,281.65
2014-12-04,289.8
2014-12-05,281.55
2014-12-08,288.45
2014-12-09,282.25
2014-12-10,279.7
2014-12-11,274.7
2014-12-12,266.45
2014-12-15,266.0
2014-12-16,247.3
2014-12-17,246.7
2014-12-18,264.5
2014-12-19,260.15
2014-12-22,261.15
2014-12-23,259.55
2014-12-24,263.5
2014-12-26,257.7
2014-12-29,256.0
2014-12-30,251.1
2014-12-31,251.5
