Date,FDC
2014-01-01,126.9
2014-01-02,128.45
2014-01-03,128.95
2014-01-06,137.15
2014-01-07,135.95
2014-01-08,133.35
2014-01-09,129.5
2014-01-10,127.9
2014-01-13,132.7
2014-01-14,131.75
2014-01-15,134.85
2014-01-16,133.7
2014-01-17,128.4
2014-01-20,132.15
2014-01-21,134.65
2014-01-22,137.05
2014-01-23,134.5
2014-01-24,129.85
2014-01-27,123.75
2014-01-28,122.95
2014-01-29,124.7
2014-01-30,115.75
2014-01-31,122.15
2014-02-03,121.15
2014-02-04,120.1
2014-02-05,119.25
2014-02-06,117.65
2014-02-07,117.75
2014-02-10,116.75
2014-02-11,115.7
2014-02-12,119.9
2014-02-13,117.35
2014-02-14,115.65
2014-02-17,117.0
2014-02-18,117.0
2014-02-19,117.8
2014-02-20,116.95
2014-02-21,117.65
2014-02-24,118.6
2014-02-25,117.9
2014-02-26,125.35
2014-02-28,128.3
2014-03-03,124.95
2014-03-04,127.9
2014-03-05,132.55
2014-03-06,130.2
2014-03-07,123.4
2014-03-10,122.55
2014-03-11,123.25
2014-03-12,122.8
2014-03-13,123.7
2014-03-14,124.15
2014-03-18,127.25
2014-03-19,128.9
2014-03-20,129.65
2014-03-21,134.2
2014-03-22,133.45
2014-03-24,130.75
2014-03-25,128.4
2014-03-26,129.6
2014-03-27,128.15
2014-03-28,126.2
2014-03-31,126.35
2014-04-01,140.25
2014-04-02,137.8
2014-04-03,139.65
2014-04-04,138.0
2014-04-07,134.15
2014-04-09,136.55
2014-04-10,136.6
2014-04-11,134.55
2014-04-15,135.4
2014-04-16,132.0
2014-04-17,131.9
2014-04-21,139.05
2014-04-22,139.35
2014-04-23,137.5
2014-04-25,134.25
2014-04-28,133.55
2014-04-29,133.0
2014-04-30,130.45
2014-05-02,133.6
2014-05-05,130.5
2014-05-06,133.1
2014-05-07,134.95
2014-05-08,139.25
2014-05-09,135.25
2014-05-12,132.25
2014-05-13,132.2
2014-05-14,133.15
2014-05-15,130.8
2014-05-16,128.2
2014-05-19,123.35
2014-05-20,126.0
2014-05-21,128.05
2014-05-22,125.0
2014-05-23,124.7
2014-05-26,122.35
2014-05-27,122.25
2014-05-28,121.95
2014-05-29,123.45
2014-05-30,119.3
2014-06-02,117.8
2014-06-03,118.4
2014-06-04,124.75
2014-06-05,126.75
2014-06-06,127.5
2014-06-09,129.25
2014-06-10,129.95
2014-06-11,128.95
2014-06-12,133.45
2014-06-13,128.1
2014-06-16,131.9
2014-06-17,133.95
2014-06-18,131.7
2014-06-19,133.9
2014-06-20,131.6
2014-06-23,129.35
2014-06-24,131.05
2014-06-25,131.8
2014-06-26,130.6
2014-06-27,130.75
2014-06-30,133.6
2014-07-01,144.3
2014-07-02,147.15
2014-07-03,145.0
2014-07-04,146.2
2014-07-07,146.55
2014-07-08,137.8
2014-07-09,134.8
2014-07-10,137.25
2014-07-11,131.35
2014-07-14,131.05
2014-07-15,133.2
2014-07-16,133.25
2014-07-17,133.95
2014-07-18,133.1
2014-07-21,134.65
2014-07-22,142.8
2014-07-23,143.85
2014-07-24,141.55
2014-07-25,142.85
2014-07-28,142.75
2014-07-30,141.65
2014-07-31,140.5
2014-08-01,141.6
2014-08-04,139.45
2014-08-05,141.8
2014-08-06,141.9
2014-08-07,139.75
2014-08-08,135.35
2014-08-11,135.7
2014-08-12,134.9
2014-08-13,134.75
2014-08-14,137.0
2014-08-18,137.7
2014-08-19,136.85
2014-08-20,152.4
2014-08-21,148.55
2014-08-22,147.2
2014-08-25,150.3
2014-08-26,154.75
2014-08-27,162.6
2014-08-28,159.15
2014-09-01,161.25
2014-09-02,161.3
2014-09-03,157.2
2014-09-04,156.65
2014-09-05,156.4
2014-09-08,159.1
2014-09-09,160.35
2014-09-10,164.95
2014-09-11,162.35
2014-09-12,159.2
2014-09-15,160.35
2014-09-16,151.1
2014-09-17,148.25
2014-09-18,152.45
2014-09-19,153.45
2014-09-22,153.4
2014-09-23,148.25
2014-09-24,144.1
2014-09-25,141.3
2014-09-26,140.7
2014-09-29,143.1
2014-09-30,146.3
2014-10-01,145.15
2014-10-07,154.2
2014-10-08,149.55
2014-10-09,150.7
2014-10-10,149.7
2014-10-13,149.65
2014-10-14,152.8
2014-10-16,149.55
2014-10-17,146.9
2014-10-20,147.9
2014-10-21,146.6
2014-10-22,147.7
2014-10-23,148.7
2014-10-27,150.15
2014-10-28,156.3
2014-10-29,160.4
2014-10-30,157.0
2014-10-31,156.8
2014-11-03,157.3
2014-11-05,155.9
2014-11-07,153.1
2014-11-10,153.6
2014-11-11,155.15
2014-11-12,160.45
2014-11-13,155.65
2014-11-14,152.25
2014-11-17,154.9
2014-11-18,157.2
2014-11-19,154.65
2014-11-20,153.15
2014-11-21,151.15
2014-11-24,148.3
2014-11-25,150.0
2014-11-26,148.1
2014-11-27,146.15
2014-11-28,146.15
2014-12-01,143.8
2014-12-02,145.4
2014-12-03,146.0
2014-12-04,147.75
2014-12-05,153.2
2014-12-08,153.1
2014-12-09,150.2
2014-12-10,153.4
2014-12-11,153.0
2014-12-12,153.0
2014-12-15,153.1
2014-12-16,153.0
2014-12-17,153.85
2014-12-18,153.3
2014-12-19,152.75
2014-12-22,156.2
2014-12-23,159.1
2014-12-24,164.25
2014-12-26,161.05
2014-12-29,159.6
2014-12-30,158.05
2014-12-31,160.6
