Date,MARALOVER
2014-01-01,18.85
2014-01-02,18.75
2014-01-03,19.0
2014-01-06,19.15
2014-01-07,20.65
2014-01-08,22.5
2014-01-09,22.35
2014-01-10,21.75
2014-01-13,20.85
2014-01-14,21.1
2014-01-15,20.7
2014-01-16,19.9
2014-01-17,19.6
2014-01-20,19.2
2014-01-21,20.05
2014-01-22,20.1
2014-01-23,20.2
2014-01-24,20.0
2014-01-27,19.25
2014-01-28,19.3
2014-01-29,19.1
2014-01-30,18.95
2014-01-31,18.9
2014-02-03,19.5
2014-02-04,19.7
2014-02-05,19.35
2014-02-06,19.15
2014-02-07,19.2
2014-02-10,18.8
2014-02-11,18.25
2014-02-12,18.6
2014-02-13,17.85
2014-02-14,17.6
2014-02-17,17.15
2014-02-18,17.3
2014-02-19,17.05
2014-02-20,16.85
2014-02-21,17.0
2014-02-24,17.0
2014-02-25,17.0
2014-02-26,16.4
2014-02-28,16.45
2014-03-03,16.7
2014-03-04,17.25
2014-03-05,17.1
2014-03-06,17.25
2014-03-07,17.7
2014-03-10,17.3
2014-03-11,17.35
2014-03-12,17.1
2014-03-13,16.65
2014-03-14,16.8
2014-03-18,17.75
2014-03-19,17.0
2014-03-20,17.5
2014-03-21,17.85
2014-03-22,18.1
2014-03-24,17.75
2014-03-25,17.75
2014-03-26,17.1
2014-03-27,17.35
2014-03-28,17.95
2014-03-31,17.15
2014-04-01,17.5
2014-04-02,18.8
2014-04-03,19.4
2014-04-04,19.5
2014-04-07,19.6
2014-04-09,19.9
2014-04-10,19.85
2014-04-11,19.75
2014-04-15,20.3
2014-04-16,21.2
2014-04-17,21.15
2014-04-21,21.75
2014-04-22,22.0
2014-04-23,19.4
2014-04-25,19.0
2014-04-28,19.05
2014-04-29,19.15
2014-04-30,19.5
2014-05-02,19.1
2014-05-05,18.8
2014-05-06,18.55
2014-05-07,18.6
2014-05-08,18.65
2014-05-09,18.55
2014-05-12,18.45
2014-05-13,19.0
2014-05-14,19.1
2014-05-15,19.15
2014-05-16,18.45
2014-05-19,19.35
2014-05-20,19.3
2014-05-21,22.3
2014-05-22,22.0
2014-05-23,22.25
2014-05-26,21.25
2014-05-27,21.9
2014-05-28,21.7
2014-05-29,21.4
2014-05-30,21.0
2014-06-02,21.5
2014-06-03,21.2
2014-06-04,25.4
2014-06-05,27.7
2014-06-06,27.35
2014-06-09,26.45
2014-06-10,26.4
2014-06-11,25.95
2014-06-12,26.15
2014-06-13,26.1
2014-06-16,26.9
2014-06-17,26.6
2014-06-18,27.0
2014-06-19,28.9
2014-06-20,28.3
2014-06-23,28.3
2014-06-24,28.45
2014-06-25,28.55
2014-06-26,28.05
2014-06-27,29.05
2014-06-30,29.05
2014-07-01,28.7
2014-07-02,28.95
2014-07-03,28.2
2014-07-04,28.4
2014-07-07,27.6
2014-07-08,25.65
2014-07-09,25.25
2014-07-10,25.15
2014-07-11,25.4
2014-07-14,24.75
2014-07-15,25.1
2014-07-16,25.05
2014-07-17,25.5
2014-07-18,25.9
2014-07-21,26.55
2014-07-22,25.75
2014-07-23,26.4
2014-07-24,26.95
2014-07-25,26.0
2014-07-28,22.7
2014-07-30,23.2
2014-07-31,23.4
2014-08-01,21.6
2014-08-04,23.1
2014-08-05,23.5
2014-08-06,23.5
2014-08-07,22.85
2014-08-08,21.35
2014-08-11,22.05
2014-08-12,22.0
2014-08-13,21.25
2014-08-14,21.6
2014-08-18,21.65
2014-08-19,21.8
2014-08-20,21.7
2014-08-21,23.0
2014-08-22,22.45
2014-08-25,22.3
2014-08-26,21.9
2014-08-27,21.8
2014-08-28,22.0
2014-09-01,23.35
2014-09-02,24.0
2014-09-03,23.35
2014-09-04,23.6
2014-09-05,23.0
2014-09-08,23.4
2014-09-09,23.2
2014-09-10,23.6
2014-09-11,24.2
2014-09-12,24.85
2014-09-15,26.15
2014-09-16,23.45
2014-09-17,23.95
2014-09-18,24.15
2014-09-19,23.9
2014-09-22,23.85
2014-09-23,24.65
2014-09-24,24.75
2014-09-25,23.5
2014-09-26,23.75
2014-09-29,24.2
2014-09-30,24.25
2014-10-01,24.0
2014-10-07,24.1
2014-10-08,23.7
2014-10-09,23.65
2014-10-10,24.0
2014-10-13,23.95
2014-10-14,23.95
2014-10-16,23.4
2014-10-17,22.8
2014-10-20,23.0
2014-10-21,23.0
2014-10-22,22.3
2014-10-23,23.7
2014-10-27,23.75
2014-10-28,23.05
2014-10-29,23.1
2014-10-30,22.05
2014-10-31,22.6
2014-11-03,22.4
2014-11-05,23.55
2014-11-07,21.65
2014-11-10,21.9
2014-11-11,22.55
2014-11-12,22.95
2014-11-13,23.0
2014-11-14,22.2
2014-11-17,22.05
2014-11-18,21.65
2014-11-19,21.6
2014-11-20,21.05
2014-11-21,21.05
2014-11-24,21.55
2014-11-25,21.2
2014-11-26,20.65
2014-11-27,20.6
2014-11-28,20.8
2014-12-01,20.85
2014-12-02,20.6
2014-12-03,21.8
2014-12-04,21.5
2014-12-05,20.95
2014-12-08,19.3
2014-12-09,19.45
2014-12-10,19.55
2014-12-11,19.25
2014-12-12,19.3
2014-12-15,19.0
2014-12-16,18.7
2014-12-17,18.4
2014-12-18,18.5
2014-12-19,18.8
2014-12-22,18.7
2014-12-23,18.8
2014-12-24,18.3
2014-12-26,18.35
2014-12-29,18.65
2014-12-30,18.95
2014-12-31,19.2
