Date,GICHSGFIN
2014-01-01,105.3
2014-01-02,102.9
2014-01-03,103.05
2014-01-06,104.2
2014-01-07,103.05
2014-01-08,104.05
2014-01-09,105.35
2014-01-10,105.3
2014-01-13,108.3
2014-01-14,110.9
2014-01-15,113.1
2014-01-16,109.15
2014-01-17,104.05
2014-01-20,106.6
2014-01-21,106.15
2014-01-22,106.9
2014-01-23,107.65
2014-01-24,104.85
2014-01-27,101.55
2014-01-28,102.9
2014-01-29,101.1
2014-01-30,98.35
2014-01-31,98.8
2014-02-03,97.25
2014-02-04,98.0
2014-02-05,96.9
2014-02-06,97.45
2014-02-07,97.25
2014-02-10,97.0
2014-02-11,96.55
2014-02-12,96.3
2014-02-13,94.9
2014-02-14,95.05
2014-02-17,94.55
2014-02-18,95.65
2014-02-19,95.7
2014-02-20,94.7
2014-02-21,95.3
2014-02-24,95.6
2014-02-25,97.1
2014-02-26,95.9
2014-02-28,98.15
2014-03-03,96.6
2014-03-04,97.05
2014-03-05,98.0
2014-03-06,100.15
2014-03-07,100.3
2014-03-10,102.4
2014-03-11,102.25
2014-03-12,103.65
2014-03-13,102.95
2014-03-14,101.05
2014-03-18,102.2
2014-03-19,101.9
2014-03-20,101.35
2014-03-21,102.6
2014-03-22,102.5
2014-03-24,102.45
2014-03-25,101.15
2014-03-26,103.6
2014-03-27,104.05
2014-03-28,106.0
2014-03-31,109.1
2014-04-01,110.85
2014-04-02,109.55
2014-04-03,108.3
2014-04-04,109.7
2014-04-07,109.1
2014-04-09,112.75
2014-04-10,114.6
2014-04-11,114.15
2014-04-15,116.4
2014-04-16,114.0
2014-04-17,119.1
2014-04-21,120.3
2014-04-22,118.9
2014-04-23,119.2
2014-04-25,116.65
2014-04-28,117.05
2014-04-29,116.15
2014-04-30,115.55
2014-05-02,115.4
2014-05-05,118.1
2014-05-06,120.2
2014-05-07,118.1
2014-05-08,118.55
2014-05-09,119.0
2014-05-12,119.5
2014-05-13,124.1
2014-05-14,123.85
2014-05-15,123.25
2014-05-16,131.15
2014-05-19,145.4
2014-05-20,144.15
2014-05-21,141.45
2014-05-22,144.8
2014-05-23,153.2
2014-05-26,142.85
2014-05-27,145.65
2014-05-28,153.8
2014-05-29,155.7
2014-05-30,154.75
2014-06-02,159.4
2014-06-03,164.25
2014-06-04,169.15
2014-06-05,172.9
2014-06-06,169.15
2014-06-09,173.85
2014-06-10,171.35
2014-06-11,166.5
2014-06-12,167.4
2014-06-13,154.25
2014-06-16,154.35
2014-06-17,160.1
2014-06-18,163.45
2014-06-19,160.1
2014-06-20,156.15
2014-06-23,160.5
2014-06-24,168.65
2014-06-25,169.8
2014-06-26,169.95
2014-06-27,175.9
2014-06-30,173.85
2014-07-01,173.15
2014-07-02,175.75
2014-07-03,172.9
2014-07-04,173.0
2014-07-07,176.75
2014-07-08,167.65
2014-07-09,166.2
2014-07-10,166.75
2014-07-11,165.5
2014-07-14,165.45
2014-07-15,166.7
2014-07-16,168.15
2014-07-17,169.7
2014-07-18,169.0
2014-07-21,170.1
2014-07-22,170.5
2014-07-23,173.15
2014-07-24,167.8
2014-07-25,165.1
2014-07-28,163.9
2014-07-30,162.7
2014-07-31,159.35
2014-08-01,154.75
2014-08-04,153.35
2014-08-05,156.2
2014-08-06,161.8
2014-08-07,159.7
2014-08-08,156.0
2014-08-11,158.4
2014-08-12,159.0
2014-08-13,156.3
2014-08-14,155.85
2014-08-18,158.3
2014-08-19,159.85
2014-08-20,166.0
2014-08-21,164.0
2014-08-22,163.4
2014-08-25,163.4
2014-08-26,162.3
2014-08-27,164.95
2014-08-28,171.7
2014-09-01,177.25
2014-09-02,175.1
2014-09-03,172.75
2014-09-04,167.6
2014-09-05,170.25
2014-09-08,167.0
2014-09-09,169.05
2014-09-10,167.05
2014-09-11,168.55
2014-09-12,169.6
2014-09-15,167.6
2014-09-16,164.55
2014-09-17,161.7
2014-09-18,163.55
2014-09-19,164.7
2014-09-22,163.5
2014-09-23,161.65
2014-09-24,158.65
2014-09-25,152.45
2014-09-26,155.75
2014-09-29,158.4
2014-09-30,156.7
2014-10-01,155.95
2014-10-07,153.55
2014-10-08,154.4
2014-10-09,156.2
2014-10-10,157.7
2014-10-13,158.0
2014-10-14,160.45
2014-10-16,159.35
2014-10-17,157.35
2014-10-20,157.55
2014-10-21,157.6
2014-10-22,159.45
2014-10-23,162.2
2014-10-27,165.95
2014-10-28,166.2
2014-10-29,166.0
2014-10-30,166.05
2014-10-31,167.95
2014-11-03,171.2
2014-11-05,173.2
2014-11-07,173.7
2014-11-10,180.75
2014-11-11,182.85
2014-11-12,193.35
2014-11-13,184.8
2014-11-14,186.75
2014-11-17,190.85
2014-11-18,195.6
2014-11-19,188.55
2014-11-20,187.15
2014-11-21,185.2
2014-11-24,185.4
2014-11-25,180.45
2014-11-26,181.6
2014-11-27,181.1
2014-11-28,182.6
2014-12-01,183.35
2014-12-02,183.15
2014-12-03,187.25
2014-12-04,190.1
2014-12-05,188.15
2014-12-08,183.75
2014-12-09,180.5
2014-12-10,181.85
2014-12-11,180.25
2014-12-12,180.05
2014-12-15,185.5
2014-12-16,180.2
2014-12-17,179.05
2014-12-18,183.8
2014-12-19,184.6
2014-12-22,186.6
2014-12-23,185.6
2014-12-24,187.0
2014-12-26,185.7
2014-12-29,194.65
2014-12-30,213.15
2014-12-31,214.2
