Date,SPARC
2014-01-01,161.25
2014-01-02,157.45
2014-01-03,162.35
2014-01-06,169.75
2014-01-07,166.35
2014-01-08,167.5
2014-01-09,163.9
2014-01-10,165.6
2014-01-13,163.9
2014-01-14,162.2
2014-01-15,160.55
2014-01-16,155.85
2014-01-17,152.8
2014-01-20,158.45
2014-01-21,158.35
2014-01-22,159.7
2014-01-23,160.9
2014-01-24,161.5
2014-01-27,153.5
2014-01-28,156.9
2014-01-29,154.8
2014-01-30,156.7
2014-01-31,161.9
2014-02-03,163.35
2014-02-04,162.4
2014-02-05,159.8
2014-02-06,159.1
2014-02-07,158.7
2014-02-10,159.25
2014-02-11,158.65
2014-02-12,156.15
2014-02-13,153.15
2014-02-14,154.85
2014-02-17,152.65
2014-02-18,156.3
2014-02-19,163.5
2014-02-20,164.5
2014-02-21,164.5
2014-02-24,162.6
2014-02-25,165.1
2014-02-26,170.9
2014-02-28,161.0
2014-03-03,159.55
2014-03-04,158.85
2014-03-05,161.75
2014-03-06,161.7
2014-03-07,157.95
2014-03-10,157.9
2014-03-11,155.45
2014-03-12,156.9
2014-03-13,151.7
2014-03-14,153.25
2014-03-18,154.15
2014-03-19,153.05
2014-03-20,150.7
2014-03-21,153.1
2014-03-22,152.0
2014-03-24,150.75
2014-03-25,149.7
2014-03-26,149.9
2014-03-27,148.35
2014-03-28,147.7
2014-03-31,145.65
2014-04-01,145.95
2014-04-02,153.5
2014-04-03,150.3
2014-04-04,152.55
2014-04-07,156.7
2014-04-09,161.25
2014-04-10,157.85
2014-04-11,155.6
2014-04-15,150.4
2014-04-16,148.25
2014-04-17,150.55
2014-04-21,157.0
2014-04-22,153.6
2014-04-23,154.95
2014-04-25,151.8
2014-04-28,153.95
2014-04-29,175.35
2014-04-30,170.7
2014-05-02,170.45
2014-05-05,158.25
2014-05-06,159.3
2014-05-07,157.95
2014-05-08,155.95
2014-05-09,155.2
2014-05-12,156.45
2014-05-13,159.4
2014-05-14,158.65
2014-05-15,156.55
2014-05-16,155.5
2014-05-19,152.65
2014-05-20,156.4
2014-05-21,156.75
2014-05-22,162.15
2014-05-23,162.2
2014-05-26,157.65
2014-05-27,156.85
2014-05-28,155.95
2014-05-29,157.6
2014-05-30,155.8
2014-06-02,159.75
2014-06-03,160.0
2014-06-04,161.15
2014-06-05,161.2
2014-06-06,170.1
2014-06-09,172.55
2014-06-10,174.2
2014-06-11,169.4
2014-06-12,168.6
2014-06-13,163.65
2014-06-16,163.9
2014-06-17,165.45
2014-06-18,163.2
2014-06-19,160.55
2014-06-20,156.05
2014-06-23,157.3
2014-06-24,158.15
2014-06-25,157.15
2014-06-26,160.3
2014-06-27,160.25
2014-06-30,162.85
2014-07-01,162.2
2014-07-02,163.5
2014-07-03,166.8
2014-07-04,166.8
2014-07-07,168.85
2014-07-08,161.3
2014-07-09,159.95
2014-07-10,163.55
2014-07-11,158.05
2014-07-14,155.85
2014-07-15,160.35
2014-07-16,160.0
2014-07-17,162.05
2014-07-18,161.0
2014-07-21,162.1
2014-07-22,166.65
2014-07-23,184.55
2014-07-24,182.75
2014-07-25,181.4
2014-07-28,177.35
2014-07-30,175.7
2014-07-31,170.05
2014-08-01,168.0
2014-08-04,169.15
2014-08-05,166.8
2014-08-06,169.6
2014-08-07,164.35
2014-08-08,161.75
2014-08-11,163.75
2014-08-12,162.8
2014-08-13,160.2
2014-08-14,165.8
2014-08-18,170.05
2014-08-19,172.25
2014-08-20,182.75
2014-08-21,178.85
2014-08-22,188.9
2014-08-25,198.55
2014-08-26,193.7
2014-08-27,199.55
2014-08-28,196.15
2014-09-01,204.35
2014-09-02,205.45
2014-09-03,199.55
2014-09-04,198.65
2014-09-05,210.5
2014-09-08,213.45
2014-09-09,212.95
2014-09-10,213.3
2014-09-11,206.45
2014-09-12,203.05
2014-09-15,206.25
2014-09-16,195.8
2014-09-17,192.5
2014-09-18,200.15
2014-09-19,198.2
2014-09-22,199.2
2014-09-23,192.2
2014-09-24,186.65
2014-09-25,187.95
2014-09-26,188.3
2014-09-29,194.6
2014-09-30,198.45
2014-10-01,196.85
2014-10-07,201.7
2014-10-08,198.55
2014-10-09,199.75
2014-10-10,195.3
2014-10-13,195.65
2014-10-14,194.65
2014-10-16,187.85
2014-10-17,189.65
2014-10-20,189.9
2014-10-21,188.5
2014-10-22,191.6
2014-10-23,193.8
2014-10-27,197.8
2014-10-28,199.0
2014-10-29,197.75
2014-10-30,196.5
2014-10-31,198.3
2014-11-03,198.9
2014-11-05,190.5
2014-11-07,195.5
2014-11-10,195.6
2014-11-11,194.65
2014-11-12,190.85
2014-11-13,189.05
2014-11-14,190.95
2014-11-17,191.0
2014-11-18,193.65
2014-11-19,189.5
2014-11-20,187.85
2014-11-21,186.8
2014-11-24,187.4
2014-11-25,181.75
2014-11-26,182.65
2014-11-27,184.65
2014-11-28,182.55
2014-12-01,182.0
2014-12-02,199.65
2014-12-03,199.2
2014-12-04,196.5
2014-12-05,193.55
2014-12-08,190.5
2014-12-09,197.55
2014-12-10,198.55
2014-12-11,194.05
2014-12-12,191.5
2014-12-15,189.6
2014-12-16,182.9
2014-12-17,177.45
2014-12-18,185.05
2014-12-19,177.75
2014-12-22,179.75
2014-12-23,179.4
2014-12-24,180.3
2014-12-26,180.55
2014-12-29,182.2
2014-12-30,186.9
2014-12-31,186.65
