Date,ASHOKA
2014-01-01,70.75
2014-01-02,65.7
2014-01-03,65.1
2014-01-06,63.55
2014-01-07,64.1
2014-01-08,64.2
2014-01-09,64.3
2014-01-10,63.95
2014-01-13,63.4
2014-01-14,63.05
2014-01-15,66.2
2014-01-16,64.25
2014-01-17,66.15
2014-01-20,70.8
2014-01-21,66.9
2014-01-22,64.9
2014-01-23,63.35
2014-01-24,62.65
2014-01-27,61.35
2014-01-28,60.45
2014-01-29,60.3
2014-01-30,56.65
2014-01-31,56.95
2014-02-03,60.0
2014-02-04,60.0
2014-02-05,59.85
2014-02-06,59.8
2014-02-07,60.85
2014-02-10,60.25
2014-02-11,58.5
2014-02-12,58.5
2014-02-13,58.5
2014-02-14,57.4
2014-02-17,58.7
2014-02-18,58.05
2014-02-19,58.15
2014-02-20,57.15
2014-02-21,57.6
2014-02-24,59.9
2014-02-25,59.45
2014-02-26,60.9
2014-02-28,62.55
2014-03-03,61.2
2014-03-04,61.0
2014-03-05,61.95
2014-03-06,63.6
2014-03-07,66.75
2014-03-10,65.5
2014-03-11,68.0
2014-03-12,68.7
2014-03-13,69.4
2014-03-14,69.7
2014-03-18,66.85
2014-03-19,67.1
2014-03-20,72.3
2014-03-21,75.4
2014-03-22,75.35
2014-03-24,75.55
2014-03-25,76.7
2014-03-26,74.7
2014-03-27,75.5
2014-03-28,76.95
2014-03-31,76.4
2014-04-01,76.1
2014-04-02,77.3
2014-04-03,78.6
2014-04-04,76.85
2014-04-07,75.0
2014-04-09,90.0
2014-04-10,93.4
2014-04-11,93.85
2014-04-15,92.9
2014-04-16,88.1
2014-04-17,99.65
2014-04-21,98.65
2014-04-22,99.2
2014-04-23,96.85
2014-04-25,94.0
2014-04-28,95.25
2014-04-29,92.95
2014-04-30,93.55
2014-05-02,90.55
2014-05-05,93.7
2014-05-06,94.35
2014-05-07,93.2
2014-05-08,97.55
2014-05-09,95.75
2014-05-12,99.4
2014-05-13,105.8
2014-05-14,107.5
2014-05-15,110.8
2014-05-16,112.5
2014-05-19,118.0
2014-05-20,123.4
2014-05-21,120.35
2014-05-22,132.45
2014-05-23,144.6
2014-05-26,133.5
2014-05-27,125.4
2014-05-28,132.5
2014-05-29,132.45
2014-05-30,134.45
2014-06-02,141.35
2014-06-03,146.8
2014-06-04,146.9
2014-06-05,149.4
2014-06-06,149.55
2014-06-09,147.0
2014-06-10,146.0
2014-06-11,138.95
2014-06-12,141.65
2014-06-13,143.9
2014-06-16,143.5
2014-06-17,148.15
2014-06-18,149.15
2014-06-19,149.7
2014-06-20,146.65
2014-06-23,146.9
2014-06-24,147.35
2014-06-25,147.1
2014-06-26,146.2
2014-06-27,144.9
2014-06-30,147.85
2014-07-01,147.85
2014-07-02,145.95
2014-07-03,142.6
2014-07-04,144.2
2014-07-07,146.15
2014-07-08,144.15
2014-07-09,140.75
2014-07-10,141.85
2014-07-11,137.4
2014-07-14,142.2
2014-07-15,146.25
2014-07-16,154.95
2014-07-17,153.0
2014-07-18,152.05
2014-07-21,152.85
2014-07-22,148.05
2014-07-23,148.45
2014-07-24,142.6
2014-07-25,138.65
2014-07-28,131.05
2014-07-30,123.85
2014-07-31,127.7
2014-08-01,127.8
2014-08-04,130.85
2014-08-05,133.5
2014-08-06,133.5
2014-08-07,132.45
2014-08-08,128.75
2014-08-11,128.95
2014-08-12,128.5
2014-08-13,126.5
2014-08-14,130.85
2014-08-18,137.4
2014-08-19,140.0
2014-08-20,136.3
2014-08-21,136.8
2014-08-22,135.05
2014-08-25,130.0
2014-08-26,129.6
2014-08-27,129.75
2014-08-28,128.25
2014-09-01,128.3
2014-09-02,129.15
2014-09-03,137.85
2014-09-04,140.2
2014-09-05,141.0
2014-09-08,140.8
2014-09-09,143.75
2014-09-10,140.6
2014-09-11,140.05
2014-09-12,141.5
2014-09-15,143.1
2014-09-16,136.25
2014-09-17,136.25
2014-09-18,141.55
2014-09-19,137.3
2014-09-22,140.95
2014-09-23,140.9
2014-09-24,135.75
2014-09-25,129.75
2014-09-26,130.4
2014-09-29,133.75
2014-09-30,134.55
2014-10-01,133.65
2014-10-07,132.95
2014-10-08,130.1
2014-10-09,133.1
2014-10-10,128.1
2014-10-13,128.15
2014-10-14,126.7
2014-10-16,120.35
2014-10-17,116.8
2014-10-20,114.9
2014-10-21,113.8
2014-10-22,128.3
2014-10-23,130.8
2014-10-27,132.95
2014-10-28,134.0
2014-10-29,136.1
2014-10-30,135.15
2014-10-31,139.55
2014-11-03,137.45
2014-11-05,135.9
2014-11-07,132.25
2014-11-10,136.85
2014-11-11,134.7
2014-11-12,134.0
2014-11-13,132.95
2014-11-14,130.0
2014-11-17,129.2
2014-11-18,127.55
2014-11-19,133.45
2014-11-20,137.55
2014-11-21,136.65
2014-11-24,140.05
2014-11-25,139.6
2014-11-26,139.8
2014-11-27,137.0
2014-11-28,137.85
2014-12-01,132.3
2014-12-02,132.7
2014-12-03,139.6
2014-12-04,138.65
2014-12-05,138.45
2014-12-08,135.75
2014-12-09,131.8
2014-12-10,132.55
2014-12-11,129.9
2014-12-12,131.2
2014-12-15,138.0
2014-12-16,130.7
2014-12-17,130.3
2014-12-18,129.1
2014-12-19,134.6
2014-12-22,136.05
2014-12-23,139.5
2014-12-24,139.05
2014-12-26,137.6
2014-12-29,137.05
2014-12-30,138.7
2014-12-31,138.85
