Date,VIMTALABS
2014-01-01,55.35
2014-01-02,55.15
2014-01-03,53.9
2014-01-06,55.4
2014-01-07,55.95
2014-01-08,54.2
2014-01-09,53.9
2014-01-10,52.75
2014-01-13,52.65
2014-01-14,53.8
2014-01-15,53.65
2014-01-16,53.8
2014-01-17,51.65
2014-01-20,52.3
2014-01-21,54.6
2014-01-22,55.0
2014-01-23,52.8
2014-01-24,51.25
2014-01-27,47.4
2014-01-28,49.0
2014-01-29,49.8
2014-01-30,49.7
2014-01-31,49.75
2014-02-03,49.7
2014-02-04,49.85
2014-02-05,49.65
2014-02-06,49.5
2014-02-07,49.8
2014-02-10,49.9
2014-02-11,51.95
2014-02-12,49.9
2014-02-13,49.75
2014-02-14,51.15
2014-02-17,50.9
2014-02-18,50.05
2014-02-19,50.7
2014-02-20,50.0
2014-02-21,51.1
2014-02-24,53.0
2014-02-25,56.15
2014-02-26,58.6
2014-02-28,58.95
2014-03-03,58.15
2014-03-04,57.5
2014-03-05,59.6
2014-03-06,58.5
2014-03-07,57.0
2014-03-10,56.35
2014-03-11,56.0
2014-03-12,56.0
2014-03-13,56.15
2014-03-14,56.2
2014-03-18,56.9
2014-03-19,57.05
2014-03-20,57.0
2014-03-21,57.6
2014-03-22,58.05
2014-03-24,58.55
2014-03-25,57.75
2014-03-26,54.75
2014-03-27,55.35
2014-03-28,55.35
2014-03-31,55.75
2014-04-01,56.7
2014-04-02,60.4
2014-04-03,64.35
2014-04-04,67.2
2014-04-07,65.9
2014-04-09,70.85
2014-04-10,72.25
2014-04-11,69.8
2014-04-15,67.3
2014-04-16,79.65
2014-04-17,84.9
2014-04-21,97.6
2014-04-22,104.2
2014-04-23,97.0
2014-04-25,93.7
2014-04-28,103.05
2014-04-29,107.3
2014-04-30,102.7
2014-05-02,99.8
2014-05-05,102.8
2014-05-06,99.75
2014-05-07,109.7
2014-05-08,122.45
2014-05-09,121.95
2014-05-12,111.0
2014-05-13,113.5
2014-05-14,112.0
2014-05-15,104.95
2014-05-16,106.45
2014-05-19,100.65
2014-05-20,104.9
2014-05-21,111.95
2014-05-22,110.5
2014-05-23,110.05
2014-05-26,102.15
2014-05-27,102.35
2014-05-28,101.75
2014-05-29,99.75
2014-05-30,97.7
2014-06-02,98.2
2014-06-03,98.6
2014-06-04,101.45
2014-06-05,99.65
2014-06-06,99.1
2014-06-09,98.8
2014-06-10,102.45
2014-06-11,98.6
2014-06-12,96.55
2014-06-13,91.5
2014-06-16,93.4
2014-06-17,94.45
2014-06-18,94.65
2014-06-19,93.95
2014-06-20,92.65
2014-06-23,90.25
2014-06-24,94.25
2014-06-25,105.05
2014-06-26,107.9
2014-06-27,106.15
2014-06-30,106.35
2014-07-01,104.35
2014-07-02,106.9
2014-07-03,104.35
2014-07-04,116.0
2014-07-07,116.2
2014-07-08,106.6
2014-07-09,100.05
2014-07-10,100.45
2014-07-11,97.15
2014-07-14,96.95
2014-07-15,100.95
2014-07-16,103.45
2014-07-17,107.6
2014-07-18,107.0
2014-07-21,106.45
2014-07-22,106.6
2014-07-23,101.35
2014-07-24,101.15
2014-07-25,98.05
2014-07-28,96.85
2014-07-30,97.25
2014-07-31,107.6
2014-08-01,99.5
2014-08-04,99.9
2014-08-05,99.4
2014-08-06,100.0
2014-08-07,98.45
2014-08-08,94.35
2014-08-11,95.55
2014-08-12,95.15
2014-08-13,91.75
2014-08-14,93.3
2014-08-18,95.65
2014-08-19,98.35
2014-08-20,98.9
2014-08-21,99.5
2014-08-22,98.7
2014-08-25,99.9
2014-08-26,100.8
2014-08-27,101.7
2014-08-28,98.7
2014-09-01,99.15
2014-09-02,99.2
2014-09-03,98.5
2014-09-04,96.55
2014-09-05,96.75
2014-09-08,98.3
2014-09-09,112.15
2014-09-10,109.75
2014-09-11,110.25
2014-09-12,114.3
2014-09-15,118.75
2014-09-16,107.75
2014-09-17,105.05
2014-09-18,111.0
2014-09-19,107.75
2014-09-22,109.05
2014-09-23,103.2
2014-09-24,99.4
2014-09-25,93.8
2014-09-26,96.85
2014-09-29,99.2
2014-09-30,96.75
2014-10-01,95.75
2014-10-07,89.95
2014-10-08,90.75
2014-10-09,93.25
2014-10-10,91.25
2014-10-13,91.1
2014-10-14,90.3
2014-10-16,86.25
2014-10-17,85.8
2014-10-20,89.5
2014-10-21,87.25
2014-10-22,92.3
2014-10-23,92.65
2014-10-27,91.45
2014-10-28,97.8
2014-10-29,96.05
2014-10-30,95.15
2014-10-31,95.4
2014-11-03,97.3
2014-11-05,94.9
2014-11-07,96.6
2014-11-10,89.55
2014-11-11,90.9
2014-11-12,89.7
2014-11-13,87.35
2014-11-14,86.85
2014-11-17,84.45
2014-11-18,83.35
2014-11-19,82.8
2014-11-20,86.85
2014-11-21,85.95
2014-11-24,83.2
2014-11-25,77.85
2014-11-26,75.4
2014-11-27,79.3
2014-11-28,76.35
2014-12-01,75.15
2014-12-02,75.9
2014-12-03,77.0
2014-12-04,76.9
2014-12-05,75.0
2014-12-08,72.75
2014-12-09,71.4
2014-12-10,72.35
2014-12-11,70.5
2014-12-12,71.45
2014-12-15,67.75
2014-12-16,61.4
2014-12-17,69.65
2014-12-18,70.75
2014-12-19,69.25
2014-12-22,68.1
2014-12-23,66.4
2014-12-24,65.5
2014-12-26,63.55
2014-12-29,65.5
2014-12-30,65.15
2014-12-31,68.1
