Date,KOPRAN
2014-01-01,20.4
2014-01-02,21.55
2014-01-03,22.55
2014-01-06,27.05
2014-01-07,28.8
2014-01-08,28.6
2014-01-09,28.0
2014-01-10,26.2
2014-01-13,25.95
2014-01-14,26.8
2014-01-15,26.0
2014-01-16,25.5
2014-01-17,25.7
2014-01-20,25.6
2014-01-21,24.95
2014-01-22,25.05
2014-01-23,25.05
2014-01-24,23.8
2014-01-27,22.65
2014-01-28,24.0
2014-01-29,23.7
2014-01-30,23.0
2014-01-31,23.15
2014-02-03,24.85
2014-02-04,24.25
2014-02-05,24.15
2014-02-06,24.45
2014-02-07,24.65
2014-02-10,24.7
2014-02-11,25.0
2014-02-12,25.3
2014-02-13,23.4
2014-02-14,22.7
2014-02-17,22.7
2014-02-18,22.55
2014-02-19,22.8
2014-02-20,22.5
2014-02-21,22.15
2014-02-24,22.3
2014-02-25,22.9
2014-02-26,23.3
2014-02-28,23.6
2014-03-03,23.9
2014-03-04,24.5
2014-03-05,23.9
2014-03-06,24.5
2014-03-07,24.15
2014-03-10,24.35
2014-03-11,23.85
2014-03-12,23.7
2014-03-13,23.25
2014-03-14,22.9
2014-03-18,22.85
2014-03-19,22.7
2014-03-20,22.35
2014-03-21,21.95
2014-03-22,21.85
2014-03-24,21.2
2014-03-25,21.1
2014-03-26,21.0
2014-03-27,20.85
2014-03-28,20.75
2014-03-31,21.3
2014-04-01,21.1
2014-04-02,25.3
2014-04-03,25.8
2014-04-04,25.8
2014-04-07,25.3
2014-04-09,26.0
2014-04-10,26.65
2014-04-11,26.0
2014-04-15,25.55
2014-04-16,25.55
2014-04-17,25.55
2014-04-21,26.4
2014-04-22,29.5
2014-04-23,29.15
2014-04-25,30.0
2014-04-28,30.95
2014-04-29,32.4
2014-04-30,31.95
2014-05-02,32.7
2014-05-05,36.0
2014-05-06,35.85
2014-05-07,34.6
2014-05-08,35.25
2014-05-09,34.75
2014-05-12,33.1
2014-05-13,34.05
2014-05-14,33.5
2014-05-15,32.2
2014-05-16,32.55
2014-05-19,33.7
2014-05-20,35.5
2014-05-21,35.65
2014-05-22,36.9
2014-05-23,37.9
2014-05-26,36.5
2014-05-27,36.45
2014-05-28,36.95
2014-05-29,37.35
2014-05-30,36.65
2014-06-02,36.7
2014-06-03,36.0
2014-06-04,37.1
2014-06-05,39.35
2014-06-06,39.1
2014-06-09,41.1
2014-06-10,42.7
2014-06-11,40.65
2014-06-12,41.1
2014-06-13,38.8
2014-06-16,38.85
2014-06-17,40.05
2014-06-18,38.65
2014-06-19,39.4
2014-06-20,39.7
2014-06-23,43.8
2014-06-24,45.1
2014-06-25,41.9
2014-06-26,42.8
2014-06-27,43.85
2014-06-30,45.35
2014-07-01,46.55
2014-07-02,46.65
2014-07-03,47.1
2014-07-04,47.65
2014-07-07,48.15
2014-07-08,44.25
2014-07-09,41.65
2014-07-10,42.05
2014-07-11,39.55
2014-07-14,40.15
2014-07-15,41.45
2014-07-16,41.7
2014-07-17,41.95
2014-07-18,41.55
2014-07-21,49.85
2014-07-22,50.75
2014-07-23,51.35
2014-07-24,54.1
2014-07-25,53.95
2014-07-28,55.05
2014-07-30,53.85
2014-07-31,53.15
2014-08-01,51.2
2014-08-04,52.6
2014-08-05,51.75
2014-08-06,52.25
2014-08-07,53.0
2014-08-08,51.15
2014-08-11,52.9
2014-08-12,52.05
2014-08-13,48.15
2014-08-14,49.65
2014-08-18,47.05
2014-08-19,47.0
2014-08-20,52.6
2014-08-21,52.75
2014-08-22,59.1
2014-08-25,61.65
2014-08-26,63.25
2014-08-27,63.1
2014-08-28,60.8
2014-09-01,65.05
2014-09-02,65.15
2014-09-03,63.55
2014-09-04,65.65
2014-09-05,63.15
2014-09-08,64.65
2014-09-09,64.3
2014-09-10,64.1
2014-09-11,64.5
2014-09-12,64.95
2014-09-15,70.0
2014-09-16,63.9
2014-09-17,66.1
2014-09-18,69.55
2014-09-19,67.9
2014-09-22,68.8
2014-09-23,66.35
2014-09-24,64.55
2014-09-25,61.75
2014-09-26,62.95
2014-09-29,67.15
2014-09-30,67.2
2014-10-01,66.5
2014-10-07,64.5
2014-10-08,62.95
2014-10-09,64.35
2014-10-10,62.25
2014-10-13,62.35
2014-10-14,62.05
2014-10-16,57.95
2014-10-17,57.75
2014-10-20,57.85
2014-10-21,57.7
2014-10-22,57.95
2014-10-23,57.95
2014-10-27,61.3
2014-10-28,62.25
2014-10-29,61.75
2014-10-30,60.9
2014-10-31,60.7
2014-11-03,62.6
2014-11-05,61.25
2014-11-07,63.4
2014-11-10,68.2
2014-11-11,67.15
2014-11-12,66.55
2014-11-13,60.25
2014-11-14,59.45
2014-11-17,57.85
2014-11-18,60.0
2014-11-19,58.7
2014-11-20,60.2
2014-11-21,59.0
2014-11-24,58.1
2014-11-25,56.0
2014-11-26,56.45
2014-11-27,60.65
2014-11-28,58.7
2014-12-01,58.2
2014-12-02,58.65
2014-12-03,58.85
2014-12-04,62.65
2014-12-05,61.3
2014-12-08,58.4
2014-12-09,56.85
2014-12-10,56.8
2014-12-11,55.4
2014-12-12,53.7
2014-12-15,54.2
2014-12-16,50.8
2014-12-17,49.1
2014-12-18,51.6
2014-12-19,52.15
2014-12-22,52.65
2014-12-23,51.0
2014-12-24,51.45
2014-12-26,50.95
2014-12-29,51.3
2014-12-30,51.0
2014-12-31,51.3
