Date,AVTNPL
2014-01-01,20.1
2014-01-02,19.7
2014-01-03,20.65
2014-01-06,21.25
2014-01-07,21.45
2014-01-08,22.35
2014-01-09,21.15
2014-01-10,20.6
2014-01-13,21.2
2014-01-14,20.85
2014-01-15,20.85
2014-01-16,20.6
2014-01-17,20.2
2014-01-20,21.9
2014-01-21,22.0
2014-01-22,21.55
2014-01-23,22.45
2014-01-24,22.15
2014-01-27,21.45
2014-01-28,21.45
2014-01-29,21.3
2014-01-30,20.9
2014-01-31,21.1
2014-02-03,20.9
2014-02-04,21.15
2014-02-05,21.85
2014-02-06,22.65
2014-02-07,22.2
2014-02-10,22.1
2014-02-11,22.25
2014-02-12,22.45
2014-02-13,22.0
2014-02-14,22.1
2014-02-17,22.4
2014-02-18,22.3
2014-02-19,22.3
2014-02-20,22.05
2014-02-21,21.6
2014-02-24,22.1
2014-02-25,22.0
2014-02-26,22.0
2014-02-28,21.35
2014-03-03,21.25
2014-03-04,21.3
2014-03-05,21.3
2014-03-06,21.5
2014-03-07,21.25
2014-03-10,21.3
2014-03-11,21.85
2014-03-12,21.65
2014-03-13,21.65
2014-03-14,21.2
2014-03-18,21.15
2014-03-19,21.15
2014-03-20,21.25
2014-03-21,20.8
2014-03-22,20.9
2014-03-24,20.85
2014-03-25,20.9
2014-03-26,20.75
2014-03-27,20.8
2014-03-28,20.85
2014-03-31,21.2
2014-04-01,21.6
2014-04-02,21.25
2014-04-03,21.05
2014-04-04,20.95
2014-04-07,21.15
2014-04-09,21.3
2014-04-10,22.85
2014-04-11,23.25
2014-04-15,23.1
2014-04-16,25.6
2014-04-17,26.8
2014-04-21,27.9
2014-04-22,27.9
2014-04-23,27.35
2014-04-25,26.55
2014-04-28,26.85
2014-04-29,26.15
2014-04-30,29.85
2014-05-02,30.05
2014-05-05,30.55
2014-05-06,29.45
2014-05-07,29.35
2014-05-08,28.75
2014-05-09,29.25
2014-05-12,28.5
2014-05-13,28.8
2014-05-14,30.45
2014-05-15,29.9
2014-05-16,30.05
2014-05-19,32.6
2014-05-20,37.15
2014-05-21,37.1
2014-05-22,37.0
2014-05-23,38.7
2014-05-26,34.8
2014-05-27,34.5
2014-05-28,35.85
2014-05-29,34.95
2014-05-30,32.7
2014-06-02,32.45
2014-06-03,32.5
2014-06-04,32.55
2014-06-05,37.55
2014-06-06,36.7
2014-06-09,36.4
2014-06-10,37.7
2014-06-11,36.2
2014-06-12,36.6
2014-06-13,33.95
2014-06-16,34.8
2014-06-17,34.6
2014-06-18,35.15
2014-06-19,34.95
2014-06-20,35.05
2014-06-23,35.25
2014-06-24,39.4
2014-06-25,40.1
2014-06-26,38.9
2014-06-27,40.05
2014-06-30,40.5
2014-07-01,46.1
2014-07-02,47.85
2014-07-03,46.55
2014-07-04,45.85
2014-07-07,46.6
2014-07-08,43.05
2014-07-09,41.5
2014-07-10,41.75
2014-07-11,39.35
2014-07-14,39.5
2014-07-15,44.4
2014-07-16,44.35
2014-07-17,43.75
2014-07-18,44.0
2014-07-21,44.8
2014-07-22,45.9
2014-07-23,44.85
2014-07-24,45.45
2014-07-25,41.05
2014-07-28,41.55
2014-07-30,42.45
2014-07-31,41.5
2014-08-01,42.3
2014-08-04,42.85
2014-08-05,42.6
2014-08-06,47.95
2014-08-07,45.4
2014-08-08,44.4
2014-08-11,43.8
2014-08-12,43.15
2014-08-13,42.15
2014-08-14,43.1
2014-08-18,46.45
2014-08-19,50.75
2014-08-20,49.5
2014-08-21,50.3
2014-08-22,51.65
2014-08-25,49.7
2014-08-26,49.15
2014-08-27,49.5
2014-08-28,48.45
2014-09-01,47.95
2014-09-02,48.7
2014-09-03,48.45
2014-09-04,47.2
2014-09-05,47.45
2014-09-08,50.8
2014-09-09,49.95
2014-09-10,49.5
2014-09-11,51.9
2014-09-12,54.3
2014-09-15,53.3
2014-09-16,48.95
2014-09-17,50.0
2014-09-18,50.95
2014-09-19,50.85
2014-09-22,51.45
2014-09-23,50.55
2014-09-24,49.45
2014-09-25,47.5
2014-09-26,47.0
2014-09-29,47.6
2014-09-30,48.75
2014-10-01,48.85
2014-10-07,47.15
2014-10-08,45.85
2014-10-09,46.65
2014-10-10,46.7
2014-10-13,45.6
2014-10-14,45.6
2014-10-16,45.85
2014-10-17,46.05
2014-10-20,39.05
2014-10-21,39.55
2014-10-22,38.5
2014-10-23,39.45
2014-10-27,39.9
2014-10-28,40.45
2014-10-29,41.55
2014-10-30,41.2
2014-10-31,41.3
2014-11-03,44.0
2014-11-05,43.8
2014-11-07,43.05
2014-11-10,44.5
2014-11-11,43.55
2014-11-12,42.55
2014-11-13,42.35
2014-11-14,44.05
2014-11-17,43.85
2014-11-18,43.45
2014-11-19,42.15
2014-11-20,40.85
2014-11-21,40.3
2014-11-24,40.15
2014-11-25,37.55
2014-11-26,39.6
2014-11-27,40.05
2014-11-28,39.9
2014-12-01,38.6
2014-12-02,38.65
2014-12-03,40.2
2014-12-04,40.0
2014-12-05,39.0
2014-12-08,38.6
2014-12-09,38.65
2014-12-10,39.8
2014-12-11,39.85
2014-12-12,38.15
2014-12-15,37.65
2014-12-16,36.5
2014-12-17,35.85
2014-12-18,37.5
2014-12-19,37.7
2014-12-22,37.25
2014-12-23,37.6
2014-12-24,38.1
2014-12-26,38.3
2014-12-29,37.8
2014-12-30,38.05
2014-12-31,38.05
