Date,NIFTYBEES
2014-01-01,637.19
2014-01-02,628.56
2014-01-03,627.92
2014-01-06,625.42
2014-01-07,623.94
2014-01-08,624.34
2014-01-09,623.57
2014-01-10,624.72
2014-01-13,633.59
2014-01-14,630.89
2014-01-15,638.07
2014-01-16,638.81
2014-01-17,632.27
2014-01-20,638.78
2014-01-21,637.09
2014-01-22,642.41
2014-01-23,642.91
2014-01-24,634.63
2014-01-27,621.02
2014-01-28,621.31
2014-01-29,624.3
2014-01-30,616.74
2014-01-31,617.24
2014-02-03,612.91
2014-02-04,609.32
2014-02-05,610.92
2014-02-06,611.06
2014-02-07,616.05
2014-02-10,614.79
2014-02-11,615.99
2014-02-12,617.25
2014-02-13,608.34
2014-02-14,613.39
2014-02-17,616.19
2014-02-18,619.96
2014-02-19,622.5
2014-02-20,618.29
2014-02-21,623.24
2014-02-24,625.92
2014-02-25,628.0
2014-02-26,630.66
2014-02-28,634.41
2014-03-03,628.79
2014-03-04,636.55
2014-03-05,640.11
2014-03-06,646.69
2014-03-07,660.24
2014-03-10,657.38
2014-03-11,651.02
2014-03-12,652.55
2014-03-13,649.13
2014-03-14,650.36
2014-03-18,651.58
2014-03-19,653.02
2014-03-20,648.58
2014-03-21,649.68
2014-03-22,650.16
2014-03-24,658.52
2014-03-25,659.78
2014-03-26,658.85
2014-03-27,662.66
2014-03-28,669.41
2014-03-31,670.0
2014-04-01,671.46
2014-04-02,676.15
2014-04-03,673.56
2014-04-04,671.02
2014-04-07,669.99
2014-04-09,679.84
2014-04-10,679.87
2014-04-11,679.07
2014-04-15,676.64
2014-04-16,672.03
2014-04-17,679.43
2014-04-21,684.59
2014-04-22,683.08
2014-04-23,687.14
2014-04-25,681.91
2014-04-28,679.07
2014-04-29,674.65
2014-04-30,672.79
2014-05-02,669.81
2014-05-05,672.7
2014-05-06,673.96
2014-05-07,669.24
2014-05-08,667.67
2014-05-09,692.09
2014-05-12,703.7
2014-05-13,710.65
2014-05-14,713.14
2014-05-15,714.46
2014-05-16,723.08
2014-05-19,729.27
2014-05-20,726.92
2014-05-21,729.56
2014-05-22,730.14
2014-05-23,740.08
2014-05-26,738.91
2014-05-27,731.38
2014-05-28,733.17
2014-05-29,729.63
2014-05-30,723.75
2014-06-02,737.41
2014-06-03,744.85
2014-06-04,743.37
2014-06-05,750.63
2014-06-06,761.67
2014-06-09,771.75
2014-06-10,771.6
2014-06-11,768.17
2014-06-12,768.91
2014-06-13,763.84
2014-06-16,760.91
2014-06-17,768.89
2014-06-18,761.27
2014-06-19,760.18
2014-06-20,757.04
2014-06-23,753.91
2014-06-24,762.54
2014-06-25,761.47
2014-06-26,756.34
2014-06-27,755.69
2014-06-30,764.67
2014-07-01,767.63
2014-07-02,776.21
2014-07-03,777.05
2014-07-04,782.27
2014-07-07,782.77
2014-07-08,768.33
2014-07-09,762.56
2014-07-10,763.78
2014-07-11,751.97
2014-07-14,750.38
2014-07-15,757.99
2014-07-16,768.71
2014-07-17,769.61
2014-07-18,773.15
2014-07-21,774.68
2014-07-22,782.35
2014-07-23,786.06
2014-07-24,788.19
2014-07-25,784.53
2014-07-28,782.23
2014-07-30,786.1
2014-07-31,780.14
2014-08-01,771.16
2014-08-04,776.95
2014-08-05,781.99
2014-08-06,774.18
2014-08-07,772.45
2014-08-08,767.56
2014-08-11,771.25
2014-08-12,779.32
2014-08-13,782.81
2014-08-14,787.85
2014-08-18,795.69
2014-08-19,797.7
2014-08-20,795.04
2014-08-21,795.48
2014-08-22,800.19
2014-08-25,798.63
2014-08-26,800.89
2014-08-27,803.66
2014-08-28,806.12
2014-09-01,812.85
2014-09-02,818.9
2014-09-03,821.85
2014-09-04,817.54
2014-09-05,817.14
2014-09-08,825.91
2014-09-09,824.91
2014-09-10,819.92
2014-09-11,818.33
2014-09-12,818.85
2014-09-15,812.67
2014-09-16,803.74
2014-09-17,804.83
2014-09-18,820.44
2014-09-19,821.27
2014-09-22,825.92
2014-09-23,814.24
2014-09-24,811.42
2014-09-25,802.37
2014-09-26,808.95
2014-09-29,806.72
2014-09-30,807.18
2014-10-01,805.58
2014-10-07,793.81
2014-10-08,796.34
2014-10-09,804.13
2014-10-10,797.29
2014-10-13,799.11
2014-10-14,797.01
2014-10-16,786.86
2014-10-17,788.42
2014-10-20,799.18
2014-10-21,802.62
2014-10-22,806.85
2014-10-23,810.51
2014-10-27,807.76
2014-10-28,811.03
2014-10-29,816.39
2014-10-30,828.42
2014-10-31,841.15
2014-11-03,843.5
2014-11-05,843.99
2014-11-07,845.37
2014-11-10,843.66
2014-11-11,846.47
2014-11-12,848.22
2014-11-13,845.64
2014-11-14,849.1
2014-11-17,852.65
2014-11-18,851.4
2014-11-19,846.07
2014-11-20,847.73
2014-11-21,855.14
2014-11-24,861.02
2014-11-25,856.36
2014-11-26,858.24
2014-11-27,863.24
2014-11-28,869.31
2014-12-01,864.38
2014-12-02,863.02
2014-12-03,864.57
2014-12-04,868.19
2014-12-05,867.51
2014-12-08,855.48
2014-12-09,845.92
2014-12-10,847.48
2014-12-11,841.9
2014-12-12,834.33
2014-12-15,832.9
2014-12-16,820.33
2014-12-17,815.23
2014-12-18,825.94
2014-12-19,834.06
2014-12-22,844.49
2014-12-23,835.99
2014-12-24,832.05
2014-12-26,828.11
2014-12-29,834.31
2014-12-30,833.93
2014-12-31,838.77
