Date,MOTHERSUMI
2014-01-01,191.5
2014-01-02,192.75
2014-01-03,197.0
2014-01-06,199.9
2014-01-07,193.0
2014-01-08,198.15
2014-01-09,212.0
2014-01-10,202.55
2014-01-13,197.95
2014-01-14,198.05
2014-01-15,200.3
2014-01-16,199.2
2014-01-17,198.1
2014-01-20,200.9
2014-01-21,200.85
2014-01-22,199.9
2014-01-23,194.95
2014-01-24,192.95
2014-01-27,187.35
2014-01-28,186.75
2014-01-29,180.8
2014-01-30,180.3
2014-01-31,204.1
2014-02-03,197.65
2014-02-04,194.15
2014-02-05,201.6
2014-02-06,205.25
2014-02-07,206.55
2014-02-10,208.55
2014-02-11,217.9
2014-02-12,229.0
2014-02-13,225.5
2014-02-14,224.85
2014-02-17,222.45
2014-02-18,217.45
2014-02-19,223.15
2014-02-20,220.1
2014-02-21,220.95
2014-02-24,218.6
2014-02-25,220.85
2014-02-26,223.45
2014-02-28,231.75
2014-03-03,239.55
2014-03-04,229.6
2014-03-05,236.4
2014-03-06,236.3
2014-03-07,232.45
2014-03-10,226.8
2014-03-11,228.75
2014-03-12,226.85
2014-03-13,225.45
2014-03-14,227.0
2014-03-18,227.0
2014-03-19,222.5
2014-03-20,219.9
2014-03-21,226.2
2014-03-22,228.4
2014-03-24,229.7
2014-03-25,229.85
2014-03-26,236.45
2014-03-27,246.95
2014-03-28,250.0
2014-03-31,255.55
2014-04-01,255.25
2014-04-02,264.95
2014-04-03,259.05
2014-04-04,254.85
2014-04-07,261.35
2014-04-09,259.6
2014-04-10,257.45
2014-04-11,259.75
2014-04-15,254.2
2014-04-16,246.9
2014-04-17,249.15
2014-04-21,251.35
2014-04-22,250.75
2014-04-23,263.65
2014-04-25,264.2
2014-04-28,265.7
2014-04-29,260.55
2014-04-30,253.75
2014-05-02,263.95
2014-05-05,263.3
2014-05-06,260.2
2014-05-07,259.15
2014-05-08,262.85
2014-05-09,265.85
2014-05-12,270.6
2014-05-13,275.9
2014-05-14,279.55
2014-05-15,266.55
2014-05-16,262.6
2014-05-19,259.9
2014-05-20,272.4
2014-05-21,286.9
2014-05-22,280.45
2014-05-23,276.2
2014-05-26,283.25
2014-05-27,293.45
2014-05-28,297.5
2014-05-29,294.2
2014-05-30,299.55
2014-06-02,302.2
2014-06-03,313.95
2014-06-04,318.9
2014-06-05,311.8
2014-06-06,308.8
2014-06-09,306.95
2014-06-10,302.0
2014-06-11,299.5
2014-06-12,308.7
2014-06-13,318.5
2014-06-16,314.85
2014-06-17,316.75
2014-06-18,318.5
2014-06-19,323.15
2014-06-20,311.85
2014-06-23,314.8
2014-06-24,313.05
2014-06-25,309.65
2014-06-26,317.1
2014-06-27,318.95
2014-06-30,324.25
2014-07-01,343.4
2014-07-02,345.6
2014-07-03,356.1
2014-07-04,369.05
2014-07-07,363.9
2014-07-08,353.2
2014-07-09,351.8
2014-07-10,360.25
2014-07-11,352.5
2014-07-14,351.95
2014-07-15,356.3
2014-07-16,370.2
2014-07-17,373.7
2014-07-18,376.75
2014-07-21,368.75
2014-07-22,367.85
2014-07-23,356.1
2014-07-24,352.1
2014-07-25,348.55
2014-07-28,357.1
2014-07-30,359.9
2014-07-31,364.95
2014-08-01,352.55
2014-08-04,347.95
2014-08-05,359.3
2014-08-06,362.35
2014-08-07,364.9
2014-08-08,365.9
2014-08-11,370.2
2014-08-12,353.0
2014-08-13,349.55
2014-08-14,354.4
2014-08-18,351.4
2014-08-19,357.75
2014-08-20,359.3
2014-08-21,359.35
2014-08-22,358.75
2014-08-25,353.95
2014-08-26,357.1
2014-08-27,373.75
2014-08-28,371.95
2014-09-01,382.1
2014-09-02,394.25
2014-09-03,392.95
2014-09-04,396.85
2014-09-05,387.3
2014-09-08,385.4
2014-09-09,392.7
2014-09-10,401.6
2014-09-11,438.95
2014-09-12,436.65
2014-09-15,439.15
2014-09-16,414.7
2014-09-17,419.0
2014-09-18,422.7
2014-09-19,414.7
2014-09-22,409.0
2014-09-23,402.8
2014-09-24,407.15
2014-09-25,402.35
2014-09-26,404.75
2014-09-29,402.75
2014-09-30,395.65
2014-10-01,396.65
2014-10-07,390.25
2014-10-08,385.1
2014-10-09,384.05
2014-10-10,368.35
2014-10-13,384.8
2014-10-14,377.0
2014-10-16,362.55
2014-10-17,373.65
2014-10-20,387.4
2014-10-21,393.45
2014-10-22,398.9
2014-10-23,400.6
2014-10-27,406.85
2014-10-28,414.3
2014-10-29,415.0
2014-10-30,425.25
2014-10-31,420.45
2014-11-03,426.6
2014-11-05,426.25
2014-11-07,428.25
2014-11-10,410.3
2014-11-11,417.2
2014-11-12,428.7
2014-11-13,425.9
2014-11-14,424.65
2014-11-17,428.3
2014-11-18,441.1
2014-11-19,441.55
2014-11-20,436.55
2014-11-21,439.55
2014-11-24,439.1
2014-11-25,434.2
2014-11-26,427.0
2014-11-27,424.65
2014-11-28,428.1
2014-12-01,421.2
2014-12-02,419.35
2014-12-03,432.55
2014-12-04,425.9
2014-12-05,423.15
2014-12-08,424.4
2014-12-09,416.35
2014-12-10,423.3
2014-12-11,414.1
2014-12-12,414.65
2014-12-15,403.9
2014-12-16,412.65
2014-12-17,408.1
2014-12-18,433.95
2014-12-19,432.9
2014-12-22,439.75
2014-12-23,430.9
2014-12-24,428.6
2014-12-26,429.1
2014-12-29,448.8
2014-12-30,445.3
2014-12-31,457.5
