Date,MAHINDCIE
2014-01-01,49.0
2014-01-02,49.0
2014-01-03,48.4
2014-01-06,53.15
2014-01-07,53.8
2014-01-08,55.15
2014-01-09,53.6
2014-01-10,53.0
2014-01-13,53.2
2014-01-14,53.0
2014-01-15,52.65
2014-01-16,50.5
2014-01-17,48.6
2014-01-20,47.05
2014-01-21,49.0
2014-01-22,54.95
2014-01-23,53.7
2014-01-24,54.0
2014-01-27,52.7
2014-01-28,52.35
2014-01-29,51.8
2014-01-30,50.35
2014-01-31,50.4
2014-02-03,50.8
2014-02-04,50.8
2014-02-05,52.2
2014-02-06,54.4
2014-02-07,59.4
2014-02-10,60.15
2014-02-11,59.05
2014-02-12,59.1
2014-02-13,59.0
2014-02-14,60.25
2014-02-17,59.15
2014-02-18,59.95
2014-02-19,60.05
2014-02-20,60.4
2014-02-21,64.5
2014-02-24,66.55
2014-02-25,75.45
2014-02-26,77.7
2014-02-28,81.15
2014-03-03,77.65
2014-03-04,77.4
2014-03-05,77.55
2014-03-06,78.0
2014-03-07,77.3
2014-03-10,79.95
2014-03-11,79.65
2014-03-12,77.1
2014-03-13,75.6
2014-03-14,73.1
2014-03-18,73.0
2014-03-19,71.6
2014-03-20,72.7
2014-03-21,70.45
2014-03-22,71.9
2014-03-24,76.0
2014-03-25,76.0
2014-03-26,75.2
2014-03-27,77.75
2014-03-28,75.9
2014-03-31,74.75
2014-04-01,77.5
2014-04-02,79.4
2014-04-03,80.35
2014-04-04,81.5
2014-04-07,81.8
2014-04-09,98.15
2014-04-10,113.8
2014-04-11,120.9
2014-04-15,116.05
2014-04-16,116.05
2014-04-17,120.3
2014-04-21,120.55
2014-04-22,115.45
2014-04-23,115.55
2014-04-25,120.05
2014-04-28,124.95
2014-04-29,117.75
2014-04-30,112.4
2014-05-02,110.3
2014-05-05,111.1
2014-05-06,115.9
2014-05-07,112.55
2014-05-08,114.3
2014-05-09,111.75
2014-05-12,109.05
2014-05-13,106.95
2014-05-14,108.85
2014-05-15,106.6
2014-05-16,104.75
2014-05-19,108.8
2014-05-20,107.5
2014-05-21,105.05
2014-05-22,108.15
2014-05-23,110.85
2014-05-26,105.9
2014-05-27,103.55
2014-05-28,108.25
2014-05-29,106.3
2014-05-30,116.15
2014-06-02,119.05
2014-06-03,116.3
2014-06-04,123.35
2014-06-05,121.25
2014-06-06,117.75
2014-06-09,122.3
2014-06-10,119.65
2014-06-11,115.45
2014-06-12,118.8
2014-06-13,118.8
2014-06-16,113.4
2014-06-17,114.4
2014-06-18,114.0
2014-06-19,114.5
2014-06-20,121.0
2014-06-23,145.2
2014-06-24,165.3
2014-06-25,154.35
2014-06-26,147.15
2014-06-27,149.4
2014-06-30,160.85
2014-07-01,164.35
2014-07-02,167.05
2014-07-03,171.15
2014-07-04,182.05
2014-07-07,182.2
2014-07-08,164.65
2014-07-09,161.85
2014-07-10,165.4
2014-07-11,152.45
2014-07-14,153.1
2014-07-15,159.15
2014-07-16,161.3
2014-07-17,159.75
2014-07-18,158.2
2014-07-21,160.3
2014-07-22,156.05
2014-07-23,155.7
2014-07-24,162.55
2014-07-25,158.55
2014-07-28,158.8
2014-07-30,157.85
2014-07-31,158.85
2014-08-01,152.6
2014-08-04,159.45
2014-08-05,161.05
2014-08-06,159.9
2014-08-07,162.6
2014-08-08,155.4
2014-08-11,156.95
2014-08-12,157.7
2014-08-13,153.5
2014-08-14,156.1
2014-08-18,157.25
2014-08-19,157.35
2014-08-20,171.8
2014-08-21,174.85
2014-08-22,171.0
2014-08-25,165.5
2014-08-26,164.1
2014-08-27,167.3
2014-08-28,175.4
2014-09-01,177.3
2014-09-02,175.75
2014-09-03,175.25
2014-09-04,182.3
2014-09-05,200.0
2014-09-08,193.6
2014-09-09,201.45
2014-09-10,200.05
2014-09-11,197.2
2014-09-12,201.25
2014-09-15,208.8
2014-09-16,203.2
2014-09-17,201.4
2014-09-18,209.15
2014-09-19,209.2
2014-09-22,219.0
2014-09-23,219.55
2014-09-24,216.3
2014-09-25,209.7
2014-09-26,205.5
2014-09-29,212.55
2014-09-30,213.35
2014-10-01,207.85
2014-10-07,206.1
2014-10-08,201.45
2014-10-09,204.0
2014-10-10,200.25
2014-10-13,193.85
2014-10-14,193.6
2014-10-16,181.3
2014-10-17,170.95
2014-10-20,168.9
2014-10-21,184.95
2014-10-22,188.5
2014-10-23,188.5
2014-10-27,184.6
2014-10-28,181.85
2014-10-29,176.5
2014-10-30,181.6
2014-10-31,182.25
2014-11-03,218.7
2014-11-05,209.25
2014-11-07,204.3
2014-11-10,208.7
2014-11-11,212.65
2014-11-12,208.55
2014-11-13,210.15
2014-11-14,225.6
2014-11-17,227.35
2014-11-18,219.65
2014-11-19,233.1
2014-11-20,229.8
2014-11-21,226.6
2014-11-24,231.4
2014-11-25,222.95
2014-11-26,223.4
2014-11-27,225.85
2014-11-28,227.2
2014-12-01,227.55
2014-12-02,222.45
2014-12-03,224.8
2014-12-04,229.35
2014-12-05,229.85
2014-12-08,242.6
2014-12-09,238.85
2014-12-10,241.05
2014-12-11,231.8
2014-12-12,221.35
2014-12-15,215.05
2014-12-16,207.6
2014-12-17,209.95
2014-12-18,215.85
2014-12-19,214.75
2014-12-22,209.9
2014-12-23,210.1
2014-12-24,210.1
2014-12-26,207.75
2014-12-29,206.75
2014-12-30,211.3
2014-12-31,212.45
