Date,COALINDIA
2014-01-01,292.2
2014-01-02,283.15
2014-01-03,277.6
2014-01-06,276.3
2014-01-07,275.35
2014-01-08,288.8
2014-01-09,295.65
2014-01-10,288.95
2014-01-13,290.25
2014-01-14,288.9
2014-01-15,295.2
2014-01-16,302.65
2014-01-17,272.0
2014-01-20,269.45
2014-01-21,263.0
2014-01-22,261.8
2014-01-23,259.1
2014-01-24,257.9
2014-01-27,249.0
2014-01-28,249.15
2014-01-29,250.7
2014-01-30,246.15
2014-01-31,247.45
2014-02-03,245.75
2014-02-04,249.3
2014-02-05,255.2
2014-02-06,267.3
2014-02-07,269.6
2014-02-10,270.0
2014-02-11,270.0
2014-02-12,269.9
2014-02-13,260.4
2014-02-14,260.8
2014-02-17,256.25
2014-02-18,255.1
2014-02-19,254.8
2014-02-20,251.05
2014-02-21,251.25
2014-02-24,252.0
2014-02-25,246.15
2014-02-26,244.0
2014-02-28,244.0
2014-03-03,244.35
2014-03-04,247.15
2014-03-05,251.55
2014-03-06,257.1
2014-03-07,264.8
2014-03-10,258.8
2014-03-11,255.75
2014-03-12,260.5
2014-03-13,265.1
2014-03-14,264.25
2014-03-18,270.7
2014-03-19,263.15
2014-03-20,260.45
2014-03-21,263.05
2014-03-22,263.55
2014-03-24,269.95
2014-03-25,274.5
2014-03-26,280.75
2014-03-27,280.0
2014-03-28,286.35
2014-03-31,288.75
2014-04-01,290.5
2014-04-02,286.9
2014-04-03,280.5
2014-04-04,281.7
2014-04-07,284.0
2014-04-09,288.15
2014-04-10,292.15
2014-04-11,293.05
2014-04-15,292.8
2014-04-16,289.7
2014-04-17,290.9
2014-04-21,296.1
2014-04-22,299.0
2014-04-23,302.25
2014-04-25,299.95
2014-04-28,295.7
2014-04-29,296.7
2014-04-30,291.85
2014-05-02,295.3
2014-05-05,296.45
2014-05-06,296.45
2014-05-07,295.4
2014-05-08,293.75
2014-05-09,308.65
2014-05-12,331.05
2014-05-13,332.05
2014-05-14,343.3
2014-05-15,340.35
2014-05-16,345.4
2014-05-19,388.95
2014-05-20,366.5
2014-05-21,370.9
2014-05-22,389.9
2014-05-23,397.9
2014-05-26,401.05
2014-05-27,393.05
2014-05-28,380.4
2014-05-29,373.55
2014-05-30,370.9
2014-06-02,373.35
2014-06-03,393.4
2014-06-04,390.35
2014-06-05,391.95
2014-06-06,390.65
2014-06-09,413.2
2014-06-10,420.4
2014-06-11,404.3
2014-06-12,394.9
2014-06-13,389.35
2014-06-16,389.35
2014-06-17,400.45
2014-06-18,394.1
2014-06-19,385.15
2014-06-20,386.35
2014-06-23,387.9
2014-06-24,391.5
2014-06-25,397.85
2014-06-26,388.3
2014-06-27,380.85
2014-06-30,384.95
2014-07-01,384.45
2014-07-02,393.55
2014-07-03,396.1
2014-07-04,394.15
2014-07-07,396.75
2014-07-08,377.4
2014-07-09,365.7
2014-07-10,369.9
2014-07-11,362.7
2014-07-14,358.25
2014-07-15,364.45
2014-07-16,365.3
2014-07-17,376.7
2014-07-18,375.6
2014-07-21,378.45
2014-07-22,387.55
2014-07-23,384.8
2014-07-24,385.25
2014-07-25,377.0
2014-07-28,364.35
2014-07-30,367.3
2014-07-31,367.7
2014-08-01,359.0
2014-08-04,359.45
2014-08-05,361.1
2014-08-06,359.9
2014-08-07,363.0
2014-08-08,355.65
2014-08-11,357.4
2014-08-12,364.6
2014-08-13,353.05
2014-08-14,356.45
2014-08-18,363.7
2014-08-19,369.25
2014-08-20,366.65
2014-08-21,364.2
2014-08-22,357.05
2014-08-25,358.65
2014-08-26,356.6
2014-08-27,358.55
2014-08-28,356.1
2014-09-01,365.25
2014-09-02,363.4
2014-09-03,376.1
2014-09-04,379.05
2014-09-05,370.3
2014-09-08,374.7
2014-09-09,380.65
2014-09-10,373.65
2014-09-11,360.75
2014-09-12,357.7
2014-09-15,351.85
2014-09-16,344.45
2014-09-17,339.35
2014-09-18,344.9
2014-09-19,345.8
2014-09-22,343.0
2014-09-23,335.15
2014-09-24,351.35
2014-09-25,346.75
2014-09-26,348.1
2014-09-29,343.5
2014-09-30,341.35
2014-10-01,344.6
2014-10-07,341.55
2014-10-08,341.7
2014-10-09,343.35
2014-10-10,335.25
2014-10-13,340.8
2014-10-14,344.2
2014-10-16,348.6
2014-10-17,350.65
2014-10-20,361.3
2014-10-21,355.05
2014-10-22,353.05
2014-10-23,352.3
2014-10-27,356.5
2014-10-28,356.65
2014-10-29,358.8
2014-10-30,359.9
2014-10-31,370.55
2014-11-03,359.2
2014-11-05,349.1
2014-11-07,344.55
2014-11-10,349.1
2014-11-11,345.6
2014-11-12,345.9
2014-11-13,347.1
2014-11-14,356.3
2014-11-17,354.1
2014-11-18,352.6
2014-11-19,347.05
2014-11-20,346.75
2014-11-21,346.9
2014-11-24,347.3
2014-11-25,348.05
2014-11-26,349.55
2014-11-27,349.15
2014-11-28,355.0
2014-12-01,353.8
2014-12-02,355.75
2014-12-03,357.1
2014-12-04,355.85
2014-12-05,356.55
2014-12-08,364.6
2014-12-09,360.95
2014-12-10,360.05
2014-12-11,363.7
2014-12-12,364.35
2014-12-15,377.05
2014-12-16,366.75
2014-12-17,367.25
2014-12-18,367.55
2014-12-19,376.0
2014-12-22,390.35
2014-12-23,383.65
2014-12-24,376.85
2014-12-26,378.35
2014-12-29,386.9
2014-12-30,382.55
2014-12-31,383.85
