Date,ESCORTS
2014-01-01,137.1
2014-01-02,128.2
2014-01-03,124.8
2014-01-06,124.2
2014-01-07,122.25
2014-01-08,121.85
2014-01-09,119.7
2014-01-10,119.15
2014-01-13,123.1
2014-01-14,123.0
2014-01-15,121.7
2014-01-16,119.65
2014-01-17,115.7
2014-01-20,119.0
2014-01-21,122.1
2014-01-22,125.5
2014-01-23,125.15
2014-01-24,119.75
2014-01-27,119.3
2014-01-28,122.55
2014-01-29,122.95
2014-01-30,119.95
2014-01-31,124.05
2014-02-03,125.85
2014-02-04,122.45
2014-02-05,121.7
2014-02-06,116.75
2014-02-07,120.2
2014-02-10,122.0
2014-02-11,120.55
2014-02-12,118.4
2014-02-13,112.95
2014-02-14,109.9
2014-02-17,114.15
2014-02-18,114.45
2014-02-19,116.3
2014-02-20,112.8
2014-02-21,116.85
2014-02-24,115.25
2014-02-25,114.65
2014-02-26,114.45
2014-02-28,115.0
2014-03-03,114.75
2014-03-04,114.7
2014-03-05,118.65
2014-03-06,118.05
2014-03-07,123.4
2014-03-10,121.4
2014-03-11,121.0
2014-03-12,118.0
2014-03-13,116.65
2014-03-14,116.95
2014-03-18,113.55
2014-03-19,115.1
2014-03-20,113.95
2014-03-21,115.4
2014-03-22,116.8
2014-03-24,118.3
2014-03-25,116.45
2014-03-26,117.3
2014-03-27,116.0
2014-03-28,114.95
2014-03-31,115.25
2014-04-01,120.65
2014-04-02,122.65
2014-04-03,120.05
2014-04-04,123.2
2014-04-07,122.4
2014-04-09,127.6
2014-04-10,132.45
2014-04-11,133.25
2014-04-15,129.05
2014-04-16,125.75
2014-04-17,127.05
2014-04-21,130.85
2014-04-22,127.55
2014-04-23,126.8
2014-04-25,123.8
2014-04-28,127.85
2014-04-29,124.7
2014-04-30,126.45
2014-05-02,121.7
2014-05-05,113.1
2014-05-06,113.9
2014-05-07,111.3
2014-05-08,105.8
2014-05-09,107.45
2014-05-12,111.6
2014-05-13,116.8
2014-05-14,119.0
2014-05-15,115.95
2014-05-16,117.5
2014-05-19,124.7
2014-05-20,121.85
2014-05-21,130.2
2014-05-22,134.3
2014-05-23,129.0
2014-05-26,127.85
2014-05-27,128.2
2014-05-28,126.65
2014-05-29,122.05
2014-05-30,124.8
2014-06-02,128.05
2014-06-03,131.1
2014-06-04,130.45
2014-06-05,134.25
2014-06-06,134.0
2014-06-09,132.95
2014-06-10,129.1
2014-06-11,130.8
2014-06-12,133.8
2014-06-13,137.45
2014-06-16,142.65
2014-06-17,145.05
2014-06-18,140.95
2014-06-19,140.8
2014-06-20,135.2
2014-06-23,132.9
2014-06-24,135.8
2014-06-25,137.85
2014-06-26,136.0
2014-06-27,135.9
2014-06-30,135.15
2014-07-01,136.6
2014-07-02,142.25
2014-07-03,140.45
2014-07-04,138.55
2014-07-07,138.15
2014-07-08,126.2
2014-07-09,121.3
2014-07-10,122.7
2014-07-11,117.5
2014-07-14,118.7
2014-07-15,121.85
2014-07-16,123.15
2014-07-17,123.35
2014-07-18,123.0
2014-07-21,126.0
2014-07-22,126.35
2014-07-23,125.3
2014-07-24,127.85
2014-07-25,122.85
2014-07-28,121.65
2014-07-30,117.05
2014-07-31,119.0
2014-08-01,114.6
2014-08-04,115.75
2014-08-05,116.4
2014-08-06,114.95
2014-08-07,113.95
2014-08-08,111.1
2014-08-11,109.35
2014-08-12,113.35
2014-08-13,109.4
2014-08-14,109.85
2014-08-18,114.45
2014-08-19,114.35
2014-08-20,114.8
2014-08-21,114.9
2014-08-22,112.8
2014-08-25,113.15
2014-08-26,112.15
2014-08-27,114.15
2014-08-28,113.85
2014-09-01,119.05
2014-09-02,116.0
2014-09-03,120.7
2014-09-04,133.2
2014-09-05,128.3
2014-09-08,137.4
2014-09-09,137.35
2014-09-10,135.6
2014-09-11,145.3
2014-09-12,147.75
2014-09-15,154.25
2014-09-16,153.65
2014-09-17,151.85
2014-09-18,155.0
2014-09-19,164.2
2014-09-22,162.75
2014-09-23,153.3
2014-09-24,148.55
2014-09-25,141.85
2014-09-26,146.15
2014-09-29,156.1
2014-09-30,152.0
2014-10-01,149.4
2014-10-07,155.2
2014-10-08,152.55
2014-10-09,161.5
2014-10-10,160.45
2014-10-13,162.2
2014-10-14,163.15
2014-10-16,157.45
2014-10-17,157.35
2014-10-20,158.4
2014-10-21,157.5
2014-10-22,162.75
2014-10-23,166.35
2014-10-27,162.85
2014-10-28,171.25
2014-10-29,169.3
2014-10-30,170.8
2014-10-31,169.75
2014-11-03,170.35
2014-11-05,166.6
2014-11-07,154.0
2014-11-10,152.45
2014-11-11,155.15
2014-11-12,152.55
2014-11-13,149.05
2014-11-14,146.35
2014-11-17,148.8
2014-11-18,149.8
2014-11-19,146.45
2014-11-20,146.65
2014-11-21,144.35
2014-11-24,142.9
2014-11-25,138.1
2014-11-26,138.75
2014-11-27,139.8
2014-11-28,140.1
2014-12-01,138.55
2014-12-02,133.85
2014-12-03,133.7
2014-12-04,135.3
2014-12-05,133.35
2014-12-08,130.9
2014-12-09,127.3
2014-12-10,129.6
2014-12-11,127.0
2014-12-12,122.95
2014-12-15,120.3
2014-12-16,117.6
2014-12-17,121.55
2014-12-18,124.4
2014-12-19,123.15
2014-12-22,126.05
2014-12-23,125.05
2014-12-24,126.1
2014-12-26,126.2
2014-12-29,129.45
2014-12-30,129.65
2014-12-31,128.55
