Date,FINCABLES
2014-01-01,82.1
2014-01-02,84.4
2014-01-03,89.8
2014-01-06,89.3
2014-01-07,86.5
2014-01-08,86.2
2014-01-09,84.75
2014-01-10,84.4
2014-01-13,82.9
2014-01-14,83.35
2014-01-15,82.9
2014-01-16,82.65
2014-01-17,80.2
2014-01-20,81.05
2014-01-21,83.8
2014-01-22,87.65
2014-01-23,90.15
2014-01-24,86.0
2014-01-27,82.85
2014-01-28,85.3
2014-01-29,85.8
2014-01-30,84.2
2014-01-31,84.75
2014-02-03,82.45
2014-02-04,84.65
2014-02-05,86.15
2014-02-06,85.8
2014-02-07,83.95
2014-02-10,86.5
2014-02-11,87.0
2014-02-12,81.65
2014-02-13,78.75
2014-02-14,76.75
2014-02-17,75.6
2014-02-18,76.7
2014-02-19,77.3
2014-02-20,76.85
2014-02-21,76.85
2014-02-24,76.85
2014-02-25,74.05
2014-02-26,77.2
2014-02-28,77.9
2014-03-03,82.9
2014-03-04,85.9
2014-03-05,85.65
2014-03-06,86.8
2014-03-07,86.65
2014-03-10,90.2
2014-03-11,92.55
2014-03-12,95.1
2014-03-13,95.15
2014-03-14,94.3
2014-03-18,95.6
2014-03-19,96.0
2014-03-20,99.0
2014-03-21,104.3
2014-03-22,102.65
2014-03-24,105.55
2014-03-25,110.1
2014-03-26,113.1
2014-03-27,111.2
2014-03-28,109.05
2014-03-31,110.7
2014-04-01,108.95
2014-04-02,111.9
2014-04-03,116.35
2014-04-04,116.4
2014-04-07,113.85
2014-04-09,115.05
2014-04-10,117.4
2014-04-11,123.2
2014-04-15,121.0
2014-04-16,118.65
2014-04-17,118.1
2014-04-21,117.6
2014-04-22,119.05
2014-04-23,121.65
2014-04-25,118.55
2014-04-28,121.65
2014-04-29,131.15
2014-04-30,136.35
2014-05-02,136.6
2014-05-05,129.95
2014-05-06,125.8
2014-05-07,126.8
2014-05-08,139.35
2014-05-09,153.4
2014-05-12,150.9
2014-05-13,159.25
2014-05-14,157.25
2014-05-15,149.3
2014-05-16,152.6
2014-05-19,164.0
2014-05-20,165.9
2014-05-21,165.0
2014-05-22,162.5
2014-05-23,163.2
2014-05-26,161.6
2014-05-27,154.95
2014-05-28,152.55
2014-05-29,152.8
2014-05-30,149.7
2014-06-02,158.75
2014-06-03,168.6
2014-06-04,171.6
2014-06-05,170.05
2014-06-06,173.9
2014-06-09,172.1
2014-06-10,167.8
2014-06-11,172.75
2014-06-12,166.85
2014-06-13,162.1
2014-06-16,164.7
2014-06-17,165.25
2014-06-18,168.25
2014-06-19,166.0
2014-06-20,166.65
2014-06-23,163.75
2014-06-24,169.05
2014-06-25,166.65
2014-06-26,166.45
2014-06-27,176.05
2014-06-30,179.7
2014-07-01,189.8
2014-07-02,199.5
2014-07-03,198.7
2014-07-04,208.25
2014-07-07,212.4
2014-07-08,200.9
2014-07-09,202.75
2014-07-10,201.35
2014-07-11,198.2
2014-07-14,194.0
2014-07-15,195.15
2014-07-16,207.05
2014-07-17,206.05
2014-07-18,203.15
2014-07-21,203.1
2014-07-22,199.85
2014-07-23,198.4
2014-07-24,203.45
2014-07-25,206.05
2014-07-28,207.65
2014-07-30,213.0
2014-07-31,208.8
2014-08-01,204.25
2014-08-04,204.95
2014-08-05,206.5
2014-08-06,206.05
2014-08-07,203.15
2014-08-08,200.25
2014-08-11,194.8
2014-08-12,194.6
2014-08-13,193.0
2014-08-14,193.65
2014-08-18,211.2
2014-08-19,213.6
2014-08-20,208.5
2014-08-21,202.75
2014-08-22,204.1
2014-08-25,216.4
2014-08-26,217.35
2014-08-27,214.95
2014-08-28,217.7
2014-09-01,225.9
2014-09-02,234.25
2014-09-03,231.7
2014-09-04,226.75
2014-09-05,229.9
2014-09-08,231.4
2014-09-09,232.0
2014-09-10,230.95
2014-09-11,231.2
2014-09-12,229.85
2014-09-15,241.1
2014-09-16,232.5
2014-09-17,233.65
2014-09-18,237.6
2014-09-19,230.4
2014-09-22,226.15
2014-09-23,217.05
2014-09-24,206.45
2014-09-25,208.2
2014-09-26,208.5
2014-09-29,209.45
2014-09-30,213.45
2014-10-01,214.35
2014-10-07,209.75
2014-10-08,208.55
2014-10-09,214.2
2014-10-10,219.55
2014-10-13,231.2
2014-10-14,226.15
2014-10-16,213.2
2014-10-17,215.45
2014-10-20,219.75
2014-10-21,220.7
2014-10-22,222.95
2014-10-23,224.25
2014-10-27,225.15
2014-10-28,223.6
2014-10-29,220.8
2014-10-30,218.7
2014-10-31,224.15
2014-11-03,234.7
2014-11-05,242.55
2014-11-07,245.45
2014-11-10,237.2
2014-11-11,246.0
2014-11-12,261.8
2014-11-13,261.55
2014-11-14,247.9
2014-11-17,256.65
2014-11-18,271.85
2014-11-19,276.75
2014-11-20,270.4
2014-11-21,258.9
2014-11-24,263.4
2014-11-25,274.95
2014-11-26,263.0
2014-11-27,263.05
2014-11-28,263.25
2014-12-01,260.55
2014-12-02,261.8
2014-12-03,269.45
2014-12-04,266.65
2014-12-05,266.4
2014-12-08,266.25
2014-12-09,261.8
2014-12-10,266.4
2014-12-11,257.55
2014-12-12,244.7
2014-12-15,248.65
2014-12-16,239.6
2014-12-17,241.25
2014-12-18,245.65
2014-12-19,265.55
2014-12-22,259.55
2014-12-23,259.15
2014-12-24,253.75
2014-12-26,256.05
2014-12-29,258.45
2014-12-30,260.05
2014-12-31,262.4
