Date,DATAMATICS
2014-01-01,40.9
2014-01-02,40.85
2014-01-03,39.25
2014-01-06,39.8
2014-01-07,38.95
2014-01-08,38.25
2014-01-09,38.55
2014-01-10,38.4
2014-01-13,42.05
2014-01-14,46.15
2014-01-15,46.9
2014-01-16,44.7
2014-01-17,46.05
2014-01-20,45.6
2014-01-21,48.45
2014-01-22,53.3
2014-01-23,50.8
2014-01-24,49.5
2014-01-27,46.95
2014-01-28,48.85
2014-01-29,51.2
2014-01-30,49.15
2014-01-31,49.75
2014-02-03,47.15
2014-02-04,45.6
2014-02-05,45.55
2014-02-06,45.3
2014-02-07,43.0
2014-02-10,44.5
2014-02-11,44.15
2014-02-12,46.35
2014-02-13,44.2
2014-02-14,44.2
2014-02-17,45.25
2014-02-18,49.8
2014-02-19,51.05
2014-02-20,51.95
2014-02-21,58.25
2014-02-24,57.9
2014-02-25,56.5
2014-02-26,54.25
2014-02-28,54.25
2014-03-03,54.45
2014-03-04,57.75
2014-03-05,56.6
2014-03-06,57.8
2014-03-07,54.35
2014-03-10,53.2
2014-03-11,52.5
2014-03-12,55.35
2014-03-13,52.75
2014-03-14,51.1
2014-03-18,51.45
2014-03-19,50.55
2014-03-20,50.8
2014-03-21,50.1
2014-03-22,50.15
2014-03-24,50.15
2014-03-25,48.8
2014-03-26,47.95
2014-03-27,47.75
2014-03-28,50.85
2014-03-31,49.4
2014-04-01,49.6
2014-04-02,50.4
2014-04-03,49.35
2014-04-04,50.0
2014-04-07,49.6
2014-04-09,48.85
2014-04-10,50.25
2014-04-11,50.2
2014-04-15,50.25
2014-04-16,49.05
2014-04-17,52.55
2014-04-21,56.05
2014-04-22,54.4
2014-04-23,54.35
2014-04-25,51.85
2014-04-28,54.0
2014-04-29,52.65
2014-04-30,50.9
2014-05-02,50.3
2014-05-05,50.15
2014-05-06,49.25
2014-05-07,49.4
2014-05-08,49.65
2014-05-09,49.2
2014-05-12,48.25
2014-05-13,48.55
2014-05-14,48.05
2014-05-15,47.05
2014-05-16,47.0
2014-05-19,46.85
2014-05-20,48.05
2014-05-21,52.7
2014-05-22,52.95
2014-05-23,56.7
2014-05-26,52.95
2014-05-27,52.35
2014-05-28,53.95
2014-05-29,50.0
2014-05-30,49.85
2014-06-02,49.45
2014-06-03,49.1
2014-06-04,49.5
2014-06-05,52.9
2014-06-06,57.4
2014-06-09,60.25
2014-06-10,58.65
2014-06-11,57.8
2014-06-12,58.8
2014-06-13,53.2
2014-06-16,53.6
2014-06-17,56.5
2014-06-18,55.6
2014-06-19,62.85
2014-06-20,59.35
2014-06-23,58.9
2014-06-24,59.75
2014-06-25,57.9
2014-06-26,56.85
2014-06-27,59.7
2014-06-30,60.05
2014-07-01,58.45
2014-07-02,59.75
2014-07-03,58.65
2014-07-04,59.95
2014-07-07,59.1
2014-07-08,56.85
2014-07-09,53.9
2014-07-10,54.2
2014-07-11,51.8
2014-07-14,51.6
2014-07-15,52.75
2014-07-16,56.0
2014-07-17,59.3
2014-07-18,58.55
2014-07-21,58.75
2014-07-22,59.15
2014-07-23,57.55
2014-07-24,56.8
2014-07-25,54.5
2014-07-28,58.5
2014-07-30,56.6
2014-07-31,56.65
2014-08-01,55.7
2014-08-04,55.7
2014-08-05,60.25
2014-08-06,59.3
2014-08-07,58.95
2014-08-08,58.2
2014-08-11,59.7
2014-08-12,59.05
2014-08-13,52.95
2014-08-14,54.0
2014-08-18,57.15
2014-08-19,59.35
2014-08-20,58.4
2014-08-21,58.3
2014-08-22,57.95
2014-08-25,58.4
2014-08-26,56.55
2014-08-27,56.3
2014-08-28,56.85
2014-09-01,57.85
2014-09-02,68.45
2014-09-03,69.95
2014-09-04,83.9
2014-09-05,84.05
2014-09-08,92.25
2014-09-09,89.65
2014-09-10,86.8
2014-09-11,89.3
2014-09-12,86.25
2014-09-15,86.3
2014-09-16,81.5
2014-09-17,80.25
2014-09-18,84.9
2014-09-19,85.9
2014-09-22,84.15
2014-09-23,84.9
2014-09-24,81.05
2014-09-25,75.05
2014-09-26,77.7
2014-09-29,77.0
2014-09-30,78.1
2014-10-01,78.9
2014-10-07,76.15
2014-10-08,71.8
2014-10-09,74.15
2014-10-10,73.15
2014-10-13,73.1
2014-10-14,86.5
2014-10-16,78.9
2014-10-17,77.4
2014-10-20,76.4
2014-10-21,76.1
2014-10-22,74.75
2014-10-23,75.75
2014-10-27,77.05
2014-10-28,88.85
2014-10-29,85.75
2014-10-30,89.65
2014-10-31,89.5
2014-11-03,90.35
2014-11-05,88.65
2014-11-07,89.5
2014-11-10,92.0
2014-11-11,90.0
2014-11-12,89.2
2014-11-13,85.2
2014-11-14,82.5
2014-11-17,82.9
2014-11-18,83.0
2014-11-19,81.25
2014-11-20,82.05
2014-11-21,80.05
2014-11-24,78.75
2014-11-25,76.45
2014-11-26,77.05
2014-11-27,77.9
2014-11-28,76.6
2014-12-01,73.0
2014-12-02,76.8
2014-12-03,75.7
2014-12-04,84.6
2014-12-05,79.7
2014-12-08,84.2
2014-12-09,81.1
2014-12-10,82.1
2014-12-11,79.1
2014-12-12,76.05
2014-12-15,76.35
2014-12-16,74.6
2014-12-17,73.25
2014-12-18,76.3
2014-12-19,76.1
2014-12-22,78.9
2014-12-23,77.75
2014-12-24,80.2
2014-12-26,78.6
2014-12-29,79.25
2014-12-30,79.35
2014-12-31,80.7
