Date,SHRIRAMCIT
2014-01-01,1064.2
2014-01-02,1061.05
2014-01-03,1060.55
2014-01-06,1060.2
2014-01-07,1058.85
2014-01-08,1065.0
2014-01-09,1065.0
2014-01-10,1031.0
2014-01-13,1045.05
2014-01-14,1046.45
2014-01-15,1050.3
2014-01-16,1031.2
2014-01-17,1030.0
2014-01-20,1033.55
2014-01-21,1040.0
2014-01-22,1031.2
2014-01-23,1032.15
2014-01-24,1030.05
2014-01-27,1034.05
2014-01-28,1006.75
2014-01-29,991.6
2014-01-30,970.6
2014-01-31,974.65
2014-02-03,969.75
2014-02-04,971.25
2014-02-05,963.15
2014-02-06,964.1
2014-02-07,970.75
2014-02-10,987.9
2014-02-11,957.55
2014-02-12,968.35
2014-02-13,965.05
2014-02-14,969.4
2014-02-17,949.0
2014-02-18,969.6
2014-02-19,958.75
2014-02-20,963.45
2014-02-21,960.0
2014-02-24,970.3
2014-02-25,971.0
2014-02-26,970.85
2014-02-28,971.0
2014-03-03,961.85
2014-03-04,963.85
2014-03-05,970.25
2014-03-06,975.6
2014-03-07,976.45
2014-03-10,1012.8
2014-03-11,992.55
2014-03-12,980.5
2014-03-13,994.4
2014-03-14,992.05
2014-03-18,999.8
2014-03-19,1000.0
2014-03-20,1000.0
2014-03-21,1015.5
2014-03-22,1026.8
2014-03-24,1026.95
2014-03-25,1040.2
2014-03-26,1055.25
2014-03-27,1052.3
2014-03-28,1072.5
2014-03-31,1100.55
2014-04-01,1114.8
2014-04-02,1171.1
2014-04-03,1226.4
2014-04-04,1219.65
2014-04-07,1218.85
2014-04-09,1214.2
2014-04-10,1206.5
2014-04-11,1206.2
2014-04-15,1216.45
2014-04-16,1198.45
2014-04-17,1214.2
2014-04-21,1220.45
2014-04-22,1225.4
2014-04-23,1210.0
2014-04-25,1195.45
2014-04-28,1145.65
2014-04-29,1145.1
2014-04-30,1182.4
2014-05-02,1233.2
2014-05-05,1214.2
2014-05-06,1223.45
2014-05-07,1244.4
2014-05-08,1266.25
2014-05-09,1336.8
2014-05-12,1370.15
2014-05-13,1406.0
2014-05-14,1380.3
2014-05-15,1396.25
2014-05-16,1370.65
2014-05-19,1372.35
2014-05-20,1397.45
2014-05-21,1389.9
2014-05-22,1394.45
2014-05-23,1437.25
2014-05-26,1399.2
2014-05-27,1424.8
2014-05-28,1443.35
2014-05-29,1430.6
2014-05-30,1432.45
2014-06-02,1466.85
2014-06-03,1431.65
2014-06-04,1438.05
2014-06-05,1425.15
2014-06-06,1517.8
2014-06-09,1511.3
2014-06-10,1497.3
2014-06-11,1499.5
2014-06-12,1506.65
2014-06-13,1470.35
2014-06-16,1453.1
2014-06-17,1451.5
2014-06-18,1460.0
2014-06-19,1429.1
2014-06-20,1390.2
2014-06-23,1427.6
2014-06-24,1414.1
2014-06-25,1415.25
2014-06-26,1398.0
2014-06-27,1415.2
2014-06-30,1466.4
2014-07-01,1488.25
2014-07-02,1504.2
2014-07-03,1500.05
2014-07-04,1491.7
2014-07-07,1544.55
2014-07-08,1543.6
2014-07-09,1537.8
2014-07-10,1525.6
2014-07-11,1520.1
2014-07-14,1531.5
2014-07-15,1577.05
2014-07-16,1568.15
2014-07-17,1599.15
2014-07-18,1605.75
2014-07-21,1698.1
2014-07-22,1777.7
2014-07-23,1787.35
2014-07-24,1771.65
2014-07-25,1696.0
2014-07-28,1713.7
2014-07-30,1691.5
2014-07-31,1699.9
2014-08-01,1700.0
2014-08-04,1687.75
2014-08-05,1675.9
2014-08-06,1619.0
2014-08-07,1605.0
2014-08-08,1602.95
2014-08-11,1619.25
2014-08-12,1644.5
2014-08-13,1635.65
2014-08-14,1622.65
2014-08-18,1558.05
2014-08-19,1622.55
2014-08-20,1625.15
2014-08-21,1648.1
2014-08-22,1700.5
2014-08-25,1719.05
2014-08-26,1699.65
2014-08-27,1673.85
2014-08-28,1703.7
2014-09-01,1721.9
2014-09-02,1679.25
2014-09-03,1666.05
2014-09-04,1690.0
2014-09-05,1662.8
2014-09-08,1682.1
2014-09-09,1726.45
2014-09-10,1705.75
2014-09-11,1768.75
2014-09-12,1794.5
2014-09-15,1769.3
2014-09-16,1749.35
2014-09-17,1685.1
2014-09-18,1684.55
2014-09-19,1622.8
2014-09-22,1652.75
2014-09-23,1660.35
2014-09-24,1648.7
2014-09-25,1600.85
2014-09-26,1581.3
2014-09-29,1610.25
2014-09-30,1637.2
2014-10-01,1679.3
2014-10-07,1699.7
2014-10-08,1681.45
2014-10-09,1698.4
2014-10-10,1678.7
2014-10-13,1668.8
2014-10-14,1654.2
2014-10-16,1634.0
2014-10-17,1614.7
