Date,MCLEODRUSS
2014-01-01,323.6
2014-01-02,318.05
2014-01-03,321.2
2014-01-06,316.45
2014-01-07,315.5
2014-01-08,315.5
2014-01-09,306.65
2014-01-10,304.25
2014-01-13,298.05
2014-01-14,306.15
2014-01-15,298.85
2014-01-16,286.2
2014-01-17,286.45
2014-01-20,281.15
2014-01-21,277.05
2014-01-22,270.65
2014-01-23,273.8
2014-01-24,266.0
2014-01-27,260.15
2014-01-28,254.55
2014-01-29,256.2
2014-01-30,258.2
2014-01-31,257.1
2014-02-03,256.3
2014-02-04,256.4
2014-02-05,250.5
2014-02-06,259.8
2014-02-07,254.4
2014-02-10,256.4
2014-02-11,255.1
2014-02-12,255.85
2014-02-13,254.55
2014-02-14,253.15
2014-02-17,253.65
2014-02-18,256.8
2014-02-19,266.85
2014-02-20,267.05
2014-02-21,281.5
2014-02-24,279.8
2014-02-25,279.85
2014-02-26,281.45
2014-02-28,282.1
2014-03-03,284.8
2014-03-04,280.8
2014-03-05,279.85
2014-03-06,292.7
2014-03-07,287.6
2014-03-10,289.7
2014-03-11,296.4
2014-03-12,290.3
2014-03-13,284.35
2014-03-14,281.35
2014-03-18,286.5
2014-03-19,285.65
2014-03-20,277.55
2014-03-21,286.8
2014-03-22,285.5
2014-03-24,283.95
2014-03-25,292.6
2014-03-26,289.3
2014-03-27,288.45
2014-03-28,291.1
2014-03-31,305.9
2014-04-01,298.25
2014-04-02,296.5
2014-04-03,294.6
2014-04-04,288.8
2014-04-07,281.2
2014-04-09,283.15
2014-04-10,279.9
2014-04-11,280.15
2014-04-15,273.9
2014-04-16,268.8
2014-04-17,274.95
2014-04-21,274.4
2014-04-22,274.7
2014-04-23,276.0
2014-04-25,284.0
2014-04-28,282.35
2014-04-29,276.4
2014-04-30,269.4
2014-05-02,272.95
2014-05-05,270.35
2014-05-06,272.8
2014-05-07,277.45
2014-05-08,274.85
2014-05-09,275.75
2014-05-12,276.65
2014-05-13,282.6
2014-05-14,279.7
2014-05-15,276.55
2014-05-16,271.95
2014-05-19,279.0
2014-05-20,284.85
2014-05-21,285.95
2014-05-22,289.95
2014-05-23,283.6
2014-05-26,272.55
2014-05-27,271.15
2014-05-28,268.05
2014-05-29,267.85
2014-05-30,267.95
2014-06-02,269.3
2014-06-03,278.85
2014-06-04,280.9
2014-06-05,284.25
2014-06-06,295.35
2014-06-09,303.25
2014-06-10,298.75
2014-06-11,295.85
2014-06-12,296.15
2014-06-13,290.95
2014-06-16,292.0
2014-06-17,296.95
2014-06-18,297.9
2014-06-19,294.0
2014-06-20,293.15
2014-06-23,292.6
2014-06-24,297.55
2014-06-25,302.45
2014-06-26,300.1
2014-06-27,317.0
2014-06-30,317.5
2014-07-01,319.35
2014-07-02,320.2
2014-07-03,318.4
2014-07-04,319.65
2014-07-07,317.7
2014-07-08,303.6
2014-07-09,301.5
2014-07-10,305.9
2014-07-11,300.7
2014-07-14,284.35
2014-07-15,288.3
2014-07-16,280.05
2014-07-17,283.15
2014-07-18,282.3
2014-07-21,285.75
2014-07-22,286.75
2014-07-23,281.35
2014-07-24,283.05
2014-07-25,277.95
2014-07-28,277.35
2014-07-30,280.55
2014-07-31,281.25
2014-08-01,278.4
2014-08-04,279.2
2014-08-05,281.3
2014-08-06,278.5
2014-08-07,277.7
2014-08-08,273.75
2014-08-11,275.35
2014-08-12,276.7
2014-08-13,269.65
2014-08-14,271.25
2014-08-18,274.3
2014-08-19,283.3
2014-08-20,290.6
2014-08-21,289.35
2014-08-22,291.0
2014-08-25,291.55
2014-08-26,295.4
2014-08-27,302.8
2014-08-28,294.2
2014-09-01,292.4
2014-09-02,294.1
2014-09-03,290.1
2014-09-04,295.8
2014-09-05,291.3
2014-09-08,294.25
2014-09-09,289.5
2014-09-10,290.2
2014-09-11,297.9
2014-09-12,298.5
2014-09-15,305.3
2014-09-16,294.05
2014-09-17,303.75
2014-09-18,310.0
2014-09-19,311.9
2014-09-22,312.05
2014-09-23,303.45
2014-09-24,301.05
2014-09-25,295.4
2014-09-26,291.05
2014-09-29,289.4
2014-09-30,290.7
2014-10-01,293.0
2014-10-07,283.55
2014-10-08,275.9
2014-10-09,279.9
2014-10-10,271.85
2014-10-13,269.8
2014-10-14,267.5
2014-10-16,250.25
2014-10-17,254.3
2014-10-20,252.25
2014-10-21,248.7
2014-10-22,246.55
2014-10-23,248.15
2014-10-27,251.9
2014-10-28,254.15
2014-10-29,254.8
2014-10-30,254.05
2014-10-31,260.05
2014-11-03,269.95
2014-11-05,256.9
2014-11-07,252.1
2014-11-10,249.85
2014-11-11,249.9
2014-11-12,249.55
2014-11-13,245.05
2014-11-14,242.3
2014-11-17,245.2
2014-11-18,245.35
2014-11-19,245.1
2014-11-20,245.7
2014-11-21,245.1
2014-11-24,245.05
2014-11-25,244.65
2014-11-26,245.05
2014-11-27,247.65
2014-11-28,245.05
2014-12-01,235.25
2014-12-02,235.7
2014-12-03,239.6
2014-12-04,238.75
2014-12-05,237.9
2014-12-08,235.3
2014-12-09,229.3
2014-12-10,236.0
2014-12-11,238.9
2014-12-12,232.85
2014-12-15,232.25
2014-12-16,221.8
2014-12-17,215.1
2014-12-18,221.15
2014-12-19,225.1
2014-12-22,228.15
2014-12-23,229.15
2014-12-24,227.2
2014-12-26,228.8
2014-12-29,228.5
2014-12-30,228.6
2014-12-31,236.05
