Date,GUJFLUORO
2014-01-01,253.15
2014-01-02,257.3
2014-01-03,259.5
2014-01-06,259.55
2014-01-07,272.7
2014-01-08,276.7
2014-01-09,264.95
2014-01-10,262.7
2014-01-13,254.8
2014-01-14,255.55
2014-01-15,251.6
2014-01-16,249.15
2014-01-17,238.6
2014-01-20,240.4
2014-01-21,242.7
2014-01-22,242.3
2014-01-23,240.1
2014-01-24,235.2
2014-01-27,229.5
2014-01-28,229.9
2014-01-29,229.45
2014-01-30,227.0
2014-01-31,236.4
2014-02-03,229.1
2014-02-04,231.2
2014-02-05,240.25
2014-02-06,239.95
2014-02-07,239.65
2014-02-10,239.25
2014-02-11,238.85
2014-02-12,234.7
2014-02-13,232.0
2014-02-14,227.5
2014-02-17,226.05
2014-02-18,225.8
2014-02-19,227.55
2014-02-20,225.65
2014-02-21,230.55
2014-02-24,226.05
2014-02-25,225.25
2014-02-26,227.35
2014-02-28,237.15
2014-03-03,227.1
2014-03-04,228.1
2014-03-05,226.95
2014-03-06,232.8
2014-03-07,242.65
2014-03-10,252.15
2014-03-11,257.65
2014-03-12,254.35
2014-03-13,259.85
2014-03-14,264.0
2014-03-18,274.7
2014-03-19,269.1
2014-03-20,265.55
2014-03-21,273.05
2014-03-22,277.3
2014-03-24,276.45
2014-03-25,273.4
2014-03-26,294.55
2014-03-27,320.55
2014-03-28,326.1
2014-03-31,319.9
2014-04-01,314.7
2014-04-02,307.65
2014-04-03,312.3
2014-04-04,311.55
2014-04-07,302.7
2014-04-09,304.35
2014-04-10,302.75
2014-04-11,303.15
2014-04-15,318.25
2014-04-16,316.4
2014-04-17,323.4
2014-04-21,321.55
2014-04-22,320.25
2014-04-23,327.65
2014-04-25,318.85
2014-04-28,322.55
2014-04-29,326.05
2014-04-30,320.2
2014-05-02,320.15
2014-05-05,319.3
2014-05-06,315.45
2014-05-07,309.35
2014-05-08,305.0
2014-05-09,314.8
2014-05-12,311.3
2014-05-13,320.7
2014-05-14,337.9
2014-05-15,347.0
2014-05-16,348.25
2014-05-19,354.2
2014-05-20,384.9
2014-05-21,381.15
2014-05-22,379.15
2014-05-23,395.45
2014-05-26,394.3
2014-05-27,392.7
2014-05-28,390.15
2014-05-29,401.15
2014-05-30,404.15
2014-06-02,418.7
2014-06-03,422.4
2014-06-04,439.8
2014-06-05,440.6
2014-06-06,445.8
2014-06-09,451.95
2014-06-10,461.25
2014-06-11,469.45
2014-06-12,468.75
2014-06-13,445.3
2014-06-16,438.15
2014-06-17,440.35
2014-06-18,438.6
2014-06-19,440.25
2014-06-20,453.9
2014-06-23,452.55
2014-06-24,466.1
2014-06-25,462.5
2014-06-26,463.0
2014-06-27,475.4
2014-06-30,475.8
2014-07-01,485.05
2014-07-02,496.05
2014-07-03,497.25
2014-07-04,513.45
2014-07-07,498.6
2014-07-08,481.9
2014-07-09,479.25
2014-07-10,498.05
2014-07-11,484.1
2014-07-14,477.65
2014-07-15,484.7
2014-07-16,485.75
2014-07-17,494.0
2014-07-18,516.15
2014-07-21,545.65
2014-07-22,530.25
2014-07-23,523.2
2014-07-24,536.1
2014-07-25,532.95
2014-07-28,524.5
2014-07-30,522.95
2014-07-31,525.25
2014-08-01,522.05
2014-08-04,520.05
2014-08-05,515.9
2014-08-06,510.15
2014-08-07,503.05
2014-08-08,490.1
2014-08-11,480.25
2014-08-12,498.35
2014-08-13,487.9
2014-08-14,504.65
2014-08-18,506.25
2014-08-19,503.3
2014-08-20,500.7
2014-08-21,492.3
2014-08-22,481.3
2014-08-25,490.95
2014-08-26,494.25
2014-08-27,507.25
2014-08-28,519.75
2014-09-01,523.6
2014-09-02,520.25
2014-09-03,519.8
2014-09-04,530.4
2014-09-05,579.7
2014-09-08,611.25
2014-09-09,633.4
2014-09-10,631.95
2014-09-11,639.15
2014-09-12,624.65
2014-09-15,634.65
2014-09-16,649.45
2014-09-17,665.4
2014-09-18,670.35
2014-09-19,681.75
2014-09-22,671.55
2014-09-23,681.7
2014-09-24,674.25
2014-09-25,664.95
2014-09-26,669.1
2014-09-29,667.5
2014-09-30,675.2
2014-10-01,675.0
2014-10-07,681.45
2014-10-08,692.9
2014-10-09,698.15
2014-10-10,714.65
2014-10-13,707.6
2014-10-14,712.2
2014-10-16,700.6
2014-10-17,716.75
2014-10-20,745.2
2014-10-21,719.15
2014-10-22,737.45
2014-10-23,744.1
2014-10-27,731.15
2014-10-28,730.65
2014-10-29,737.1
2014-10-30,762.55
2014-10-31,769.8
2014-11-03,798.05
2014-11-05,783.4
2014-11-07,775.1
2014-11-10,768.35
2014-11-11,766.15
2014-11-12,759.75
2014-11-13,729.95
2014-11-14,753.5
2014-11-17,768.65
2014-11-18,767.4
2014-11-19,769.3
2014-11-20,753.1
2014-11-21,747.1
2014-11-24,738.35
2014-11-25,743.85
2014-11-26,727.65
2014-11-27,746.25
2014-11-28,741.2
2014-12-01,742.55
2014-12-02,762.85
2014-12-03,757.75
2014-12-04,770.8
2014-12-05,752.2
2014-12-08,753.6
2014-12-09,721.05
2014-12-10,742.95
2014-12-11,740.8
2014-12-12,721.65
2014-12-15,736.6
2014-12-16,707.35
2014-12-17,699.2
2014-12-18,723.45
2014-12-19,727.35
2014-12-22,727.2
2014-12-23,707.65
2014-12-24,732.5
2014-12-26,751.8
2014-12-29,769.8
2014-12-30,768.4
2014-12-31,764.25
