Date,JINDRILL
2014-01-01,198.65
2014-01-02,192.05
2014-01-03,185.5
2014-01-06,191.6
2014-01-07,194.45
2014-01-08,191.45
2014-01-09,197.3
2014-01-10,194.1
2014-01-13,193.5
2014-01-14,192.9
2014-01-15,194.7
2014-01-16,193.8
2014-01-17,182.85
2014-01-20,185.5
2014-01-21,190.05
2014-01-22,189.75
2014-01-23,188.8
2014-01-24,187.05
2014-01-27,178.95
2014-01-28,174.75
2014-01-29,173.45
2014-01-30,170.7
2014-01-31,176.55
2014-02-03,173.6
2014-02-04,169.65
2014-02-05,173.15
2014-02-06,171.15
2014-02-07,170.75
2014-02-10,172.1
2014-02-11,172.0
2014-02-12,171.55
2014-02-13,170.1
2014-02-14,171.5
2014-02-17,169.9
2014-02-18,173.85
2014-02-19,171.7
2014-02-20,168.6
2014-02-21,168.55
2014-02-24,169.2
2014-02-25,169.4
2014-02-26,169.95
2014-02-28,168.65
2014-03-03,167.4
2014-03-04,167.75
2014-03-05,169.9
2014-03-06,170.05
2014-03-07,170.55
2014-03-10,171.55
2014-03-11,170.7
2014-03-12,170.2
2014-03-13,167.1
2014-03-14,169.0
2014-03-18,171.3
2014-03-19,172.4
2014-03-20,168.35
2014-03-21,170.7
2014-03-22,172.8
2014-03-24,171.0
2014-03-25,169.25
2014-03-26,169.45
2014-03-27,175.05
2014-03-28,181.85
2014-03-31,187.5
2014-04-01,184.6
2014-04-02,183.9
2014-04-03,220.35
2014-04-04,209.05
2014-04-07,212.2
2014-04-09,223.1
2014-04-10,214.45
2014-04-11,210.05
2014-04-15,204.75
2014-04-16,210.75
2014-04-17,215.35
2014-04-21,210.5
2014-04-22,209.35
2014-04-23,205.25
2014-04-25,204.65
2014-04-28,200.55
2014-04-29,197.85
2014-04-30,193.95
2014-05-02,194.35
2014-05-05,191.65
2014-05-06,190.55
2014-05-07,194.6
2014-05-08,189.1
2014-05-09,194.4
2014-05-12,195.15
2014-05-13,204.45
2014-05-14,208.2
2014-05-15,202.0
2014-05-16,199.6
2014-05-19,218.2
2014-05-20,247.55
2014-05-21,256.45
2014-05-22,261.25
2014-05-23,284.6
2014-05-26,259.1
2014-05-27,255.65
2014-05-28,264.1
2014-05-29,257.35
2014-05-30,251.5
2014-06-02,269.25
2014-06-03,261.95
2014-06-04,266.35
2014-06-05,269.5
2014-06-06,276.65
2014-06-09,282.65
2014-06-10,272.85
2014-06-11,265.85
2014-06-12,260.45
2014-06-13,247.95
2014-06-16,250.75
2014-06-17,259.8
2014-06-18,259.45
2014-06-19,250.35
2014-06-20,246.3
2014-06-23,254.75
2014-06-24,254.9
2014-06-25,257.25
2014-06-26,251.4
2014-06-27,246.9
2014-06-30,252.25
2014-07-01,263.9
2014-07-02,265.55
2014-07-03,265.1
2014-07-04,281.35
2014-07-07,278.6
2014-07-08,260.1
2014-07-09,260.6
2014-07-10,269.65
2014-07-11,261.15
2014-07-14,258.55
2014-07-15,254.8
2014-07-16,257.65
2014-07-17,259.15
2014-07-18,258.55
2014-07-21,257.85
2014-07-22,271.25
2014-07-23,268.6
2014-07-24,271.0
2014-07-25,262.25
2014-07-28,251.8
2014-07-30,248.2
2014-07-31,247.5
2014-08-01,240.05
2014-08-04,241.45
2014-08-05,243.75
2014-08-06,251.75
2014-08-07,245.55
2014-08-08,234.15
2014-08-11,234.85
2014-08-12,228.15
2014-08-13,220.25
2014-08-14,225.5
2014-08-18,229.5
2014-08-19,243.45
2014-08-20,240.15
2014-08-21,243.1
2014-08-22,245.8
2014-08-25,231.5
2014-08-26,225.85
2014-08-27,232.1
2014-08-28,226.5
2014-09-01,237.1
2014-09-02,238.8
2014-09-03,237.6
2014-09-04,232.6
2014-09-05,227.65
2014-09-08,225.65
2014-09-09,235.4
2014-09-10,232.25
2014-09-11,240.65
2014-09-12,256.3
2014-09-15,264.35
2014-09-16,245.4
2014-09-17,238.6
2014-09-18,247.25
2014-09-19,242.25
2014-09-22,247.3
2014-09-23,236.55
2014-09-24,227.8
2014-09-25,217.8
2014-09-26,224.2
2014-09-29,226.05
2014-09-30,217.35
2014-10-01,217.05
2014-10-07,216.85
2014-10-08,216.0
2014-10-09,223.55
2014-10-10,220.25
2014-10-13,218.3
2014-10-14,221.7
2014-10-16,213.2
2014-10-17,210.75
2014-10-20,213.8
2014-10-21,213.35
2014-10-22,217.45
2014-10-23,219.95
2014-10-27,217.3
2014-10-28,220.4
2014-10-29,221.5
2014-10-30,225.25
2014-10-31,225.8
2014-11-03,230.0
2014-11-05,226.4
2014-11-07,225.1
2014-11-10,228.7
2014-11-11,213.9
2014-11-12,217.85
2014-11-13,214.2
2014-11-14,210.05
2014-11-17,210.5
2014-11-18,210.0
2014-11-19,208.75
2014-11-20,209.1
2014-11-21,206.85
2014-11-24,212.5
2014-11-25,205.45
2014-11-26,207.05
2014-11-27,205.5
2014-11-28,202.2
2014-12-01,200.05
2014-12-02,199.15
2014-12-03,196.2
2014-12-04,197.85
2014-12-05,197.95
2014-12-08,193.5
2014-12-09,191.45
2014-12-10,183.95
2014-12-11,181.15
2014-12-12,177.05
2014-12-15,176.4
2014-12-16,170.15
2014-12-17,174.15
2014-12-18,177.9
2014-12-19,183.3
2014-12-22,186.85
2014-12-23,176.55
2014-12-24,169.65
2014-12-26,169.7
2014-12-29,174.9
2014-12-30,170.4
2014-12-31,171.15
