Date,VESUVIUS
2014-01-01,464.55
2014-01-02,459.05
2014-01-03,458.0
2014-01-06,456.0
2014-01-07,455.05
2014-01-08,460.6
2014-01-09,452.8
2014-01-10,458.3
2014-01-13,440.3
2014-01-14,434.35
2014-01-15,440.4
2014-01-16,447.15
2014-01-17,440.8
2014-01-20,443.2
2014-01-21,450.0
2014-01-22,450.0
2014-01-23,456.0
2014-01-24,446.35
2014-01-27,435.0
2014-01-28,446.6
2014-01-29,443.0
2014-01-30,440.0
2014-01-31,435.0
2014-02-03,440.0
2014-02-04,444.7
2014-02-05,441.45
2014-02-06,448.0
2014-02-07,439.0
2014-02-10,443.45
2014-02-11,445.15
2014-02-12,442.8
2014-02-13,445.3
2014-02-14,441.15
2014-02-17,448.25
2014-02-18,449.5
2014-02-19,448.35
2014-02-20,479.25
2014-02-21,486.25
2014-02-24,486.75
2014-02-25,452.9
2014-02-26,444.6
2014-02-28,441.9
2014-03-03,460.9
2014-03-04,447.15
2014-03-05,446.8
2014-03-06,439.55
2014-03-07,451.4
2014-03-10,444.15
2014-03-11,441.85
2014-03-12,437.25
2014-03-13,440.95
2014-03-14,433.2
2014-03-18,446.2
2014-03-19,445.05
2014-03-20,448.55
2014-03-21,460.1
2014-03-22,466.4
2014-03-24,463.85
2014-03-25,466.4
2014-03-26,461.4
2014-03-27,469.6
2014-03-28,475.05
2014-03-31,479.2
2014-04-01,476.75
2014-04-02,482.0
2014-04-03,480.1
2014-04-04,485.25
2014-04-07,503.75
2014-04-09,527.3
2014-04-10,533.9
2014-04-11,541.5
2014-04-15,534.25
2014-04-16,523.8
2014-04-17,525.15
2014-04-21,520.8
2014-04-22,525.85
2014-04-23,519.85
2014-04-25,515.45
2014-04-28,526.3
2014-04-29,533.4
2014-04-30,512.1
2014-05-02,511.85
2014-05-05,519.0
2014-05-06,512.3
2014-05-07,519.15
2014-05-08,519.75
2014-05-09,524.2
2014-05-12,531.4
2014-05-13,521.5
2014-05-14,538.1
2014-05-15,525.0
2014-05-16,545.05
2014-05-19,554.3
2014-05-20,538.3
2014-05-21,543.45
2014-05-22,551.85
2014-05-23,576.95
2014-05-26,550.35
2014-05-27,549.8
2014-05-28,576.7
2014-05-29,593.45
2014-05-30,597.75
2014-06-02,620.05
2014-06-03,607.25
2014-06-04,602.0
2014-06-05,627.7
2014-06-06,616.2
2014-06-09,645.1
2014-06-10,651.0
2014-06-11,645.7
2014-06-12,647.65
2014-06-13,626.55
2014-06-16,629.35
2014-06-17,626.9
2014-06-18,640.55
2014-06-19,660.2
2014-06-20,660.1
2014-06-23,653.2
2014-06-24,671.0
2014-06-25,661.85
2014-06-26,671.6
2014-06-27,702.15
2014-06-30,711.75
2014-07-01,711.1
2014-07-02,710.5
2014-07-03,711.35
2014-07-04,726.85
2014-07-07,729.45
2014-07-08,691.75
2014-07-09,677.25
2014-07-10,667.65
2014-07-11,650.1
2014-07-14,668.7
2014-07-15,682.95
2014-07-16,698.4
2014-07-17,700.0
2014-07-18,690.05
2014-07-21,701.05
2014-07-22,706.15
2014-07-23,715.05
2014-07-24,740.9
2014-07-25,717.05
2014-07-28,719.45
2014-07-30,738.65
2014-07-31,756.1
2014-08-01,762.0
2014-08-04,783.05
2014-08-05,802.95
2014-08-06,825.75
2014-08-07,786.9
2014-08-08,745.5
2014-08-11,762.8
2014-08-12,735.6
2014-08-13,730.25
2014-08-14,748.4
2014-08-18,745.7
2014-08-19,728.75
2014-08-20,735.3
2014-08-21,736.25
2014-08-22,740.7
2014-08-25,744.6
2014-08-26,737.85
2014-08-27,738.15
2014-08-28,722.6
2014-09-01,729.35
2014-09-02,734.35
2014-09-03,715.15
2014-09-04,721.45
2014-09-05,719.55
2014-09-08,719.25
2014-09-09,706.7
2014-09-10,716.5
2014-09-11,721.25
2014-09-12,728.1
2014-09-15,719.1
2014-09-16,703.35
2014-09-17,700.0
2014-09-18,706.4
2014-09-19,706.85
2014-09-22,706.95
2014-09-23,700.95
2014-09-24,700.5
2014-09-25,700.05
2014-09-26,705.15
2014-09-29,718.9
2014-09-30,724.0
2014-10-01,713.2
2014-10-07,712.15
2014-10-08,727.8
2014-10-09,724.85
2014-10-10,701.55
2014-10-13,705.95
2014-10-14,703.05
2014-10-16,700.05
2014-10-17,690.85
2014-10-20,681.1
2014-10-21,670.85
2014-10-22,676.4
2014-10-23,690.0
2014-10-27,673.75
2014-10-28,680.25
2014-10-29,685.85
2014-10-30,682.75
2014-10-31,697.4
2014-11-03,700.35
2014-11-05,714.65
2014-11-07,702.35
2014-11-10,685.55
2014-11-11,683.25
2014-11-12,683.65
2014-11-13,710.7
2014-11-14,703.15
2014-11-17,698.9
2014-11-18,693.65
2014-11-19,702.5
2014-11-20,699.75
2014-11-21,690.4
2014-11-24,698.2
2014-11-25,704.15
2014-11-26,697.65
2014-11-27,698.25
2014-11-28,705.9
2014-12-01,687.5
2014-12-02,690.6
2014-12-03,705.4
2014-12-04,708.0
2014-12-05,716.2
2014-12-08,711.4
2014-12-09,709.25
2014-12-10,719.95
2014-12-11,701.25
2014-12-12,700.2
2014-12-15,690.45
2014-12-16,690.0
2014-12-17,682.2
2014-12-18,700.15
2014-12-19,698.1
2014-12-22,707.3
2014-12-23,701.35
2014-12-24,705.55
2014-12-26,700.65
2014-12-29,703.0
2014-12-30,706.55
2014-12-31,704.55
