Date,JINDALPOLY
2014-01-01,159.0
2014-01-02,152.9
2014-01-03,152.2
2014-01-06,154.05
2014-01-07,155.4
2014-01-08,153.3
2014-01-09,152.55
2014-01-10,153.15
2014-01-13,152.8
2014-01-14,152.75
2014-01-15,151.7
2014-01-16,150.25
2014-01-17,150.4
2014-01-20,150.95
2014-01-21,151.9
2014-01-22,153.7
2014-01-23,152.65
2014-01-24,151.5
2014-01-27,146.3
2014-01-28,142.6
2014-01-29,141.75
2014-01-30,137.25
2014-01-31,139.7
2014-02-03,138.1
2014-02-04,138.15
2014-02-05,140.0
2014-02-06,139.75
2014-02-07,141.6
2014-02-10,141.45
2014-02-11,142.4
2014-02-12,143.75
2014-02-13,141.75
2014-02-14,142.2
2014-02-17,140.85
2014-02-18,145.65
2014-02-19,146.05
2014-02-20,146.15
2014-02-21,146.4
2014-02-24,144.6
2014-02-25,141.95
2014-02-26,140.45
2014-02-28,137.35
2014-03-03,137.25
2014-03-04,139.35
2014-03-05,141.15
2014-03-06,143.85
2014-03-07,143.1
2014-03-10,145.7
2014-03-11,141.55
2014-03-12,140.2
2014-03-13,137.65
2014-03-14,136.2
2014-03-18,135.25
2014-03-19,133.95
2014-03-20,131.65
2014-03-21,132.5
2014-03-22,134.75
2014-03-24,135.65
2014-03-25,136.9
2014-03-26,133.7
2014-03-27,134.45
2014-03-28,136.9
2014-03-31,137.75
2014-04-01,140.3
2014-04-02,141.95
2014-04-03,145.15
2014-04-04,146.0
2014-04-07,146.85
2014-04-09,147.5
2014-04-10,145.75
2014-04-11,146.0
2014-04-15,144.1
2014-04-16,155.0
2014-04-17,158.25
2014-04-21,158.1
2014-04-22,157.05
2014-04-23,154.25
2014-04-25,151.1
2014-04-28,145.45
2014-04-29,147.1
2014-04-30,147.0
2014-05-02,146.95
2014-05-05,143.7
2014-05-06,141.1
2014-05-07,140.35
2014-05-08,136.95
2014-05-09,139.5
2014-05-12,138.9
2014-05-13,139.65
2014-05-14,147.35
2014-05-15,143.85
2014-05-16,145.8
2014-05-19,154.85
2014-05-20,162.65
2014-05-21,171.05
2014-05-22,168.6
2014-05-23,184.25
2014-05-26,176.4
2014-05-27,185.85
2014-05-28,192.5
2014-05-29,192.8
2014-05-30,180.85
2014-06-02,217.0
2014-06-03,214.6
2014-06-04,221.9
2014-06-05,258.0
2014-06-06,265.95
2014-06-09,263.5
2014-06-10,258.5
2014-06-11,261.85
2014-06-12,260.6
2014-06-13,247.3
2014-06-16,237.5
2014-06-17,252.5
2014-06-18,244.6
2014-06-19,246.05
2014-06-20,241.05
2014-06-23,240.8
2014-06-24,244.6
2014-06-25,243.15
2014-06-26,246.05
2014-06-27,245.35
2014-06-30,264.05
2014-07-01,268.6
2014-07-02,270.1
2014-07-03,269.75
2014-07-04,268.55
2014-07-07,269.85
2014-07-08,253.45
2014-07-09,242.4
2014-07-10,240.3
2014-07-11,226.8
2014-07-14,225.3
2014-07-15,237.6
2014-07-16,242.3
2014-07-17,243.3
2014-07-18,240.95
2014-07-21,255.15
2014-07-22,254.75
2014-07-23,264.3
2014-07-24,264.2
2014-07-25,260.05
2014-07-28,260.2
2014-07-30,257.8
2014-07-31,265.05
2014-08-01,258.45
2014-08-04,265.0
2014-08-05,271.15
2014-08-06,301.1
2014-08-07,307.0
2014-08-08,291.3
2014-08-11,302.95
2014-08-12,316.45
2014-08-13,291.55
2014-08-14,285.75
2014-08-18,294.25
2014-08-19,292.65
2014-08-20,289.95
2014-08-21,295.4
2014-08-22,296.35
2014-08-25,290.4
2014-08-26,286.35
2014-08-27,285.75
2014-08-28,282.6
2014-09-01,293.4
2014-09-02,289.9
2014-09-03,287.75
2014-09-04,283.65
2014-09-05,282.65
2014-09-08,290.35
2014-09-09,304.2
2014-09-10,307.9
2014-09-11,332.65
2014-09-12,341.5
2014-09-15,341.3
2014-09-16,330.9
2014-09-17,328.85
2014-09-18,341.0
2014-09-19,337.9
2014-09-22,332.05
2014-09-23,326.8
2014-09-24,310.65
2014-09-25,292.3
2014-09-26,294.45
2014-09-29,300.8
2014-09-30,300.25
2014-10-01,298.25
2014-10-07,290.05
2014-10-08,283.9
2014-10-09,300.15
2014-10-10,298.8
2014-10-13,299.35
2014-10-14,297.0
2014-10-16,286.85
2014-10-17,287.05
2014-10-20,285.35
2014-10-21,289.1
2014-10-22,296.85
2014-10-23,302.15
2014-10-27,299.45
2014-10-28,311.25
2014-10-29,311.15
2014-10-30,297.0
2014-10-31,303.15
2014-11-03,306.65
2014-11-05,307.3
2014-11-07,298.8
2014-11-10,312.3
2014-11-11,312.35
2014-11-12,321.35
2014-11-13,324.15
2014-11-14,330.75
2014-11-17,321.0
2014-11-18,318.4
2014-11-19,309.1
2014-11-20,299.2
2014-11-21,298.45
2014-11-24,294.15
2014-11-25,287.0
2014-11-26,295.4
2014-11-27,295.85
2014-11-28,300.85
2014-12-01,293.35
2014-12-02,287.7
2014-12-03,290.35
2014-12-04,291.3
2014-12-05,302.9
2014-12-08,307.7
2014-12-09,302.15
2014-12-10,305.45
2014-12-11,291.0
2014-12-12,283.6
2014-12-15,273.95
2014-12-16,260.4
2014-12-17,256.6
2014-12-18,270.65
2014-12-19,283.95
2014-12-22,287.95
2014-12-23,277.55
2014-12-24,278.05
2014-12-26,275.8
2014-12-29,281.25
2014-12-30,271.5
2014-12-31,272.0
