Date,SANOFI
2014-01-01,2871.8
2014-01-02,2799.85
2014-01-03,2778.55
2014-01-06,2757.45
2014-01-07,2730.35
2014-01-08,2735.25
2014-01-09,2760.75
2014-01-10,2722.45
2014-01-13,2725.55
2014-01-14,2717.4
2014-01-15,2710.0
2014-01-16,2700.6
2014-01-17,2660.05
2014-01-20,2710.05
2014-01-21,2694.55
2014-01-22,2684.5
2014-01-23,2665.5
2014-01-24,2656.3
2014-01-27,2674.8
2014-01-28,2736.35
2014-01-29,2713.5
2014-01-30,2748.2
2014-01-31,2814.0
2014-02-03,2799.55
2014-02-04,2752.65
2014-02-05,2762.5
2014-02-06,2735.45
2014-02-07,2770.35
2014-02-10,2678.7
2014-02-11,2674.55
2014-02-12,2608.45
2014-02-13,2625.0
2014-02-14,2656.0
2014-02-17,2558.4
2014-02-18,2640.1
2014-02-19,2624.75
2014-02-20,2619.05
2014-02-21,2691.95
2014-02-24,2720.55
2014-02-25,2632.4
2014-02-26,2727.45
2014-02-28,2709.8
2014-03-03,2684.15
2014-03-04,2701.85
2014-03-05,2700.55
2014-03-06,2700.05
2014-03-07,2702.9
2014-03-10,2700.05
2014-03-11,2691.9
2014-03-12,2748.65
2014-03-13,2698.55
2014-03-14,2675.1
2014-03-18,2673.5
2014-03-19,2670.05
2014-03-20,2689.95
2014-03-21,2759.3
2014-03-22,2730.25
2014-03-24,2771.75
2014-03-25,2799.8
2014-03-26,2897.25
2014-03-27,2991.05
2014-03-28,3046.15
2014-03-31,3074.7
2014-04-01,3005.95
2014-04-02,3031.3
2014-04-03,3011.35
2014-04-04,2945.7
2014-04-07,3000.05
2014-04-09,2943.2
2014-04-10,2939.9
2014-04-11,2954.4
2014-04-15,2991.65
2014-04-16,2903.65
2014-04-17,2952.25
2014-04-21,2958.4
2014-04-22,2926.15
2014-04-23,3088.0
2014-04-25,2996.65
2014-04-28,3072.3
2014-04-29,3038.85
2014-04-30,2978.2
2014-05-02,2975.25
2014-05-05,2981.6
2014-05-06,2952.65
2014-05-07,2948.5
2014-05-08,2982.9
2014-05-09,3024.15
2014-05-12,3012.95
2014-05-13,3041.45
2014-05-14,3025.5
2014-05-15,2999.6
2014-05-16,2900.55
2014-05-19,2899.95
2014-05-20,2887.75
2014-05-21,2902.05
2014-05-22,2904.95
2014-05-23,2891.55
2014-05-26,2948.45
2014-05-27,2981.45
2014-05-28,3095.9
2014-05-29,3188.3
2014-05-30,3274.9
2014-06-02,3408.5
2014-06-03,3477.35
2014-06-04,3382.65
2014-06-05,3291.4
2014-06-06,3189.65
2014-06-09,3168.7
2014-06-10,3195.55
2014-06-11,3165.95
2014-06-12,3201.9
2014-06-13,3236.25
2014-06-16,3215.6
2014-06-17,3241.8
2014-06-18,3166.65
2014-06-19,3182.95
2014-06-20,3237.3
2014-06-23,3152.2
2014-06-24,3124.7
2014-06-25,3046.45
2014-06-26,3056.6
2014-06-27,3050.85
2014-06-30,3151.55
2014-07-01,3137.9
2014-07-02,3120.3
2014-07-03,3153.35
2014-07-04,3261.35
2014-07-07,3368.55
2014-07-08,3259.6
2014-07-09,3212.0
2014-07-10,3293.4
2014-07-11,3254.5
2014-07-14,2923.05
2014-07-15,2973.1
2014-07-16,2952.7
2014-07-17,2943.95
2014-07-18,2922.8
2014-07-21,2948.2
2014-07-22,2962.3
2014-07-23,2943.3
2014-07-24,2999.8
