Date,BOSCHLTD
2014-01-01,10009.9
2014-01-02,9998.05
2014-01-03,10021.3
2014-01-06,9930.05
2014-01-07,9777.35
2014-01-08,9864.85
2014-01-09,9752.45
2014-01-10,9715.9
2014-01-13,9718.1
2014-01-14,9758.8
2014-01-15,9723.75
2014-01-16,9591.75
2014-01-17,9517.45
2014-01-20,9524.7
2014-01-21,9556.45
2014-01-22,9551.25
2014-01-23,9482.3
2014-01-24,9338.4
2014-01-27,9257.0
2014-01-28,9097.75
2014-01-29,9103.4
2014-01-30,8919.6
2014-01-31,8973.75
2014-02-03,8944.3
2014-02-04,8995.35
2014-02-05,9213.75
2014-02-06,9202.55
2014-02-07,9110.9
2014-02-10,9095.3
2014-02-11,9105.9
2014-02-12,9055.75
2014-02-13,9003.05
2014-02-14,8952.1
2014-02-17,8985.55
2014-02-18,8980.45
2014-02-19,8972.85
2014-02-20,9013.2
2014-02-21,9084.7
2014-02-24,9296.5
2014-02-25,9475.25
2014-02-26,9495.75
2014-02-28,9404.75
2014-03-03,9266.8
2014-03-04,9236.8
2014-03-05,9213.3
2014-03-06,9255.65
2014-03-07,9317.6
2014-03-10,9696.9
2014-03-11,9407.2
2014-03-12,9458.3
2014-03-13,9501.15
2014-03-14,9609.15
2014-03-18,9552.05
2014-03-19,9810.7
2014-03-20,9747.7
2014-03-21,10055.45
2014-03-22,10332.15
2014-03-24,10106.25
2014-03-25,10398.65
2014-03-26,10498.1
2014-03-27,10527.25
2014-03-28,10722.2
2014-03-31,10892.35
2014-04-01,10767.1
2014-04-02,10641.65
2014-04-03,10619.55
2014-04-04,10226.85
2014-04-07,10368.55
2014-04-09,10365.7
2014-04-10,10270.2
2014-04-11,10244.7
2014-04-15,10224.3
2014-04-16,10321.9
2014-04-17,10313.5
2014-04-21,10212.15
2014-04-22,10345.55
2014-04-23,10402.4
2014-04-25,10713.95
2014-04-28,10555.9
2014-04-29,10544.9
2014-04-30,10537.35
2014-05-02,10466.2
2014-05-05,10477.7
2014-05-06,10495.55
2014-05-07,10491.25
2014-05-08,10446.15
2014-05-09,10705.7
2014-05-12,10592.15
2014-05-13,10748.25
2014-05-14,10748.0
2014-05-15,10754.0
2014-05-16,10648.45
2014-05-19,10979.05
2014-05-20,11369.5
2014-05-21,11503.7
2014-05-22,12320.6
2014-05-23,12848.4
2014-05-26,12445.4
2014-05-27,12146.7
2014-05-28,12346.5
2014-05-29,12420.25
2014-05-30,12355.2
2014-06-02,12261.75
2014-06-03,12235.0
2014-06-04,12054.65
2014-06-05,12038.05
2014-06-06,11917.35
2014-06-09,11969.65
2014-06-10,11767.6
2014-06-11,11977.1
2014-06-12,11849.95
2014-06-13,11840.15
2014-06-16,11854.05
2014-06-17,11926.4
2014-06-18,12191.2
2014-06-19,11960.6
2014-06-20,11826.9
2014-06-23,11837.15
2014-06-24,11997.0
2014-06-25,11969.95
2014-06-26,12826.75
2014-06-27,13000.7
2014-06-30,13557.05
2014-07-01,13440.45
2014-07-02,13936.05
2014-07-03,13699.85
2014-07-04,13588.8
2014-07-07,13558.55
2014-07-08,13390.7
2014-07-09,13077.7
2014-07-10,13000.9
2014-07-11,12808.85
2014-07-14,13004.15
2014-07-15,12994.85
2014-07-16,13128.2
2014-07-17,13249.55
2014-07-18,13381.35
2014-07-21,13383.65
2014-07-22,13392.9
2014-07-23,13297.8
2014-07-24,13165.5
2014-07-25,13257.6
2014-07-28,13202.0
2014-07-30,13359.25
2014-07-31,13405.3
2014-08-01,13499.9
2014-08-04,13538.2
2014-08-05,13923.1
2014-08-06,13727.6
2014-08-07,13713.8
2014-08-08,13630.45
2014-08-11,13708.0
2014-08-12,13561.85
2014-08-13,13476.8
2014-08-14,13629.85
2014-08-18,13699.55
2014-08-19,13901.65
2014-08-20,14323.35
2014-08-21,14540.85
2014-08-22,14752.5
2014-08-25,14779.0
2014-08-26,14738.05
2014-08-27,14689.5
2014-08-28,14809.9
2014-09-01,14995.5
2014-09-02,15000.6
2014-09-03,14835.8
2014-09-04,14722.15
2014-09-05,14715.65
2014-09-08,14868.95
2014-09-09,14942.8
2014-09-10,14798.7
2014-09-11,14855.95
2014-09-12,14837.1
2014-09-15,14887.2
2014-09-16,14822.7
2014-09-17,14715.25
2014-09-18,14937.0
2014-09-19,14827.05
2014-09-22,14989.8
2014-09-23,14962.1
2014-09-24,14673.45
2014-09-25,14577.85
2014-09-26,14771.95
2014-09-29,14835.0
2014-09-30,15014.75
2014-10-01,14802.5
2014-10-07,14706.15
2014-10-08,14703.9
2014-10-09,14790.3
2014-10-10,14715.6
2014-10-13,14570.65
2014-10-14,14597.55
2014-10-16,14361.05
2014-10-17,14308.0
2014-10-20,14518.65
2014-10-21,14624.2
2014-10-22,14900.05
2014-10-23,15003.0
2014-10-27,15004.3
2014-10-28,15035.65
2014-10-29,14995.75
2014-10-30,14909.35
2014-10-31,14900.75
2014-11-03,15516.45
2014-11-05,15297.45
2014-11-07,15193.2
2014-11-10,15390.7
2014-11-11,15556.6
2014-11-12,16009.0
2014-11-13,16409.45
2014-11-14,16563.1
2014-11-17,17033.25
2014-11-18,17732.25
2014-11-19,18073.0
2014-11-20,18912.85
2014-11-21,18368.05
2014-11-24,18355.25
2014-11-25,17759.95
2014-11-26,17961.15
2014-11-27,17973.85
2014-11-28,18919.85
2014-12-01,18743.85
2014-12-02,18600.8
2014-12-03,19784.8
2014-12-04,20522.35
2014-12-05,20544.2
2014-12-08,20191.05
2014-12-09,20022.55
2014-12-10,19681.2
2014-12-11,19694.3
2014-12-12,19600.5
2014-12-15,19471.3
2014-12-16,18974.25
2014-12-17,18611.65
2014-12-18,19046.15
2014-12-19,18668.6
2014-12-22,18624.45
2014-12-23,18538.25
2014-12-24,18421.75
2014-12-26,18537.95
2014-12-29,19319.35
2014-12-30,19664.3
2014-12-31,19459.55
