Date,MMTC
2014-01-01,53.65
2014-01-02,51.75
2014-01-03,52.3
2014-01-06,52.3
2014-01-07,52.4
2014-01-08,52.55
2014-01-09,52.3
2014-01-10,51.25
2014-01-13,51.45
2014-01-14,51.45
2014-01-15,51.55
2014-01-16,52.7
2014-01-17,51.4
2014-01-20,51.25
2014-01-21,51.2
2014-01-22,51.55
2014-01-23,51.9
2014-01-24,50.45
2014-01-27,48.35
2014-01-28,48.45
2014-01-29,49.2
2014-01-30,47.45
2014-01-31,47.5
2014-02-03,46.95
2014-02-04,47.1
2014-02-05,47.4
2014-02-06,48.15
2014-02-07,47.85
2014-02-10,47.65
2014-02-11,47.7
2014-02-12,47.7
2014-02-13,47.3
2014-02-14,47.7
2014-02-17,46.4
2014-02-18,46.65
2014-02-19,46.8
2014-02-20,46.3
2014-02-21,46.8
2014-02-24,46.9
2014-02-25,46.9
2014-02-26,46.4
2014-02-28,46.4
2014-03-03,45.9
2014-03-04,46.35
2014-03-05,46.8
2014-03-06,47.5
2014-03-07,48.5
2014-03-10,48.7
2014-03-11,48.2
2014-03-12,47.75
2014-03-13,52.45
2014-03-14,52.7
2014-03-18,53.1
2014-03-19,54.25
2014-03-20,53.7
2014-03-21,54.8
2014-03-22,53.5
2014-03-24,52.9
2014-03-25,52.25
2014-03-26,51.6
2014-03-27,51.95
2014-03-28,52.65
2014-03-31,53.15
2014-04-01,53.05
2014-04-02,54.1
2014-04-03,53.15
2014-04-04,59.3
2014-04-07,61.25
2014-04-09,61.45
2014-04-10,61.2
2014-04-11,63.4
2014-04-15,61.7
2014-04-16,59.05
2014-04-17,60.3
2014-04-21,60.3
2014-04-22,60.8
2014-04-23,60.8
2014-04-25,59.4
2014-04-28,59.0
2014-04-29,57.9
2014-04-30,55.3
2014-05-02,55.5
2014-05-05,54.5
2014-05-06,54.05
2014-05-07,53.7
2014-05-08,53.4
2014-05-09,57.9
2014-05-12,58.85
2014-05-13,60.0
2014-05-14,60.9
2014-05-15,59.05
2014-05-16,61.75
2014-05-19,74.1
2014-05-20,82.25
2014-05-21,92.1
2014-05-22,95.35
2014-05-23,95.6
2014-05-26,91.45
2014-05-27,91.35
2014-05-28,94.1
2014-05-29,90.65
2014-05-30,90.85
2014-06-02,93.05
2014-06-03,93.7
2014-06-04,93.2
2014-06-05,98.55
2014-06-06,101.05
2014-06-09,103.1
2014-06-10,103.4
2014-06-11,101.4
2014-06-12,99.9
2014-06-13,94.5
2014-06-16,93.55
2014-06-17,97.0
2014-06-18,94.95
2014-06-19,97.05
2014-06-20,95.6
2014-06-23,94.8
2014-06-24,95.6
2014-06-25,95.5
2014-06-26,94.25
2014-06-27,93.45
2014-06-30,96.55
2014-07-01,97.0
2014-07-02,96.45
2014-07-03,93.65
2014-07-04,94.4
2014-07-07,98.4
2014-07-08,88.8
2014-07-09,85.5
2014-07-10,88.45
2014-07-11,82.7
2014-07-14,80.65
2014-07-15,83.3
2014-07-16,85.5
2014-07-17,86.2
2014-07-18,86.0
2014-07-21,85.75
2014-07-22,84.9
2014-07-23,83.35
2014-07-24,83.2
2014-07-25,79.85
2014-07-28,78.2
2014-07-30,76.6
2014-07-31,75.45
2014-08-01,74.1
2014-08-04,75.75
2014-08-05,78.35
2014-08-06,75.2
2014-08-07,74.3
2014-08-08,70.5
2014-08-11,71.65
2014-08-12,72.15
2014-08-13,71.0
2014-08-14,73.2
2014-08-18,78.15
2014-08-19,79.45
2014-08-20,77.9
2014-08-21,78.0
2014-08-22,75.3
2014-08-25,73.65
2014-08-26,71.7
2014-08-27,74.1
2014-08-28,75.35
2014-09-01,75.25
2014-09-02,75.65
2014-09-03,75.05
2014-09-04,72.8
2014-09-05,73.3
2014-09-08,74.35
2014-09-09,74.55
2014-09-10,76.35
2014-09-11,76.75
2014-09-12,75.2
2014-09-15,73.45
2014-09-16,70.95
2014-09-17,70.25
2014-09-18,71.85
2014-09-19,71.4
2014-09-22,71.5
2014-09-23,69.4
2014-09-24,67.5
2014-09-25,63.55
2014-09-26,62.55
2014-09-29,63.4
2014-09-30,63.55
2014-10-01,62.9
2014-10-07,61.45
2014-10-08,61.95
2014-10-09,65.65
2014-10-10,63.75
2014-10-13,64.85
2014-10-14,63.25
2014-10-16,62.4
2014-10-17,62.5
2014-10-20,62.8
2014-10-21,64.95
2014-10-22,67.3
2014-10-23,67.6
2014-10-27,68.45
2014-10-28,68.55
2014-10-29,68.75
2014-10-30,67.9
2014-10-31,68.6
2014-11-03,71.2
2014-11-05,71.6
2014-11-07,69.2
2014-11-10,67.1
2014-11-11,67.6
2014-11-12,68.0
2014-11-13,65.9
2014-11-14,65.0
2014-11-17,66.95
2014-11-18,66.7
2014-11-19,65.05
2014-11-20,64.1
2014-11-21,65.55
2014-11-24,63.95
2014-11-25,61.65
2014-11-26,61.75
2014-11-27,61.0
2014-11-28,60.15
2014-12-01,61.5
2014-12-02,61.05
2014-12-03,61.3
2014-12-04,61.55
2014-12-05,61.35
2014-12-08,60.0
2014-12-09,58.4
2014-12-10,56.85
2014-12-11,55.9
2014-12-12,54.5
2014-12-15,61.1
2014-12-16,56.0
2014-12-17,54.95
2014-12-18,56.9
2014-12-19,56.7
2014-12-22,56.7
2014-12-23,55.6
2014-12-24,55.85
2014-12-26,56.6
2014-12-29,56.6
2014-12-30,56.7
2014-12-31,56.65
