Date,PAISALO
2014-01-01,389.9
2014-01-02,388.85
2014-01-03,388.55
2014-01-06,387.85
2014-01-07,387.55
2014-01-08,386.35
2014-01-09,385.95
2014-01-10,383.0
2014-01-13,383.05
2014-01-14,382.65
2014-01-15,383.35
2014-01-16,382.0
2014-01-17,381.8
2014-01-20,381.5
2014-01-21,381.0
2014-01-22,381.8
2014-01-23,380.7
2014-01-24,380.9
2014-01-27,382.9
2014-01-28,380.5
2014-01-29,379.5
2014-01-30,379.45
2014-01-31,379.7
2014-02-03,379.6
2014-02-04,378.5
2014-02-05,378.6
2014-02-06,378.9
2014-02-07,379.25
2014-02-10,379.5
2014-02-11,380.1
2014-02-12,379.7
2014-02-13,379.75
2014-02-14,379.4
2014-02-17,380.0
2014-02-18,369.95
2014-02-19,365.75
2014-02-20,366.25
2014-02-21,365.9
2014-02-24,366.1
2014-02-25,366.4
2014-02-26,366.0
2014-02-28,366.6
2014-03-03,366.0
2014-03-04,367.05
2014-03-05,366.45
2014-03-06,366.0
2014-03-07,369.0
2014-03-10,367.4
2014-03-11,367.4
2014-03-12,367.25
2014-03-13,367.25
2014-03-14,366.0
2014-03-18,368.0
2014-03-19,367.0
2014-03-20,366.65
2014-03-21,366.85
2014-03-22,366.0
2014-03-24,366.2
2014-03-25,365.95
2014-03-26,365.95
2014-03-27,366.3
2014-03-28,365.75
2014-03-31,366.0
2014-04-01,366.4
2014-04-02,367.95
2014-04-03,368.65
2014-04-04,367.25
2014-04-07,367.1
2014-04-09,367.8
2014-04-10,367.7
2014-04-11,368.95
2014-04-15,366.95
2014-04-16,367.0
2014-04-17,367.75
2014-04-21,366.35
2014-04-22,366.0
2014-04-23,366.05
2014-04-25,368.35
2014-04-28,368.0
2014-04-29,368.1
2014-04-30,367.75
2014-05-02,368.25
2014-05-05,367.5
2014-05-06,366.65
2014-05-07,365.95
2014-05-08,366.0
2014-05-09,368.45
2014-05-12,369.55
2014-05-13,370.0
2014-05-14,371.05
2014-05-15,371.1
2014-05-16,371.45
2014-05-19,374.45
2014-05-20,374.0
2014-05-21,374.55
2014-05-22,374.0
2014-05-23,375.7
2014-05-26,375.6
2014-05-27,375.0
2014-05-28,374.1
2014-05-29,374.0
2014-05-30,373.15
2014-06-02,375.35
2014-06-03,375.35
2014-06-04,374.15
2014-06-05,374.25
2014-06-06,374.55
2014-06-09,374.9
2014-06-10,374.0
2014-06-11,375.6
2014-06-12,374.55
2014-06-13,373.5
2014-06-16,374.0
2014-06-17,373.05
2014-06-18,447.65
2014-06-19,408.85
2014-06-20,404.05
2014-06-23,388.3
2014-06-24,377.75
2014-06-25,358.2
2014-06-26,339.3
2014-06-27,322.55
2014-06-30,327.5
2014-07-01,329.2
2014-07-02,326.75
2014-07-03,335.3
2014-07-04,351.35
2014-07-07,359.4
2014-07-08,349.95
2014-07-09,351.75
2014-07-10,368.05
2014-07-11,369.55
2014-07-14,360.25
2014-07-15,373.6
2014-07-16,374.25
2014-07-17,383.9
2014-07-18,397.75
2014-07-21,412.95
2014-07-22,412.6
2014-07-23,407.95
2014-07-24,390.25
2014-07-25,379.6
2014-07-28,375.4
2014-07-30,373.35
2014-07-31,367.45
2014-08-01,356.95
2014-08-04,357.2
2014-08-05,358.6
2014-08-06,358.1
2014-08-07,347.4
2014-08-08,359.95
2014-08-11,360.75
2014-08-12,351.25
2014-08-13,371.25
2014-08-14,371.55
2014-08-18,409.6
2014-08-19,413.25
2014-08-20,386.2
2014-08-21,381.9
2014-08-22,385.0
2014-08-25,375.35
2014-08-26,358.0
2014-08-27,328.55
2014-08-28,332.85
2014-09-01,326.25
2014-09-02,332.15
2014-09-03,325.95
2014-09-04,326.75
2014-09-05,322.15
2014-09-08,315.3
2014-09-09,317.4
2014-09-10,318.5
2014-09-11,315.45
2014-09-12,321.95
2014-09-15,337.85
2014-09-16,334.95
2014-09-17,335.55
2014-09-18,320.2
2014-09-19,318.85
2014-09-22,312.0
2014-09-23,295.2
2014-09-24,293.9
2014-09-25,287.3
2014-09-26,286.3
2014-09-29,282.35
2014-09-30,289.85
2014-10-01,278.4
2014-10-07,270.75
2014-10-08,271.6
2014-10-09,276.5
2014-10-10,272.4
2014-10-13,275.8
2014-10-14,279.45
2014-10-16,277.5
2014-10-17,274.85
2014-10-20,283.85
2014-10-21,277.4
2014-10-22,280.15
2014-10-23,283.9
2014-10-27,285.7
2014-10-28,288.4
2014-10-29,293.05
2014-10-30,293.7
2014-10-31,294.25
2014-11-03,294.9
2014-11-05,302.15
2014-11-07,301.5
2014-11-10,306.4
2014-11-11,303.0
2014-11-12,302.0
2014-11-13,304.6
2014-11-14,303.0
2014-11-17,299.55
2014-11-18,295.35
2014-11-19,288.45
2014-11-20,280.15
2014-11-21,275.25
2014-11-24,273.05
2014-11-25,218.45
2014-11-26,181.6
2014-11-27,195.0
2014-11-28,214.5
2014-12-01,235.85
2014-12-02,242.05
2014-12-03,243.95
2014-12-04,247.35
2014-12-05,244.75
2014-12-08,241.7
2014-12-09,243.8
2014-12-10,244.5
2014-12-11,242.85
2014-12-12,243.1
2014-12-15,241.95
2014-12-16,240.8
2014-12-17,240.1
2014-12-18,238.95
2014-12-19,239.95
2014-12-22,240.5
2014-12-23,240.85
2014-12-24,240.95
2014-12-26,240.45
2014-12-29,240.5
2014-12-30,240.2
2014-12-31,240.35
