Date,BIRLACORPN
2014-01-01,254.8
2014-01-02,256.65
2014-01-03,265.5
2014-01-06,272.75
2014-01-07,271.4
2014-01-08,264.9
2014-01-09,262.3
2014-01-10,254.5
2014-01-13,256.6
2014-01-14,254.2
2014-01-15,257.35
2014-01-16,253.2
2014-01-17,250.45
2014-01-20,250.15
2014-01-21,253.65
2014-01-22,249.5
2014-01-23,247.4
2014-01-24,246.15
2014-01-27,246.25
2014-01-28,242.65
2014-01-29,235.45
2014-01-30,233.9
2014-01-31,236.9
2014-02-03,233.05
2014-02-04,234.0
2014-02-05,233.45
2014-02-06,232.95
2014-02-07,234.15
2014-02-10,232.95
2014-02-11,235.9
2014-02-12,231.45
2014-02-13,230.9
2014-02-14,231.0
2014-02-17,231.3
2014-02-18,230.75
2014-02-19,231.75
2014-02-20,232.15
2014-02-21,239.9
2014-02-24,237.6
2014-02-25,238.1
2014-02-26,235.2
2014-02-28,235.1
2014-03-03,235.05
2014-03-04,233.4
2014-03-05,231.45
2014-03-06,240.15
2014-03-07,237.9
2014-03-10,235.8
2014-03-11,248.65
2014-03-12,242.65
2014-03-13,242.15
2014-03-14,240.45
2014-03-18,239.1
2014-03-19,239.4
2014-03-20,241.2
2014-03-21,267.3
2014-03-22,263.6
2014-03-24,266.1
2014-03-25,266.0
2014-03-26,265.25
2014-03-27,269.95
2014-03-28,288.3
2014-03-31,290.45
2014-04-01,292.05
2014-04-02,292.05
2014-04-03,294.1
2014-04-04,292.05
2014-04-07,290.65
2014-04-09,289.35
2014-04-10,287.85
2014-04-11,289.7
2014-04-15,284.15
2014-04-16,285.6
2014-04-17,300.2
2014-04-21,310.35
2014-04-22,305.25
2014-04-23,298.7
2014-04-25,299.75
2014-04-28,300.55
2014-04-29,300.25
2014-04-30,289.7
2014-05-02,294.65
2014-05-05,300.85
2014-05-06,302.25
2014-05-07,301.0
2014-05-08,305.5
2014-05-09,300.6
2014-05-12,302.9
2014-05-13,299.05
2014-05-14,300.25
2014-05-15,302.05
2014-05-16,313.25
2014-05-19,335.45
2014-05-20,350.15
2014-05-21,344.75
2014-05-22,368.3
2014-05-23,378.45
2014-05-26,362.15
2014-05-27,351.85
2014-05-28,366.15
2014-05-29,371.2
2014-05-30,361.55
2014-06-02,367.25
2014-06-03,382.5
2014-06-04,383.9
2014-06-05,385.9
2014-06-06,385.4
2014-06-09,382.9
2014-06-10,368.85
2014-06-11,356.8
2014-06-12,391.45
2014-06-13,375.15
2014-06-16,379.4
2014-06-17,392.15
2014-06-18,386.95
2014-06-19,390.9
2014-06-20,374.8
2014-06-23,384.7
2014-06-24,386.25
2014-06-25,380.95
2014-06-26,388.45
2014-06-27,390.0
2014-06-30,409.8
2014-07-01,411.55
2014-07-02,427.3
2014-07-03,420.15
2014-07-04,416.65
2014-07-07,407.55
2014-07-08,392.05
2014-07-09,380.1
2014-07-10,387.5
2014-07-11,378.0
2014-07-14,370.65
2014-07-15,397.1
2014-07-16,394.75
2014-07-17,400.2
2014-07-18,400.15
2014-07-21,398.55
2014-07-22,393.8
2014-07-23,400.1
2014-07-24,394.7
2014-07-25,390.3
2014-07-28,389.0
2014-07-30,379.75
2014-07-31,379.55
2014-08-01,405.55
2014-08-04,407.9
2014-08-05,412.8
2014-08-06,429.25
2014-08-07,424.0
2014-08-08,440.9
2014-08-11,478.65
2014-08-12,481.1
2014-08-13,512.2
2014-08-14,532.2
2014-08-18,590.55
2014-08-19,583.1
2014-08-20,565.7
2014-08-21,577.35
2014-08-22,576.25
2014-08-25,571.95
2014-08-26,571.75
2014-08-27,555.35
2014-08-28,545.9
2014-09-01,528.55
2014-09-02,546.15
2014-09-03,545.4
2014-09-04,532.1
2014-09-05,531.95
2014-09-08,541.95
2014-09-09,531.45
2014-09-10,536.95
2014-09-11,529.65
2014-09-12,526.8
2014-09-15,528.3
2014-09-16,505.75
2014-09-17,494.05
2014-09-18,514.9
2014-09-19,522.95
2014-09-22,514.45
2014-09-23,490.0
2014-09-24,480.8
2014-09-25,461.1
2014-09-26,476.65
2014-09-29,480.0
2014-09-30,473.45
2014-10-01,480.15
2014-10-07,477.15
2014-10-08,483.85
2014-10-09,496.4
2014-10-10,496.9
2014-10-13,496.6
2014-10-14,493.95
2014-10-16,473.3
2014-10-17,472.5
2014-10-20,494.5
2014-10-21,483.15
2014-10-22,485.8
2014-10-23,495.65
2014-10-27,492.15
2014-10-28,482.75
2014-10-29,483.9
2014-10-30,511.25
2014-10-31,523.25
2014-11-03,533.1
2014-11-05,524.7
2014-11-07,490.4
2014-11-10,479.8
2014-11-11,465.85
2014-11-12,480.65
2014-11-13,471.15
2014-11-14,480.55
2014-11-17,492.6
2014-11-18,493.15
2014-11-19,480.75
2014-11-20,464.4
2014-11-21,472.2
2014-11-24,469.25
2014-11-25,466.7
2014-11-26,461.1
2014-11-27,456.3
2014-11-28,463.5
2014-12-01,459.4
2014-12-02,462.95
2014-12-03,469.0
2014-12-04,475.35
2014-12-05,461.3
2014-12-08,466.3
2014-12-09,449.45
2014-12-10,471.65
2014-12-11,460.05
2014-12-12,451.15
2014-12-15,447.2
2014-12-16,430.65
2014-12-17,430.3
2014-12-18,436.3
2014-12-19,430.7
2014-12-22,430.9
2014-12-23,443.3
2014-12-24,440.25
2014-12-26,443.15
2014-12-29,448.05
2014-12-30,446.1
2014-12-31,446.25
